"ISIN","year","cogs","curr_rat","stlt_lia"
"AT000000STR1","2008",8376563,1.25,274041
"AT000000STR1","2009",8344762,1.26,234515
"AT000000STR1","2010",8102134,1.26,240847
"AT000000STR1","2011",9140145,1.2,433304
"AT000000STR1","2012",8555381,1.23,384002
"AT000000STR1","2013",8136837,1.27,368830
"AT000000STR1","2014",8137568,1.22,433198
"AT000000STR1","2015",8696205,1.32,285994
"AT000000STR1","2016",7965081,1.33,202549
"AT000000STR1","2017",8879834,1.26,411098
"AT000000STR1","2018",10146575,1.22,275709
"AT000000STR1","2019",10062352,1.16,355509
"AT000000STR1","2020",9280889,1.24,163896
"AT00000FACC2","2008",NA,NA,NA
"AT00000FACC2","2009",NA,NA,NA
"AT00000FACC2","2010",136789,2,6632
"AT00000FACC2","2011",134655,1.95,24321
"AT00000FACC2","2012",190944,1.37,55973
"AT00000FACC2","2013",246841,1.58,49921
"AT00000FACC2","2014",307387,2.7,10817
"AT00000FACC2","2015",308676,1.82,58173
"AT00000FACC2","2016",350686,2.02,21634
"AT00000FACC2","2017",434046,1.85,54295
"AT00000FACC2","2018",441107,2.08,65762
"AT00000FACC2","2019",700175,1.52,120532
"AT00000FACC2","2020",493025,1.42,164230
"AT00000VIE62","2008",32525,0.51,120132
"AT00000VIE62","2009",29004,0.43,90672
"AT00000VIE62","2010",32903,0.89,204
"AT00000VIE62","2011",27187,0.69,71986
"AT00000VIE62","2012",32080,0.4,151007
"AT00000VIE62","2013",33294,0.32,90658
"AT00000VIE62","2014",27014,0.33,29128
"AT00000VIE62","2015",25703,0.52,109254
"AT00000VIE62","2016",29009,0.82,63917
"AT00000VIE62","2017",31806,0.77,46963
"AT00000VIE62","2018",36640,0.64,57017
"AT00000VIE62","2019",33614,0.87,25444
"AT00000VIE62","2020",25840,0.87,142398
"AT0000609607","2008",2409615,1.18,77679
"AT0000609607","2009",2241530,1.08,173827
"AT0000609607","2010",2009594,1.05,146820
"AT0000609607","2011",2050179,0.94,157538
"AT0000609607","2012",1445269,0.84,229620
"AT0000609607","2013",1742357,0.96,151472
"AT0000609607","2014",2017529,1.05,120232
"AT0000609607","2015",2056985,1.18,93822
"AT0000609607","2016",2250683,1.15,42286
"AT0000609607","2017",2938193,1.09,122873
"AT0000609607","2018",3457449,1.05,104128
"AT0000609607","2019",3282569,1.1,137539
"AT0000609607","2020",3113731,1.09,136021
"AT0000641352","2008",55623,NA,86044
"AT0000641352","2009",69930,NA,118772
"AT0000641352","2010",75816,NA,236910
"AT0000641352","2011",131289,NA,777089
"AT0000641352","2012",135632,NA,924676
"AT0000641352","2013",105287,NA,872045
"AT0000641352","2014",46088,NA,202530
"AT0000641352","2015",52406,NA,545214
"AT0000641352","2016",59557,NA,153004
"AT0000641352","2017",60891,NA,68920
"AT0000641352","2018",69409,NA,219645
"AT0000641352","2019",66283,NA,246478
"AT0000641352","2020",-65582,NA,205301
"AT0000644505","2008",999816,1.5,135355
"AT0000644505","2009",957617,1.67,40723
"AT0000644505","2010",1235565,1.64,60474
"AT0000644505","2011",1480348,1.74,134360
"AT0000644505","2012",1237215,2.04,174661
"AT0000644505","2013",1181455,1.7,191075
"AT0000644505","2014",1167171,1.62,192745
"AT0000644505","2015",1196164,2.07,172337
"AT0000644505","2016",1195526,1.81,249247
"AT0000644505","2017",1195121,2.05,127270
"AT0000644505","2018",1205236,1.75,166197
"AT0000644505","2019",1182587,2.48,129606
"AT0000644505","2020",879182,3.67,105616
"AT0000652250","2008",89082,NA,260457
"AT0000652250","2009",243363,NA,303390
"AT0000652250","2010",190822,NA,124123
"AT0000652250","2011",142004,NA,208888
"AT0000652250","2012",222975,NA,180352
"AT0000652250","2013",90350,NA,285551
"AT0000652250","2014",87494,NA,122992
"AT0000652250","2015",89005,NA,132482
"AT0000652250","2016",96189,NA,184096
"AT0000652250","2017",96109,NA,170115
"AT0000652250","2018",91433,NA,193141
"AT0000652250","2019",103202,NA,145221
"AT0000652250","2020",84886,NA,127802
"AT0000720008","2008",360963,0.7,911182
"AT0000720008","2009",324351,0.76,856014
"AT0000720008","2010",1127658,0.76,506653
"AT0000720008","2011",1165796,0.73,1014185
"AT0000720008","2012",1252563,0.78,1049424
"AT0000720008","2013",508947,0.85,136564
"AT0000720008","2014",457275,1.33,247354
"AT0000720008","2015",471676,0.85,810440
"AT0000720008","2016",1868423,0.78,500065
"AT0000720008","2017",1978441,0.99,566
"AT0000720008","2018",2023566,0.82,245257
"AT0000720008","2019",1956328,0.87,900616
"AT0000720008","2020",1964331,0.74,903435
"AT0000730007","2008",2904114,1.3,36857
"AT0000730007","2009",2608872,1.32,31476
"AT0000730007","2010",2863510,1.24,40417
"AT0000730007","2011",3744715,1.18,59470
"AT0000730007","2012",3046902,1.16,239815
"AT0000730007","2013",3230215,1.09,63966
"AT0000730007","2014",3151889,1.06,227548
"AT0000730007","2015",3384996,1.2,28501
"AT0000730007","2016",3107636,1.21,80306
"AT0000730007","2017",2990244,1.31,82028
"AT0000730007","2018",2989274,1.12,464856
"AT0000730007","2019",3333403,1.2,178831
"AT0000730007","2020",3658822,1.26,143470
"AT0000741053","2008",1644882,1.2,153904
"AT0000741053","2009",1927982,1.45,16992
"AT0000741053","2010",1899682,1.18,205247
"AT0000741053","2011",1828600,0.8,311600
"AT0000741053","2012",1965300,1.03,49400
"AT0000741053","2013",1892200,0.81,390300
"AT0000741053","2014",804800,0.64,194200
"AT0000741053","2015",1302200,0.75,140100
"AT0000741053","2016",1156400,0.7,239100
"AT0000741053","2017",1281900,0.8,50500
"AT0000741053","2018",1265700,0.89,89100
"AT0000741053","2019",1401100,0.95,68800
"AT0000741053","2020",1212600,0.92,115200
"AT0000743059","2008",19894273,1.01,1606509
"AT0000743059","2009",13776885,1.19,704079
"AT0000743059","2010",18119085,1.21,1009947
"AT0000743059","2011",28345701,1.21,605593
"AT0000743059","2012",35862994,1.3,414337
"AT0000743059","2013",36438154,0.92,1008411
"AT0000743059","2014",30304000,0.94,612000
"AT0000743059","2015",18059000,1.06,507000
"AT0000743059","2016",14657000,1.14,276000
"AT0000743059","2017",14063000,1.38,917000
"AT0000743059","2018",15855000,1.24,857000
"AT0000743059","2019",15291000,1.2,808000
"AT0000743059","2020",10391000,1.14,1694000
"AT0000746409","2008",1963500,0.72,596100
"AT0000746409","2009",1761000,1,156700
"AT0000746409","2010",2087100,1.79,228800
"AT0000746409","2011",2717600,1.49,324700
"AT0000746409","2012",1393000,1.03,385800
"AT0000746409","2013",1412780,1.08,654240
"AT0000746409","2014",1392541,0.68,806357
"AT0000746409","2015",1528253,0.69,385387
"AT0000746409","2016",1363898,0.55,324759
"AT0000746409","2017",1513020,0.62,213955
"AT0000746409","2018",1455904,0.56,753540
"AT0000746409","2019",2168005,0.67,357604
"AT0000746409","2020",1353618,0.62,106956
"AT0000758305","2008",598057,1.34,132337
"AT0000758305","2009",418311,2.08,59078
"AT0000758305","2010",515664,1.83,55947
"AT0000758305","2011",641454,1.54,102783
"AT0000758305","2012",735695,2.18,44463
"AT0000758305","2013",715441,1.99,51219
"AT0000758305","2014",782961,1.75,85130
"AT0000758305","2015",890124,1.64,74070
"AT0000758305","2016",976179,1.42,152804
"AT0000758305","2017",1056815,1.65,99268
"AT0000758305","2018",1159626,1.66,94134
"AT0000758305","2019",1255300,1.8,67545
"AT0000758305","2020",1109691,1.72,66678
"AT0000785555","2008",484827,4.51,1252
"AT0000785555","2009",405655,4.08,0
"AT0000785555","2010",509310,4.17,0
"AT0000785555","2011",625232,4.26,14995
"AT0000785555","2012",628793,3.44,25559
"AT0000785555","2013",653091,3.12,23541
"AT0000785555","2014",677398,2.6,17674
"AT0000785555","2015",707577,2.47,10866
"AT0000785555","2016",664080,3.12,12825
"AT0000785555","2017",708913,2.28,28389
"AT0000785555","2018",691205,2.6,20962
"AT0000785555","2019",674867,2.21,43770
"AT0000785555","2020",631554,1.5,84373
"AT0000831706","2008",1414497,2.33,174858
"AT0000831706","2009",1249901,3.14,69851
"AT0000831706","2010",1079545,2.52,138892
"AT0000831706","2011",1213672,1.61,459425
"AT0000831706","2012",1466947,2.11,58062
"AT0000831706","2013",1733614,1.84,290897
"AT0000831706","2014",1822165,1.38,402085
"AT0000831706","2015",1883806,1.54,239890
"AT0000831706","2016",1886444,1.28,399924
"AT0000831706","2017",1926466,1.38,320724
"AT0000831706","2018",2021143,1.61,126907
"AT0000831706","2019",2051205,1.14,460211
"AT0000831706","2020",2120272,1.57,437720
"AT0000837307","2008",761069,1.72,5024
"AT0000837307","2009",672552,1.5,16886
"AT0000837307","2010",659529,1.54,4807
"AT0000837307","2011",728646,1.6,17301
"AT0000837307","2012",780801,1.66,3744
"AT0000837307","2013",740226,1.56,4264
"AT0000837307","2014",796628,1.42,5314
"AT0000837307","2015",826373,1.34,17301
"AT0000837307","2016",876716,1.41,6758
"AT0000837307","2017",741936,1.43,4539
"AT0000837307","2018",716617,1.28,55763
"AT0000837307","2019",710173,1.09,59877
"AT0000837307","2020",666269,1.25,28907
"AT0000937503","2008",7412900,1,3031700
"AT0000937503","2009",8575400,1.49,1333700
"AT0000937503","2010",6354200,1.44,1416900
"AT0000937503","2011",7998700,1.49,1411500
"AT0000937503","2012",9100400,1.26,1742300
"AT0000937503","2013",8628957,1.47,1707800
"AT0000937503","2014",8347979,1.59,1205200
"AT0000937503","2015",8270613,1.5,1143200
"AT0000937503","2016",8043500,1.56,1158400
"AT0000937503","2017",8136300,1.34,1846400
"AT0000937503","2018",9235400,1.44,1823000
"AT0000937503","2019",10075200,1.43,1720400
"AT0000937503","2020",9864300,1.52,1287100
"AT0000938204","2008",1281026,2.39,85274
"AT0000938204","2009",1170536,2.78,24768
"AT0000938204","2010",1315417,2.29,62435
"AT0000938204","2011",1467148,2.16,72798
"AT0000938204","2012",1451294,2.59,52352
"AT0000938204","2013",1473213,2.43,65436
"AT0000938204","2014",1524948,2.43,109187
"AT0000938204","2015",1585670,2.4,79446
"AT0000938204","2016",1645931,2.82,48912
"AT0000938204","2017",1704017,2.72,20578
"AT0000938204","2018",1682781,2.84,34334
"AT0000938204","2019",1783195,1.98,112843
"AT0000938204","2020",1746398,2.2,52915
"AT0000946652","2008",243549,2.22,36983
"AT0000946652","2009",163792,2.75,54813
"AT0000946652","2010",189968,2.37,54484
"AT0000946652","2011",244799,2.54,49211
"AT0000946652","2012",302744,2.35,67238
"AT0000946652","2013",274560,2.94,44835
"AT0000946652","2014",245366,2.8,67502
"AT0000946652","2015",201245,4.48,45020
"AT0000946652","2016",128498,3.41,69760
"AT0000946652","2017",180206,2.31,101393
"AT0000946652","2018",227721,2.07,49755
"AT0000946652","2019",264785,1.95,81243
"AT0000946652","2020",184710,2.19,61396
"AT0000969985","2008",352804,0.85,129836
"AT0000969985","2009",330740,1.08,98485
"AT0000969985","2010",263708,1.12,70455
"AT0000969985","2011",320514,0.78,116427
"AT0000969985","2012",336570,1.14,84399
"AT0000969985","2013",393766,1.22,129719
"AT0000969985","2014",403222,2.79,46076
"AT0000969985","2015",440109,2.5,46037
"AT0000969985","2016",523841,1.35,161413
"AT0000969985","2017",577560,1.25,73037
"AT0000969985","2018",632899,1.93,80734
"AT0000969985","2019",652290,3.83,37967
"AT0000969985","2020",656687,2.6,104947
"AT0000A00Y78","2008",202477,3.23,5657
"AT0000A00Y78","2009",166837,3.54,136
"AT0000A00Y78","2010",158242,3.11,1078
"AT0000A00Y78","2011",205082,2.9,944
"AT0000A00Y78","2012",229605,2.52,532
"AT0000A00Y78","2013",291288,2.19,147
"AT0000A00Y78","2014",273648,2.21,695
"AT0000A00Y78","2015",217924,2.81,4754
"AT0000A00Y78","2016",206353,3.21,8709
"AT0000A00Y78","2017",243777,1.45,112526
"AT0000A00Y78","2018",195746,4.32,0
"AT0000A00Y78","2019",222412,3.9,146
"AT0000A00Y78","2020",184595,4.44,266
"AT0000A21KS2","2008",253636,NA,464503
"AT0000A21KS2","2009",304548,NA,1008491
"AT0000A21KS2","2010",305685,NA,905441
"AT0000A21KS2","2011",413479,NA,827492
"AT0000A21KS2","2012",650380,NA,1028906
"AT0000A21KS2","2013",431759,NA,785421
"AT0000A21KS2","2014",280859,NA,1298551
"AT0000A21KS2","2015",291229,NA,1730536
"AT0000A21KS2","2016",246866,NA,741245
"AT0000A21KS2","2017",252545,NA,568487
"AT0000A21KS2","2018",149827,NA,344265
"AT0000A21KS2","2019",153196,NA,8063
"AT0000A21KS2","2020",140314,NA,106749
"AT0000APOST4","2008",1894200,1.07,103100
"AT0000APOST4","2009",1902900,1.08,94500
"AT0000APOST4","2010",770000,1.19,54500
"AT0000APOST4","2011",758900,1.31,10600
"AT0000APOST4","2012",752000,1.19,3100
"AT0000APOST4","2013",750100,1.1,3900
"AT0000APOST4","2014",742600,1.2,3100
"AT0000APOST4","2015",748200,1.24,8100
"AT0000APOST4","2016",491800,1.3,1800
"AT0000APOST4","2017",406400,1.28,3400
"AT0000APOST4","2018",436600,1.25,6800
"AT0000APOST4","2019",465500,0.96,38800
"AT0000APOST4","2020",588800,0.93,610500
"AT0000KTMI02","2008",78794,1.44,2713
"AT0000KTMI02","2009",65762,1.3,313
"AT0000KTMI02","2010",53789,1.21,3191
"AT0000KTMI02","2011",53896,1.23,1657
"AT0000KTMI02","2012",57967,1.22,1617
"AT0000KTMI02","2013",68721,1.2,731
"AT0000KTMI02","2014",5286,8.29,1693
"AT0000KTMI02","2015",799721,2.09,57343
"AT0000KTMI02","2016",853030,1.61,190700
"AT0000KTMI02","2017",1004064,1.44,171494
"AT0000KTMI02","2018",960980,1.65,73163
"AT0000KTMI02","2019",1003914,1.81,86358
"AT0000KTMI02","2020",1024483,1.65,74594
"AT000AGRANA3","2008",1411804,1.3,370116
"AT000AGRANA3","2009",1648222,1.19,405718
"AT000AGRANA3","2010",1554712,1.27,347160
"AT000AGRANA3","2011",1697733,1.49,294868
"AT000AGRANA3","2012",1965036,1.57,341885
"AT000AGRANA3","2013",2158767,1.75,305802
"AT000AGRANA3","2014",2174197,1.58,328316
"AT000AGRANA3","2015",1778438,1.6,309354
"AT000AGRANA3","2016",1757017,1.83,247820
"AT000AGRANA3","2017",1776305,1.74,276681
"AT000AGRANA3","2018",1741897,2.48,61629
"AT000AGRANA3","2019",1699876,1.94,144639
"AT000AGRANA3","2020",1692615,2.04,126814
"AT000KAPSCH9","2008",118949,1.97,17382
"AT000KAPSCH9","2009",127978,1.6,49210
"AT000KAPSCH9","2010",152593,2.17,9237
"AT000KAPSCH9","2011",270256,2.06,23083
"AT000KAPSCH9","2012",416532,2.08,53249
"AT000KAPSCH9","2013",324926,2.14,19658
"AT000KAPSCH9","2014",315271,1.6,46560
"AT000KAPSCH9","2015",272308,2.05,48969
"AT000KAPSCH9","2016",310004,2.28,21349
"AT000KAPSCH9","2017",375955,1.88,97902
"AT000KAPSCH9","2018",411509,2.3,26675
"AT000KAPSCH9","2019",441619,2.1,29934
"AT000KAPSCH9","2020",479559,1.84,64291
"ATFREQUENT09","2008",NA,NA,NA
"ATFREQUENT09","2009",NA,NA,NA
"ATFREQUENT09","2010",NA,NA,NA
"ATFREQUENT09","2011",NA,NA,NA
"ATFREQUENT09","2012",NA,NA,NA
"ATFREQUENT09","2013",53533,2.52,3554
"ATFREQUENT09","2014",60401,2.47,475
"ATFREQUENT09","2015",63111,2.52,231
"ATFREQUENT09","2016",71993,2.22,135
"ATFREQUENT09","2017",83199,2.27,204
"ATFREQUENT09","2018",84751,2.05,1651
"ATFREQUENT09","2019",82527,2.07,8898
"ATFREQUENT09","2020",77072,2.01,8607
"AU000000IGO4","2008",52754,4.88,632
"AU000000IGO4","2009",48254,11.44,0
"AU000000IGO4","2010",53632,5.08,0
"AU000000IGO4","2011",73141,3.29,5789
"AU000000IGO4","2012",130074,3.76,11685
"AU000000IGO4","2013",124356,1.28,6030
"AU000000IGO4","2014",119518,2.21,3508
"AU000000IGO4","2015",176852,4.03,510
"AU000000IGO4","2016",172915,0.81,43154
"AU000000IGO4","2017",181897,1.8,56226
"AU000000IGO4","2018",312326,2.9,56226
"AU000000IGO4","2019",350903,4.44,56226
"AU000000IGO4","2020",358124,6.19,63172
"BE0003470755","2008",5910000,1.35,627000
"BE0003470755","2009",4253000,2.62,185000
"BE0003470755","2010",4790000,3.47,212000
"BE0003470755","2011",6114000,1.6,794000
"BE0003470755","2012",9444000,1.91,331000
"BE0003470755","2013",7262000,1.75,769000
"BE0003470755","2014",7429000,1.27,853000
"BE0003470755","2015",7716000,1.53,892000
"BE0003470755","2016",7701000,1.32,1338000
"BE0003470755","2017",7253000,1.47,1044000
"BE0003470755","2018",7715000,1.68,630000
"BE0003470755","2019",7602000,1.53,1124000
"BE0003470755","2020",6555000,1.62,277000
"BE0003593044","2008",78868,NA,220844
"BE0003593044","2009",81451,NA,244659
"BE0003593044","2010",77906,NA,313730
"BE0003593044","2011",85345,NA,246316
"BE0003593044","2012",82569,NA,351203
"BE0003593044","2013",61197,NA,455509
"BE0003593044","2014",56450,NA,473499
"BE0003593044","2015",55234,NA,445676
"BE0003593044","2016",55973,NA,558167
"BE0003593044","2017",61273,NA,462810
"BE0003593044","2018",59814,NA,613107
"BE0003593044","2019",59775,NA,870993
"BE0003593044","2020",42895,NA,1036612
"BE0003656676","2008",1204969,1.28,68872
"BE0003656676","2009",936796,1.27,47740
"BE0003656676","2010",1022816,1.25,45691
"BE0003656676","2011",1061173,1.22,67680
"BE0003656676","2012",1067135,1.24,59691
"BE0003656676","2013",778678,0.89,66181
"BE0003656676","2014",783838,1.03,43016
"BE0003656676","2015",810665,0.93,106961
"BE0003656676","2016",815399,1.12,42910
"BE0003656676","2017",920886,1.17,46086
"BE0003656676","2018",884395,1.01,90021
"BE0003656676","2019",791210,0.9,116569
"BE0003656676","2020",625554,1.59,13730
"BE0003678894","2008",43599,NA,15379
"BE0003678894","2009",37821,NA,47019
"BE0003678894","2010",40711,NA,205967
"BE0003678894","2011",38218,NA,21405
"BE0003678894","2012",42681,NA,396319
"BE0003678894","2013",7471,NA,269103
"BE0003678894","2014",7572,NA,514301
"BE0003678894","2015",10098,NA,464547
"BE0003678894","2016",50894,NA,559239
"BE0003678894","2017",47833,NA,517832
"BE0003678894","2018",48382,NA,443012
"BE0003678894","2019",47509,NA,497167
"BE0003678894","2020",51962,NA,368697
"BE0003699130","2008",NA,NA,54190
"BE0003699130","2009",NA,NA,100672
"BE0003699130","2010",NA,NA,82802
"BE0003699130","2011",NA,NA,83294
"BE0003699130","2012",NA,NA,28056
"BE0003699130","2013",NA,NA,99879
"BE0003699130","2014",14534,NA,NA
"BE0003699130","2015",13479,NA,0
"BE0003699130","2016",14176,NA,0
"BE0003699130","2017",15322,NA,NA
"BE0003699130","2018",15098,NA,0
"BE0003699130","2019",15803,NA,0
"BE0003699130","2020",17734,NA,1051
"BE0003720340","2008",3333,NA,6137
"BE0003720340","2009",3101,NA,504
"BE0003720340","2010",5575,NA,5879
"BE0003720340","2011",5681,NA,7177
"BE0003720340","2012",5220,NA,16215
"BE0003720340","2013",6954,NA,16577
"BE0003720340","2014",8648,NA,22421
"BE0003720340","2015",9313,NA,57209
"BE0003720340","2016",10677,NA,42601
"BE0003720340","2017",11854,NA,30909
"BE0003720340","2018",14061,NA,36384
"BE0003720340","2019",18903,NA,82260
"BE0003720340","2020",21817,NA,126993
"BE0003735496","2008",576994,0.46,243275
"BE0003735496","2009",631737,0.39,297936
"BE0003735496","2010",720490,0.52,32893
"BE0003735496","2011",808781,0.52,18444
"BE0003735496","2012",705838,0.57,22580
"BE0003735496","2013",649507,0.57,21879
"BE0003735496","2014",606789,0.27,450000
"BE0003735496","2015",598121,0.41,8165
"BE0003735496","2016",585696,0.52,236
"BE0003735496","2017",623451,0.48,6066
"BE0003735496","2018",643575,0.62,20826
"BE0003735496","2019",622599,0.58,61115
"BE0003735496","2020",609323,0.48,246570
"BE0003739530","2008",966000,0.72,989000
"BE0003739530","2009",805000,0.87,566000
"BE0003739530","2010",798000,0.93,308000
"BE0003739530","2011",767000,1.06,45000
"BE0003739530","2012",854000,1.01,197000
"BE0003739530","2013",880000,1.04,723000
"BE0003739530","2014",834000,1.07,373000
"BE0003739530","2015",906000,0.93,623000
"BE0003739530","2016",970000,0.96,27000
"BE0003739530","2017",522000,1.37,39000
"BE0003739530","2018",910000,1.32,149000
"BE0003739530","2019",955000,1.38,306000
"BE0003739530","2020",1009000,1.27,431000
"BE0003746600","2008",10278,NA,34494
"BE0003746600","2009",9890,NA,36585
"BE0003746600","2010",14784,NA,53425
"BE0003746600","2011",14196,NA,34018
"BE0003746600","2012",17192,NA,48018
"BE0003746600","2013",2763,NA,61720
"BE0003746600","2014",3194,NA,112465
"BE0003746600","2015",133,NA,79158
"BE0003746600","2016",1933,NA,62012
"BE0003746600","2017",2371,NA,46805
"BE0003746600","2018",2160,NA,87282
"BE0003746600","2019",2141,NA,88137
"BE0003746600","2020",3003,NA,123522
"BE0003755692","2008",1951000,2.05,14000
"BE0003755692","2009",1767000,1.87,11000
"BE0003755692","2010",1855000,1.89,21000
"BE0003755692","2011",2092000,1.79,15000
"BE0003755692","2012",2135000,1.93,8000
"BE0003755692","2013",1951000,1.87,24000
"BE0003755692","2014",1743000,1.57,197000
"BE0003755692","2015",1744000,1.8,44000
"BE0003755692","2016",1623000,1.79,37000
"BE0003755692","2017",1576000,1.82,39000
"BE0003755692","2018",1479000,1.82,66000
"BE0003755692","2019",1416000,1.62,101000
"BE0003755692","2020",1146000,2.77,29000
"BE0003765790","2008",402281,1.19,58375
"BE0003765790","2009",360541,1.19,61266
"BE0003765790","2010",442328,1.18,65755
"BE0003765790","2011",NA,NA,NA
"BE0003765790","2012",639534,0.95,186523
"BE0003765790","2013",336030,1.14,189190
"BE0003765790","2014",347227,1.89,18585
"BE0003765790","2015",352906,1.67,72892
"BE0003765790","2016",2928901,0.97,107246
"BE0003765790","2017",3897937,0.95,8409
"BE0003765790","2018",3830591,0.8,59983
"BE0003765790","2019",3661282,0.63,520000
"BE0003765790","2020",3750764,0.87,104302
"BE0003766806","2008",204282,1.29,24252
"BE0003766806","2009",205096,1.21,28275
"BE0003766806","2010",228145,1.16,5115
"BE0003766806","2011",91928,1.1,30201
"BE0003766806","2012",132317,1.09,33665
"BE0003766806","2013",120772,1.17,5201
"BE0003766806","2014",120828,1.29,5196
"BE0003766806","2015",152775,1.57,16454
"BE0003766806","2016",185542,1.59,2151
"BE0003766806","2017",186402,1.36,23464
"BE0003766806","2018",132545,1.38,42510
"BE0003766806","2019",178005,1.32,8404
"BE0003766806","2020",163941,1.5,20354
"BE0003797140","2008",NA,NA,150000
"BE0003797140","2009",NA,NA,0
"BE0003797140","2010",NA,NA,7000
"BE0003797140","2011",1619000,NA,651300
"BE0003797140","2012",2039200,NA,201100
"BE0003797140","2013",1429300,NA,144200
"BE0003797140","2014",1371400,NA,207400
"BE0003797140","2015",1516200,NA,476500
"BE0003797140","2016",1533800,NA,1270200
"BE0003797140","2017",1632200,NA,1152700
"BE0003797140","2018",1830200,NA,205600
"BE0003797140","2019",1863300,NA,1315600
"BE0003797140","2020",1683000,NA,394000
"BE0003808251","2008",250772,1.29,45173
"BE0003808251","2009",207561,1.38,53349
"BE0003808251","2010",216324,2.87,68396
"BE0003808251","2011",256260,1.42,95436
"BE0003808251","2012",264620,1.05,151065
"BE0003808251","2013",225342,1.3,97929
"BE0003808251","2014",107834,2.91,12245
"BE0003808251","2015",120091,3.19,13963
"BE0003808251","2016",102828,0.97,132859
"BE0003808251","2017",117833,2.1,24299
"BE0003808251","2018",105036,0.85,144453
"BE0003808251","2019",113879,1.33,73011
"BE0003808251","2020",83919,2.43,53260
"BE0003810273","2008",2029000,1.03,393000
"BE0003810273","2009",2176000,1.06,59000
"BE0003810273","2010",2755000,0.83,783000
"BE0003810273","2011",2656000,0.93,41000
"BE0003810273","2012",2610000,0.83,215000
"BE0003810273","2013",2561000,0.86,316000
"BE0003810273","2014",2420000,0.98,153000
"BE0003810273","2015",2377000,0.71,674000
"BE0003810273","2016",2242000,0.72,407000
"BE0003810273","2017",2166000,0.66,570000
"BE0003810273","2018",2126000,0.78,234000
"BE0003810273","2019",2017000,0.77,221000
"BE0003810273","2020",1900000,0.79,231000
"BE0003816338","2008",177755,1.31,84315
"BE0003816338","2009",163449,1.14,94743
"BE0003816338","2010",193459,1.22,125920
"BE0003816338","2011",177274,1.17,131365
"BE0003816338","2012",191502,0.96,127599
"BE0003816338","2013",169447,0.93,133937
"BE0003816338","2014",183573,1.82,140116
"BE0003816338","2015",203958,2.09,92120
"BE0003816338","2016",199106,1.97,112925
"BE0003816338","2017",186512,1.77,81207
"BE0003816338","2018",277705,1.82,173422
"BE0003816338","2019",318921,2.54,197315
"BE0003816338","2020",292930,2.22,96305
"BE0003822393","2008",407500,0.26,804100
"BE0003822393","2009",433500,1.79,0
"BE0003822393","2010",597000,1.46,0
"BE0003822393","2011",802700,1.18,0
"BE0003822393","2012",830200,0.57,725900
"BE0003822393","2013",846000,0.59,573500
"BE0003822393","2014",480800,0.84,63900
"BE0003822393","2015",481000,0.87,539900
"BE0003822393","2016",480400,0.59,1e+05
"BE0003822393","2017",476000,0.52,0
"BE0003822393","2018",1162900,0.64,550000
"BE0003822393","2019",1306700,0.41,1056300
"BE0003822393","2020",1373600,0.75,734500
"BE0003826436","2008",327679,0.37,34530
"BE0003826436","2009",379517,0.55,32434
"BE0003826436","2010",421993,1.44,40319
"BE0003826436","2011",439925,0.84,55402
"BE0003826436","2012",473829,1.52,72486
"BE0003826436","2013",548973,0.56,77909
"BE0003826436","2014",575411,0.5,78757
"BE0003826436","2015",591751,0.58,110558
"BE0003826436","2016",841120,0.39,139372
"BE0003826436","2017",878445,0.3,361695
"BE0003826436","2018",742528,0.31,504128
"BE0003826436","2019",675900,0.31,527000
"BE0003826436","2020",688800,0.31,499600
"BE0003851681","2008",2262,NA,0
"BE0003851681","2009",3954,NA,0
"BE0003851681","2010",4416,NA,0
"BE0003851681","2011",4412,NA,198
"BE0003851681","2012",5301,NA,60209
"BE0003851681","2013",5727,NA,55721
"BE0003851681","2014",2941,NA,70945
"BE0003851681","2015",1985,NA,25897
"BE0003851681","2016",3297,NA,31027
"BE0003851681","2017",2584,NA,34524
"BE0003851681","2018",3066,NA,22830
"BE0003851681","2019",4936,NA,272317
"BE0003851681","2020",4943,NA,606479
"BE0003853703","2008",2482,NA,55730
"BE0003853703","2009",3631,NA,581
"BE0003853703","2010",4726,NA,56781
"BE0003853703","2011",5197,NA,26782
"BE0003853703","2012",5535,NA,31851
"BE0003853703","2013",1106,NA,28529
"BE0003853703","2014",1529,NA,50752
"BE0003853703","2015",1843,NA,27491
"BE0003853703","2016",1460,NA,10590
"BE0003853703","2017",1372,NA,2273
"BE0003853703","2018",1916,NA,45085
"BE0003853703","2019",2045,NA,61340
"BE0003853703","2020",2080,NA,61794
"BE0003874915","2008",318943,1.62,4403
"BE0003874915","2009",349457,1.54,4876
"BE0003874915","2010",375024,1.56,5073
"BE0003874915","2011",427297,0.52,255992
"BE0003874915","2012",470030,1.26,4865
"BE0003874915","2013",295236,1.03,55004
"BE0003874915","2014",333802,1.03,5710
"BE0003874915","2015",379775,0.26,594908
"BE0003874915","2016",325480,1.02,290559
"BE0003874915","2017",348701,1.54,13450
"BE0003874915","2018",376511,1.06,63955
"BE0003874915","2019",419404,1.25,40723
"BE0003874915","2020",435045,1.11,71090
"BE0003883031","2008",1587620,1.08,110774
"BE0003883031","2009",1459206,1.03,94753
"BE0003883031","2010",1625899,1.02,139663
"BE0003883031","2011",1675538,1.07,124268
"BE0003883031","2012",1503998,1.02,80289
"BE0003883031","2013",1856778,0.98,407357
"BE0003883031","2014",2676566,1.07,206671
"BE0003883031","2015",2378501,1.01,110558
