Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CIE AUTOMOTIVE - CO2 Equivalents Emission Total,ES0105630315(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548286.28,458878.19,450962.67,415276
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CIECH - CO2 Equivalents Emission Total,PLCIECH00018(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3449740,2748250
CITYCON - CO2e Indirect Emissions Scope 3,FI4000369947(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687,1574,1151
CITYCON - CO2 Equivalents Emission Total,FI4000369947(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52642,43247,34137
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CLAS OHLSON B - CO2 Equivalents Emission Total,SE0000584948(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,3468.09,2191.49,2085.11,2478.99,NA
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CLOETTA 'B' - CO2e Indirect Emissions Scope 3,SE0002626861(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4649,3937
CLOETTA 'B' - CO2 Equivalents Emission Total,SE0002626861(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31285,27407,19699
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CMPG.DES ETS.MICH. - CO2 Equivalents Emission Total,FR0000121261(ENERDP023),NA,NA,NA,NA,4012000,3763000,3799000,3697000,3564000,3320000,3039000,3019150,2749290,2349760
CNH INDUSTRIAL - CO2e Indirect Emissions Scope 3,NL0010545661(ENERDP096),NA,NA,NA,NA,NA,NA,12800,19855,6350,7400,8100,9450,11006,2010
CNH INDUSTRIAL - CO2 Equivalents Emission Total,NL0010545661(ENERDP023),NA,NA,NA,NA,NA,NA,536933,515897,466917,456425,492163,497219,481454,387315
CNP ASSURANCES - CO2e Indirect Emissions Scope 3,FR0000120222(ENERDP096),NA,2546,4568,17258,17953,17050,15565,15267,16485,28770,26859,26802,30804,38519
CNP ASSURANCES - CO2 Equivalents Emission Total,FR0000120222(ENERDP023),NA,5853.1,4190,4675,3542,4957,4874,4717,4919,4644,4154,3822,3492,2263
COFACE - CO2e Indirect Emissions Scope 3,FR0010667147(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693,702,166
COFACE - CO2 Equivalents Emission Total,FR0010667147(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2635,2634,2364
COFINIMMO - CO2e Indirect Emissions Scope 3,BE0003593044(ENERDP096),NA,NA,NA,18,NA,88875,NA,NA,NA,NA,NA,NA,NA,NA
COFINIMMO - CO2 Equivalents Emission Total,BE0003593044(ENERDP023),NA,NA,NA,55376,73511,84547,85170,78673,99597,55174,56638,48433,49356,44786
COLLECTOR - CO2e Indirect Emissions Scope 3,SE0007048020(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
COLLECTOR - CO2 Equivalents Emission Total,SE0007048020(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
COLOPLAST B - CO2e Indirect Emissions Scope 3,DK0060448595(ENERDP096),NA,NA,64750,63267,44185,74000,154700,157200,136300,133300,142000,144500,138900,149500
COLOPLAST B - CO2 Equivalents Emission Total,DK0060448595(ENERDP023),NA,72772,72898,61881,55884,54933,43358,39900,39600,39300,42300,54200,55800,49900
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
COLRUYT - CO2 Equivalents Emission Total,BE0974256852(ENERDP023),NA,NA,82874,91530,101979,120303.71,NA,NA,175215.12,NA,NA,137807,134999,130589
COMMERZBANK - CO2e Indirect Emissions Scope 3,DE000CBK1001(ENERDP096),NA,12850,25208,35383,33788,34494,70239,79231,81277,76525,75867,69577,71793,43472
COMMERZBANK - CO2 Equivalents Emission Total,DE000CBK1001(ENERDP023),NA,78193,207238,91841,85688,72620,51344,57993,168720,153541,141597,133770,135283,106216
COMPAGNIE D ENTREPRISES - CO2e Indirect Emissions Scope 3,BE0003883031(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,10000
COMPAGNIE D ENTREPRISES - CO2 Equivalents Emission Total,BE0003883031(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155495,698817,677684
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
COMPAGNIE DES ALPES - CO2 Equivalents Emission Total,FR0000053324(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32415,32252,26219
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
COMPAGNIE INDUSTRIALI - CO2 Equivalents Emission Total,IT0000070786(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188799,190106,180303,NA
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CONST Y AUXILIAR DE FERR - CO2 Equivalents Emission Total,ES0121975009(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41017,50651,35647
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CONTINENTAL - CO2e Indirect Emissions Scope 3,DE0005439004(ENERDP096),NA,NA,NA,24670000,23208000,22338480,NA,NA,NA,10882800,11841600,11770000,21820000,108000000
CONTINENTAL - CO2 Equivalents Emission Total,DE0005439004(ENERDP023),NA,2510000,2360000,2660000,2925580,2452239,2516000,2636000,2788000,3046000,3167000,3350000,3220000,2960000
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CORBION - CO2e Indirect Emissions Scope 3,NL0010583399(ENERDP096),NA,NA,NA,NA,NA,NA,467000,550000,632000,679000,705000,761000,907000,990000
CORBION - CO2 Equivalents Emission Total,NL0010583399(ENERDP023),NA,335000,255000,309000,308000,299000,193000,183000,179000,184000,178000,195000,197000,212000
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CORPORACION FINCA.ALBA - CO2 Equivalents Emission Total,ES0117160111(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4374.42,3090.33
CORTICEIRA AMORIM - CO2e Indirect Emissions Scope 3,PTCOR0AE0006(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,106565,97911,108813,82307,198301
CORTICEIRA AMORIM - CO2 Equivalents Emission Total,PTCOR0AE0006(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,57401,60048,69408,43627,33390
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
COVESTRO - CO2 Equivalents Emission Total,DE0006062144(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,5810000,5790000,6270000,6530000,5950000,5730000
COVIVIO - CO2e Indirect Emissions Scope 3,FR0000064578(ENERDP096),NA,NA,NA,534,86718,NA,32023,0,0,0,0,0,0,0
COVIVIO - CO2 Equivalents Emission Total,FR0000064578(ENERDP023),NA,NA,NA,181,159,40223,20201,17997,15575,13207,14863,11480,11665,9030
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CPI PROPERTY GROUP - CO2 Equivalents Emission Total,LU0251710041(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440886
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CREDIT AGRICOLE - CO2e Indirect Emissions Scope 3,FR0000045072(ENERDP096),NA,NA,39369,10705,0,20097,19609,16142,24648,42280,123047095,123056715,139046429,143265000
CREDIT AGRICOLE - CO2 Equivalents Emission Total,FR0000045072(ENERDP023),NA,32288,38156,10613,45448,28390,31499,39486,40038,94452,86789,94460,89385,84527
CREDITO EMILIANO - CO2e Indirect Emissions Scope 3,IT0003121677(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3887.1,3731.6,3314.8,1679.2
CREDITO EMILIANO - CO2 Equivalents Emission Total,IT0003121677(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13770.1,13608.7,13225.9,10766.8
CRH - CO2e Indirect Emissions Scope 3,IE0001827041(ENERDP096),NA,660000,480000,1000000,816000,1000000,1000000,1100000,1500000,1300000,11000000,11600000,13600000,10900000
CRH - CO2 Equivalents Emission Total,IE0001827041(ENERDP023),NA,14500000,18080000,10919000,11580000,10400000,11100000,11700000,21800000,27200000,28200000,38100000,36500000,35000000
CRITEO ADR 1:1 - CO2e Indirect Emissions Scope 3,US2267181046(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7741,1234
CRITEO ADR 1:1 - CO2 Equivalents Emission Total,US2267181046(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8278,4580
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CROPENERGIES - CO2 Equivalents Emission Total,DE000A0LAUP1(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472953
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
CTT CORREIOS DE PORTUGAL - CO2e Indirect Emissions Scope 3,PTCTT0AM0001(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38017.2,45703.3,44584.8
CTT CORREIOS DE PORTUGAL - CO2 Equivalents Emission Total,PTCTT0AM0001(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16450,16681.1,15964.2
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
D IETEREN GROUP - CO2e Indirect Emissions Scope 3,BE0974259880(ENERDP096),NA,NA,40661,52291,51698,45676,85015.98,86663,113289,129000,131000,132000,126000,NA
D IETEREN GROUP - CO2 Equivalents Emission Total,BE0974259880(ENERDP023),NA,NA,259942,294660,290179,238738,213068.87,220678,226374,209200,199800,201600,241274,154517
MERCEDES-BENZ GROUP N - CO2e Indirect Emissions Scope 3,DE0007100000(ENERDP096),NA,NA,NA,31064100,44010060,155000,42161100,47251800,55691000,71829500,71500000,79340000,NA,NA
MERCEDES-BENZ GROUP N - CO2 Equivalents Emission Total,DE0007100000(ENERDP023),NA,3779000,3035000,3482000,3436000,3336000,3356000,3271000,3231000,3197000,3233000,3232000,2946000,2519000
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DANIELI - CO2 Equivalents Emission Total,IT0000076502(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712733,683137,517413
DANONE - CO2e Indirect Emissions Scope 3,FR0000120644(ENERDP096),NA,NA,15969009,12465000,15299920,11505100,NA,NA,NA,21439000,20154000,24886000,25869000,24974000
DANONE - CO2 Equivalents Emission Total,FR0000120644(ENERDP023),NA,NA,1131427,1329924,1307257,1741740,1238822,1421757,1477388,1467600,1581000,1713000,1310000,1147000
DANSKE BANK - CO2e Indirect Emissions Scope 3,DK0010274414(ENERDP096),NA,13913,11698,11229,11518,11016,12248,11239,11353,11373,11203,10818,9960,3942
DANSKE BANK - CO2 Equivalents Emission Total,DK0010274414(ENERDP023),NA,48804,11537,14136,13301,10883,10450,9076,7484,7291,6886,5578,5270,3929
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DASSAULT AVIATION - CO2 Equivalents Emission Total,FR0014004L86(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,98330,91753,102303,90255,85751,78453
DASSAULT SYSTEMES - CO2e Indirect Emissions Scope 3,FR0014003TT8(ENERDP096),NA,NA,NA,13020,24050,21960,22440,25361,36495,38360,25545,130972,150951,134895
DASSAULT SYSTEMES - CO2 Equivalents Emission Total,FR0014003TT8(ENERDP023),NA,NA,NA,15511,17060,12980,14495,13970,16600,17270,25235,27854,22979,19960
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DATALOGIC - CO2 Equivalents Emission Total,IT0004053440(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7877,8704,7565
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DAVIDE CAMPARI MILANO - CO2 Equivalents Emission Total,NL0015435975(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82829,101173,96665,85268
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DE LONGHI - CO2 Equivalents Emission Total,IT0003115950(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38989,41481,39679,40030
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DELIVERY HERO - CO2 Equivalents Emission Total,DE000A2E4K43(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8537,NA
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DEMANT - CO2 Equivalents Emission Total,DK0060738599(ENERDP023),NA,4958,9634,9798,10191,11383.11,11283,13476,14406,14973,24265,24946.8,27691.8,21644
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DERICHEBOURG - CO2 Equivalents Emission Total,FR0000053381(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158113,140709,169221
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DEUTSCHE BANK - CO2e Indirect Emissions Scope 3,DE0005140008(ENERDP096),NA,108900,170038,113959,100730,82100,86551,75402,73171,61268,60598,56898,42649,15442
DEUTSCHE BANK - CO2 Equivalents Emission Total,DE0005140008(ENERDP023),NA,479673,459051,564047,565265,535940,212488,204508,171421,176745,159617,152294,140184,118304
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DEUTSCHE BOERSE - CO2e Indirect Emissions Scope 3,DE0005810055(ENERDP096),NA,5110,4476,4204,7315,6304,6222,7111,7304,6134,5121,5149,5112,2435
DEUTSCHE BOERSE - CO2 Equivalents Emission Total,DE0005810055(ENERDP023),NA,27078,21732,25041,22484,23149,14215,6089,6693,4632,6651,6576,8048,6736
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DEUTSCHE EUROSHOP - CO2 Equivalents Emission Total,DE0007480204(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,16503,15527,NA,NA,NA
DEUTSCHE LUFTHANSA - CO2e Indirect Emissions Scope 3,DE0008232125(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,8774230,10678900,11089300,10588700,3491820
DEUTSCHE LUFTHANSA - CO2 Equivalents Emission Total,DE0008232125(ENERDP023),NA,24493047,24534081,26646655,28424568,27968627,27609039,27801092,28185463,29526000,29205400,32984800,33549100,11644900
DEUTSCHE POST - CO2e Indirect Emissions Scope 3,DE0005552004(ENERDP096),NA,25500000,18500000,23400000,22850000,32350000,22690000,23360000,21900000,20810000,22520000,22910000,20940000,56870000
DEUTSCHE POST - CO2 Equivalents Emission Total,DE0005552004(ENERDP023),NA,6700000,5800000,6300000,5600000,5370000,5610000,5660000,6050000,6050000,6340000,6570000,6590000,7250000
DEUTSCHE TELEKOM - CO2e Indirect Emissions Scope 3,DE0005557508(ENERDP096),NA,NA,91587,91184,81558,3578467,3800825,4031126,6421024,11701000,16307000,14435000,12820000,13881000
DEUTSCHE TELEKOM - CO2 Equivalents Emission Total,DE0005557508(ENERDP023),NA,1980085,3361095,3484504,1853621,3587000,3816000,3912000,3882736,3695217,3398000,2354000,1803000,2512000
DEUTSCHE WOHNEN BR.SHS. - CO2e Indirect Emissions Scope 3,DE000A0HN5C6(ENERDP096),NA,NA,NA,NA,NA,NA,NA,7917.9,8248.1,NA,NA,2774,55824,64156
DEUTSCHE WOHNEN BR.SHS. - CO2 Equivalents Emission Total,DE000A0HN5C6(ENERDP023),NA,NA,NA,NA,NA,885.9,1020,43221.7,180952.5,330597,353561.06,360160,362077,360755
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DEUTZ - CO2 Equivalents Emission Total,DE0006305006(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55770,52418,44724
DEVOTEAM - CO2e Indirect Emissions Scope 3,FR0000073793(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029,1204.8,NA
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DFDS - CO2 Equivalents Emission Total,DK0060655629(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879460,2260310,2019990
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DIASORIN - CO2 Equivalents Emission Total,IT0003492391(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10442,14329,13191,11167
DIC ASSET - CO2e Indirect Emissions Scope 3,DE000A1X3XX4(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,75,17
DIC ASSET - CO2 Equivalents Emission Total,DE000A1X3XX4(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,212,272
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DIOS FASTIGHETER - CO2e Indirect Emissions Scope 3,SE0001634262(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,68,18
DIOS FASTIGHETER - CO2 Equivalents Emission Total,SE0001634262(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5969,5027,4233
DISTRIBUIDORA INTNAC.DE - CO2e Indirect Emissions Scope 3,ES0126775032(ENERDP096),NA,NA,NA,NA,NA,NA,NA,10495,11289,20041,12157,NA,9453.5,6604.3
DISTRIBUIDORA INTNAC.DE - CO2 Equivalents Emission Total,ES0126775032(ENERDP023),NA,NA,NA,NA,NA,NA,NA,293950,377863,207133,479276,440418,447584,413834
DMG MORI - CO2e Indirect Emissions Scope 3,DE0005878003(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385559,230405
DMG MORI - CO2 Equivalents Emission Total,DE0005878003(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38430,40549,48505,28089
DMPKBT.NORDEN - CO2e Indirect Emissions Scope 3,DK0060083210(ENERDP096),NA,2647300,2247500,2279900,2595000,2566948,3011600,2602800,2646500,3400,NA,NA,NA,1400
DMPKBT.NORDEN - CO2 Equivalents Emission Total,DK0060083210(ENERDP023),NA,374600,380100,510700,727169.4,716800,314500,380400,454800,3246500,3757400,3829400,4088200,4294200
#ERROR,,,"$$ER: E100,INVALID CODE OR EXPRESSION ENTERED",,,,,,,,,,,,
#ERROR,,,"$$ER: E100,INVALID CODE OR EXPRESSION ENTERED",,,,,,,,,,,,
DNO - CO2e Indirect Emissions Scope 3,NO0003921009(ENERDP096),NA,NA,NA,280,685,1164.6,NA,NA,NA,NA,NA,NA,NA,NA
DNO - CO2 Equivalents Emission Total,NO0003921009(ENERDP023),NA,NA,NA,240155,272202,297497,NA,NA,185581,100032,178000,412944,634935,416893
DO CO REST.CATER. - CO2e Indirect Emissions Scope 3,AT0000818802(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1836,NA
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DOMETIC GROUP - CO2 Equivalents Emission Total,SE0007691613(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36093.08,45136.78,37006,32090
DOVALUE - CO2e Indirect Emissions Scope 3,IT0001044996(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.57,376.84,105.33
DOVALUE - CO2 Equivalents Emission Total,IT0001044996(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826.22,1776.4,1906
DRAEGERWERK PREF. - CO2e Indirect Emissions Scope 3,DE0005550636(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53660,50943,NA
DRAEGERWERK PREF. - CO2 Equivalents Emission Total,DE0005550636(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58131,55189,NA
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DRILLING COMPANY OF 1972 - CO2 Equivalents Emission Total,DK0061135753(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442000,399200
DSM KONINKLIJKE - CO2e Indirect Emissions Scope 3,NL0000009827(ENERDP096),NA,NA,11115000,10115000,12125000,18275000,18596000,18000000,14900000,19950000,13100000,11300000,11600000,12000000
DSM KONINKLIJKE - CO2 Equivalents Emission Total,NL0000009827(ENERDP023),NA,7500000,6700000,5200000,4600000,4200000,4300000,4200000,1100000,1500000,1570000,1380000,1380000,1430000
DSV - CO2e Indirect Emissions Scope 3,DK0060079531(ENERDP096),NA,NA,NA,NA,3254000,3030000,3171000,3388000,3687000,7438000,7927000,8010000,9874000,12564000
DSV - CO2 Equivalents Emission Total,DK0060079531(ENERDP023),NA,2464000,2973490,3220853,3335520,3131040,54000,45000,107010,146000,136000,139000,159000,178000
DT.PFANDBRIEFBANK - CO2e Indirect Emissions Scope 3,DE0008019001(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163
DT.PFANDBRIEFBANK - CO2 Equivalents Emission Total,DE0008019001(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387
DUERR - CO2e Indirect Emissions Scope 3,DE0005565204(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31215,30128,16616
DUERR - CO2 Equivalents Emission Total,DE0005565204(ENERDP023),NA,NA,NA,NA,NA,NA,NA,33493,62097,62909,62590,48638,54590,42752
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DUNI - CO2 Equivalents Emission Total,SE0000616716(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20250,13893
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
DUSTIN GROUP - CO2e Indirect Emissions Scope 3,SE0006625471(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.52,1929.44,2229.49,3211
DUSTIN GROUP - CO2 Equivalents Emission Total,SE0006625471(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.97,1630.78,1231.79,563
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
E ON N - CO2e Indirect Emissions Scope 3,DE000ENAG999(ENERDP096),NA,NA,213443012,143867000,154700000,149600000,155400000,128700000,116500000,74020000,71020000,61310000,120270000,108210000
E ON N - CO2 Equivalents Emission Total,DE000ENAG999(ENERDP023),NA,155000000,164751902,132326000,134600000,134300000,120700000,101800000,83700000,8730000,7900000,7470000,8700000,8050000
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
EAC INVEST - CO2 Equivalents Emission Total,DK0061277894(ENERDP023),NA,NA,NA,NA,NA,103000,NA,NA,NA,NA,NA,NA,NA,NA
EBRO FOODS - CO2e Indirect Emissions Scope 3,ES0112501012(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,20580,29935,29599,33894,57246,110001
EBRO FOODS - CO2 Equivalents Emission Total,ES0112501012(ENERDP023),NA,145367.5,214506,627677,173002,129455.5,250939,250027,241666,572270,517234,655775,331053,366663
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
#ERROR,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,
ECONOCOM GROUP - CO2 Equivalents Emission Total,BE0974313455(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035,NA,NA
EDAG ENGINEERING GROUP - CO2e Indirect Emissions Scope 3,CH0303692047(ENERDP096),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5147,2498
EDAG ENGINEERING GROUP - CO2 Equivalents Emission Total,CH0303692047(ENERDP023),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20411,21282
