Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
COFINIMMO SA - EMPLOYEES,BE0003593044(WC07011),E,103,105,105,109,109,113,108,106,121,129,126,120,124
COLLECTOR AB - NET SALES OR REVENUES,SE0007048020(WC01001),SK,NA,NA,NA,NA,590396,697442,916211,1187000,1513000,1933000,2321000,2966000,2552000
COLLECTOR AB - EMPLOYEES,SE0007048020(WC07011),SK,NA,NA,NA,NA,183,201,229,264,329,376,390,371,321
COLOPLAST A/S - NET SALES OR REVENUES,DK0060448595(WC01001),DK,8463000,8820000,9537000,10172000,11023000,11635000,12428000,13909000,14681000,15528000,16449000,17939000,18544000
COLOPLAST A/S - EMPLOYEES,DK0060448595(WC07011),DK,7567,7130,7284,7372,7875,8412,9071,9535,10099,10741,11569,12074,12427
COLRUYT SA - NET SALES OR REVENUES,BE0974256852(WC01001),E,5673800,6309600,6752600,7280100,7847600,8311600,8652000,8916800,9177500,9493500,9030600,9433900,9581000
COLRUYT SA - EMPLOYEES,BE0974256852(WC07011),E,17922,19464,21149,22588,23555,24287,25497,26491,28047,27633,27795,28339,29056
COMMERZBANK AG - NET SALES OR REVENUES,DE000CBK1001(WC01001),E,24020000,25874000,24473000,24529000,19720000,17843000,16994000,16359000,14238000,12688000,12731000,13019000,12143000
COMMERZBANK AG - EMPLOYEES,DE000CBK1001(WC07011),E,43169,62671,50489,49215,48752,52944,52103,51305,49941,49417,49410,48512,47718
COMPAGNIE D'ENTREP - NET SALES OR REVENUES,BE0003883031(WC01001),E,1728411,1602607,1774401,1793834,1970457,2267257,3510548,3239406,2797085,3066525,3640627,3624722,3221958
COMPAGNIE D'ENTREP - EMPLOYEES,BE0003883031(WC07011),E,5483,5184,5120,5442,5582,6032,8206,8160,7752,8689,8598,8410,8292
COMPAGNIE DES ALPES - NET SALES OR REVENUES,FR0000053324(WC01001),E,579297,575976,596603,641512,677679,678033,692992,695919,720179,762176,801226,854011,615645
COMPAGNIE DES ALPES - EMPLOYEES,FR0000053324(WC07011),E,4994,4337,4477,4855,5019,4960,5025,4580,4739,5170,5586,5538,5220
CIR SPA - COMP - NET SALES OR REVENUES,IT0000070786(WC01001),E,4728710,4266865,4805467,4522722,5062978,4751980,2392620,2544410,2620680,2796698,2817434,2114431,1834776
CIR SPA - COMP - EMPLOYEES,IT0000070786(WC07011),E,12996,12685,12911,13529,13944,14114,13848,14215,14329,15839,16365,18648,17668
COMPUGROUP - NET SALES OR REVENUES,DE000A288904(WC01001),E,229191,293409,312374,396564,450582,459555,515104,543066,560195,582375,717023,745808,837259
COMPUGROUP - EMPLOYEES,DE000A288904(WC07011),E,2557,2726,2952,3473,3563,3949,4294,4287,4332,4572,4955,5627,7814
CONCENTRIC AB - NET SALES OR REVENUES,SE0003950864(WC01001),SK,NA,1406000,1977000,2283000,2129000,1980000,2078000,2306000,2004000,2104000,2410000,2012000,1502000
CONCENTRIC AB - EMPLOYEES,SE0003950864(WC07011),SK,NA,1635,1279,1179,1016,1025,985,1055,939,951,966,814,753
CONST Y AUX DE FERRO - NET SALES OR REVENUES,ES0121975009(WC01001),E,1004951,1258041,1576307,1725099,1721186,1535240,1447141,1283591,1318200,1477039,2048419,2597655,2762472
CONST Y AUX DE FERRO - EMPLOYEES,ES0121975009(WC07011),E,4758,6489,6938,6952,7004,7477,8027,7795,7483,8428,11433,13179,13057
CONSUS COMMERCIAL - NET SALES OR REVENUES,DE000A2DA414(WC01001),E,NA,NA,NA,NA,NA,NA,NA,2863,1375,9710,614971,671115,NA
CONSUS COMMERCIAL - EMPLOYEES,DE000A2DA414(WC07011),E,NA,NA,NA,NA,NA,NA,NA,0,0,362,782,975,NA
CONTINENTAL AG - NET SALES OR REVENUES,DE0005439004(WC01001),E,24238700,20095700,26046900,30504900,32736200,33331000,34505700,39232000,40549500,44009500,44404400,44478400,37722300
CONTINENTAL AG - EMPLOYEES,DE0005439004(WC07011),E,139155,134434,148228,163788,169639,177762,189168,207899,220137,235473,243226,241458,236386
COOR SERVICE MGMT - NET SALES OR REVENUES,SE0007158829(WC01001),SK,NA,NA,NA,NA,5525946,6453617,6843791,7482000,7631000,7722000,9489000,10313000,9591000
COOR SERVICE MGMT - EMPLOYEES,SE0007158829(WC07011),SK,NA,NA,NA,NA,5649,6218,6087,6381,6327,6695,9082,9296,9029
CORBION NV - NET SALES OR REVENUES,NL0010583399(WC01001),E,2599300,2555900,2990100,3112600,753700,743600,770100,918300,911300,891700,897200,976400,986500
CORBION NV - EMPLOYEES,NL0010583399(WC07011),E,8521,8430,9664,9843,9650,1885,1893,1673,1684,1794,2040,2138,2267
CORESTATE CAPITAL - NET SALES OR REVENUES,LU1296758029(WC01001),E,NA,NA,NA,NA,12306,24481,31858,42419,51391,175629,263797,269583,198900
CORESTATE CAPITAL - EMPLOYEES,LU1296758029(WC07011),E,NA,NA,NA,NA,NA,169,224,249,308,566,675,709,757
CORP FIN ALBA SA - NET SALES OR REVENUES,ES0117160111(WC01001),E,16824,107949,56141,219799,32949,12987,12969,15755,18700,70800,97500,99600,185900
CORP FIN ALBA SA - EMPLOYEES,ES0117160111(WC07011),E,45,49,50,54,52,53,52,54,61,236,149,1562,1783
CORTICEIRA AMORIM - NET SALES OR REVENUES,PTCOR0AE0006(WC01001),E,468289,415210,456790,494842,534240,542500,560340,604800,641411,701609,763117,781060,740113
CORTICEIRA AMORIM - EMPLOYEES,PTCOR0AE0006(WC07011),E,3745,3243,3247,3357,3501,3454,3468,3537,3602,4248,4448,4428,4357
COVESTRO AG - NET SALES OR REVENUES,DE0006062144(WC01001),E,NA,NA,NA,NA,NA,NA,11761000,12082000,11904000,14138000,14616000,12412000,10706000
COVESTRO AG - EMPLOYEES,DE0006062144(WC07011),E,NA,NA,NA,NA,NA,NA,14348,15761,15761,16176,16770,17201,16501
COVIVIO SA - NET SALES OR REVENUES,FR0000064578(WC01001),E,1184477,993705,841654,851642,823891,848991,896643,894382,904071,943983,974846,1221774,981195
COVIVIO SA - EMPLOYEES,FR0000064578(WC07011),E,892,809,455,387,376,736,718,713,785,827,896,965,981
CPI PROPERTY GROUP - NET SALES OR REVENUES,LU0251710041(WC01001),E,77513,72018,150898,63765,181032,60222,245408,283856,351474,440600,604200,673800,623300
CPI PROPERTY GROUP - EMPLOYEES,LU0251710041(WC07011),E,NA,NA,NA,NA,NA,NA,797,1293,3170,3920,3891,NA,3318
CRAYON GROUP - NET SALES OR REVENUES,NO0010808892(WC01001),NK,NA,NA,NA,NA,NA,3045316,3731813,4687943,6015162,7301712,9047526,13618020,19599455
CRAYON GROUP - EMPLOYEES,NO0010808892(WC07011),NK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,1354,1727
CREDIT AGRICOLE SA - NET SALES OR REVENUES,FR0000045072(WC01001),E,60365000,64093000,66294000,50570000,49907000,46597000,48363000,62693000,71122000,71137000,80954000,78332000,72064000
CREDIT AGRICOLE SA - EMPLOYEES,FR0000045072(WC07011),E,88933,89172,87520,87451,79282,75529,72567,71499,70830,73707,73346,73037,75791
CREDITO EMILIANO SPA - NET SALES OR REVENUES,IT0003121677(WC01001),E,1974523,1916524,1539822,1878365,1781439,1881929,2170740,2030027,1947411,1757539,1953151,1878824,1906361
CREDITO EMILIANO SPA - EMPLOYEES,IT0003121677(WC07011),E,5669,6037,5803,5665,5686,5609,5762,5899,6068,6140,6195,6201,6219
CRH PLC - NET SALES OR REVENUES,IE0001827041(WC01001),E,20887000,17373000,17173000,18081000,18659000,18031000,18912000,23635000,27104000,25220000,26790000,25129000,24046209
CRH PLC - EMPLOYEES,IE0001827041(WC07011),E,93572,79822,76418,76433,76175,75642,75706,78106,82889,85363,89831,86951,77099
CRITEO SA - NET SALES OR REVENUES,US2267181046(WC01001),U$,NA,NA,NA,NA,NA,590449,983812,1316276,1799149,2296704,2300316,2261505,2072618
CRITEO SA - EMPLOYEES,US2267181046(WC07011),U$,NA,NA,NA,NA,NA,NA,1300,NA,2500,2764,2744,2755,2594
CROPENERGIES AG - NET SALES OR REVENUES,DE000A0LAUP1(WC01001),E,186771,328434,374149,472755,572119,688723,780781,827165,722602,801736,881963,778612,899175
CROPENERGIES AG - EMPLOYEES,DE000A0LAUP1(WC07011),E,130,272,302,303,310,321,430,438,416,412,414,433,450
CTS EVENTIM AG - NET SALES OR REVENUES,DE0005470306(WC01001),E,404348,466698,519577,502814,520334,628349,690300,834227,829906,1033980,1241689,1443125,256840
CTS EVENTIM AG - EMPLOYEES,DE0005470306(WC07011),E,1111,1143,1479,1441,NA,NA,2863,2641,2811,3600,3662,3704,2562
CTT CORREIOS - NET SALES OR REVENUES,PTCTT0AM0001(WC01001),E,NA,807968,779866,741850,699332,690069,703284,705169,669669,676008,685945,688022,672854
CTT CORREIOS - EMPLOYEES,PTCTT0AM0001(WC07011),E,NA,15608,15184,14371,13756,12904,12523,12057,12149,12163,12097,12335,12234
CTT SYSTEMS AB - NET SALES OR REVENUES,SE0000418923(WC01001),SK,37600,60200,69200,100200,152100,150200,195200,198100,251600,273200,315300,354900,200800
CTT SYSTEMS AB - EMPLOYEES,SE0000418923(WC07011),SK,44,44,53,58,72,79,83,87,91,94,98,108,93
CYFROWY POLSAT SA - NET SALES OR REVENUES,PLCFRPT00013(WC01001),PZ,1101140,1266137,1482463,2365925,2778215,2910759,7409900,9823000,9729800,9828600,10686100,11676100,11962900
CYFROWY POLSAT SA - EMPLOYEES,PLCFRPT00013(WC07011),PZ,429,569,864,1430,1452,1472,5025,4986,4948,4810,7066,7114,7643
D'IETEREN G - NET SALES OR REVENUES,BE0974259880(WC01001),E,6146800,6269700,7053600,5977300,5514500,5470500,5541600,6035400,6471700,3455100,3578100,3798800,3318000
D'IETEREN G - EMPLOYEES,BE0974259880(WC07011),E,28450,29283,31537,26884,25787,27246,28360,27970,28348,2228,2384,2630,1810
MERCEDES-BENZ - NET SALES OR REVENUES,DE0007100000(WC01001),E,95873000,78924000,97761000,106540000,114297000,117982000,129872000,149467000,153261000,164330000,167362000,172745000,154309000
MERCEDES-BENZ - EMPLOYEES,DE0007100000(WC07011),E,273216,256407,260100,271370,275087,274616,279972,284015,282488,289321,298683,298655,288481
DALATA HOTEL - NET SALES OR REVENUES,IE00BJMZDW83(WC01001),E,NA,NA,NA,34851,54143,60617,79073,225673,290551,348474,393736,429184,136821
DALATA HOTEL - EMPLOYEES,IE00BJMZDW83(WC07011),E,NA,NA,NA,413,645,709,744,2063,2702,4326,3379,4871,2685
DANIELI & C OFFICINE - NET SALES OR REVENUES,IT0000076502(WC01001),E,2623855,2018173,2283694,3078929,2368622,2937693,2986994,2666176,3201676,2555713,2525057,2615053,2308942
DANIELI & C OFFICINE - EMPLOYEES,IT0000076502(WC07011),E,7748,7974,8663,9392,10037,10944,11424,10954,9419,8959,9358,9521,9060
DANONE SA - NET SALES OR REVENUES,FR0000120644(WC01001),E,15220000,14982000,17010000,19318000,20869000,21298000,21144000,22412000,21944000,24677000,24651000,25287000,23620000
DANONE SA - EMPLOYEES,FR0000120644(WC07011),E,80143,80976,100995,101885,102401,104642,99927,99771,99091,104843,105783,102449,101911
DANSKE BANK A/S - NET SALES OR REVENUES,DK0010274414(WC01001),DK,171667000,158083000,120780000,114992000,127596000,117051000,116327000,108283000,118489000,126514000,97583000,152102000,136741000
DANSKE BANK A/S - EMPLOYEES,DK0010274414(WC07011),DK,23624,22093,21522,21320,20308,19122,18478,19049,19303,19768,20683,22006,22376
DASSAULT AVIATION SA - NET SALES OR REVENUES,FR0014004L86(WC01001),E,3748146,3421179,4187105,3305342,3941234,4592966,3680381,4175805,3653417,4832638,5119219,7370616,5491592
DASSAULT AVIATION SA - EMPLOYEES,FR0014004L86(WC07011),E,12391,12215,11551,11472,11584,11614,11745,12152,11942,11398,11494,12757,12441
DASSAULT SYSTEMES - NET SALES OR REVENUES,FR0014003TT8(WC01001),E,1334781,1251344,1563839,1783043,2028342,2066123,2294280,2839455,3055586,3228008,3477400,4018200,4452200
DASSAULT SYSTEMES - EMPLOYEES,FR0014003TT8(WC07011),E,7875,7834,9035,9552,10122,10654,13312,13974,15133,16140,16055,19361,19789
DATAGROUP SE - NET SALES OR REVENUES,DE000A0JC8S7(WC01001),E,67895,73473,80456,108550,146183,156935,152380,157574,174918,223142,272100,306765,358211
DATAGROUP SE - EMPLOYEES,DE000A0JC8S7(WC07011),E,486,443,775,924,1199,1282,1163,1330,1630,1790,1971,2505,2663
DATALOGIC SPA - NET SALES OR REVENUES,IT0004053440(WC01001),E,379820,311971,392742,425533,462250,450737,464546,535068,576482,606022,631015,612486,479828
DATALOGIC SPA - EMPLOYEES,IT0004053440(WC07011),E,2219,1982,2019,2427,2384,2364,2470,2567,2696,2912,3157,3074,2826
DAVIDE CAMPARI - NET SALES OR REVENUES,NL0015435975(WC01001),E,942329,1008425,1163000,1274200,1340800,1524100,1560000,1656800,1726500,1816000,1711700,1842500,1772000
DAVIDE CAMPARI - EMPLOYEES,NL0015435975(WC07011),E,1646,2176,2207,2278,2450,3996,4229,4196,4172,4020,3625,3701,3784
DBV TECH - NET SALES OR REVENUES,FR0010417345(WC01001),E,89,150,179,126,2777,3826,4762,6166,9084,11909,14537,13139,9829
DBV TECH - EMPLOYEES,FR0010417345(WC07011),E,NA,NA,NA,NA,34,44,56,91,164,244,315,311,141
DDM HOLDING - NET SALES OR REVENUES,CH0246292343(WC01001),SK,NA,NA,NA,NA,NA,20945,147855,256722,324029,361255,695885,663777,1143580
DDM HOLDING - EMPLOYEES,CH0246292343(WC07011),SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,22,65
DE LONGHI SPA - NET SALES OR REVENUES,IT0003115950(WC01001),E,1503592,1379323,1600734,1779102,1506039,1632633,1726684,1891098,1845368,1972793,2078132,2101138,2351257
DE LONGHI SPA - EMPLOYEES,IT0003115950(WC07011),E,6738,6855,7083,7368,5694,5871,6710,6436,7286,8197,8409,7850,9134
DEA CAPITAL S.P.A. - NET SALES OR REVENUES,IT0001431805(WC01001),E,25860,36946,42291,89264,99134,67143,36010,115718,79294,64446,103528,76593,61747
DEA CAPITAL S.P.A. - EMPLOYEES,IT0001431805(WC07011),E,59,59,60,167,207,208,224,231,186,185,193,212,227
DELIVERY HERO SE - NET SALES OR REVENUES,DE000A2E4K43(WC01001),E,NA,NA,NA,NA,NA,41662,88008,199507,297026,543700,665100,1237600,2471900
DELIVERY HERO SE - EMPLOYEES,DE000A2E4K43(WC07011),E,NA,NA,NA,NA,NA,547,1018,2843,9209,14631,20608,24617,35528
DEMANT A/S - NET SALES OR REVENUES,DK0060738599(WC01001),DK,5373700,5701200,6892400,8041000,8555000,9209000,9346000,10665000,12002000,13189000,13937000,14946000,14469000
DEMANT A/S - EMPLOYEES,DK0060738599(WC07011),DK,5383,5833,7098,7748,8025,9514,10175,11887,12671,13280,14614,15837,16591
DERICHEBOURG. - NET SALES OR REVENUES,FR0000053381(WC01001),E,4337600,2431500,3119800,3719900,3522200,2627100,2561100,2355900,2147500,2731100,2919700,2705000,2464100
DERICHEBOURG. - EMPLOYEES,FR0000053381(WC07011),E,46797,39036,40052,42132,42973,45669,28229,33329,34619,36449,39408,36833,42241
DERMAPHARM - NET SALES OR REVENUES,DE000A2GS5D8(WC01001),E,NA,NA,NA,NA,NA,NA,391340,384843,444478,467117,572424,700879,793829
DERMAPHARM - EMPLOYEES,DE000A2GS5D8(WC07011),E,NA,NA,NA,NA,NA,NA,1107,1094,1112,1240,1619,1853,2311
DEUTSCHE BANK AG - NET SALES OR REVENUES,DE0005140008(WC01001),E,58407000,45357000,46900000,53860000,53316000,42313000,45422000,47239000,43833000,41162000,39439000,37258000,33051000
DEUTSCHE BANK AG - EMPLOYEES,DE0005140008(WC07011),E,80456,77053,102062,100996,98219,98254,98138,101104,99744,97535,91737,87597,84659
DEUTSCHE BETEILIGUNG - NET SALES OR REVENUES,DE000A1TNUT7(WC01001),E,14680,31645,15731,25174,30989,65634,85992,58810,85205,125826,66110,82164,16926
DEUTSCHE BETEILIGUNG - EMPLOYEES,DE000A1TNUT7(WC07011),E,48,49,51,53,54,55,51,56,56,61,65,70,77
DEUTSCHE BOERSE AG - NET SALES OR REVENUES,DE0005810055(WC01001),E,2691900,2159100,2165700,2233300,2209000,2216800,2403700,2797000,2673900,2802500,3136200,3322400,3780900
DEUTSCHE BOERSE AG - EMPLOYEES,DE0005810055(WC07011),E,3395,3600,3490,3588,3704,3811,4540,5283,5176,5640,5964,6775,7238
DEUTSCHE EUROSHOP AG - NET SALES OR REVENUES,DE0007480204(WC01001),E,119703,130237,147206,192823,214319,187987,200785,202854,205136,218491,225047,225941,224104
DEUTSCHE EUROSHOP AG - EMPLOYEES,DE0007480204(WC07011),E,4,4,4,5,NA,4,4,4,5,5,5,5,5
DEUTSCHE LUFTHANSA - NET SALES OR REVENUES,DE0008232125(WC01001),E,24870000,22283000,27324000,28734000,30135000,30028000,30011000,32056000,31660000,35579000,35844000,36424000,13589000
DEUTSCHE LUFTHANSA - EMPLOYEES,DE0008232125(WC07011),E,107800,117521,117019,120055,116957,118214,118781,120652,124306,129424,135534,138353,110065
DEUTSCHE POST AG - NET SALES OR REVENUES,DE0005552004(WC01001),E,54474000,46201000,51481000,52829000,55512000,55085000,56630000,59230000,57334000,60444000,61550000,63341000,66806000
DEUTSCHE POST AG - EMPLOYEES,DE0005552004(WC07011),E,512536,451515,418946,423502,473626,480006,488824,497745,508036,519544,547459,546924,571974
DEUTSCHE TELEKOM AG - NET SALES OR REVENUES,DE0005557508(WC01001),E,61666000,64639000,62421000,58653000,58169000,60132000,62658000,69228000,73095000,74947000,75656000,80531000,100999000
DEUTSCHE TELEKOM AG - EMPLOYEES,DE0005557508(WC07011),E,227747,259920,246777,235132,229686,229704,227811,225243,218341,217349,215675,210533,226291
DEUTSCHE WOHNEN SE - NET SALES OR REVENUES,DE000A0HN5C6(WC01001),E,329535,335827,327843,395519,472300,602525,951923,1375132,1128866,1173500,1438500,2234600,2742200
DEUTSCHE WOHNEN SE - EMPLOYEES,DE000A0HN5C6(WC07011),E,938,1260,1260,1199,1417,2422,2349,2159,2320,3109,3324,3549,243
DEUTZ AG - NET SALES OR REVENUES,DE0006305006(WC01001),E,1495000,863400,1189100,1529000,1291900,1453200,1530200,1247400,1260200,1479100,1778800,1840800,1295600
DEUTZ AG - EMPLOYEES,DE0006305006(WC07011),E,4701,4012,3839,4060,3991,3952,3916,3730,3665,4154,4645,4906,4586
DEVOTEAM SA - NET SALES OR REVENUES,FR0000073793(WC01001),E,459482,459541,494965,528116,515070,453493,442804,485324,555701,540372,652379,761870,760371
DEVOTEAM SA - EMPLOYEES,FR0000073793(WC07011),E,4278,4437,4278,4857,4664,3900,3653,3957,4220,4980,6573,7562,7623
DFDS AS - NET SALES OR REVENUES,DK0060655629(WC01001),DK,8193586,6555483,9867045,11624577,11699925,12097088,12779085,13473491,13790400,14327800,15717100,16592000,13971000
DFDS AS - EMPLOYEES,DK0060655629(WC07011),DK,4301,3924,4862,5096,5239,5930,6363,6616,7065,7235,7791,8367,8213
DIASORIN S.P.A. - NET SALES OR REVENUES,IT0003492391(WC01001),E,244612,304129,404547,440003,433763,434849,443770,499181,569312,637487,669197,706319,881305
DIASORIN S.P.A. - EMPLOYEES,IT0003492391(WC07011),E,1081,1196,1451,1541,1553,1606,1620,1655,1841,1881,1971,1939,2066
DIC ASSET AG - NET SALES OR REVENUES,DE000A1X3XX4(WC01001),E,155151,144303,158340,149060,166991,162557,193889,185311,178375,177106,172912,226177,234552
DIC ASSET AG - EMPLOYEES,DE000A1X3XX4(WC07011),E,99,112,110,121,140,136,132,174,184,187,186,247,272
DIGITAL360 SPA - NET SALES OR REVENUES,IT0005254252(WC01001),E,NA,NA,NA,NA,NA,NA,NA,10408,12304,13459,21876,24884,26099
DIGITAL360 SPA - EMPLOYEES,IT0005254252(WC07011),E,NA,NA,NA,NA,NA,NA,NA,NA,134,144,188,NA,194
DINO POLSKA SA - NET SALES OR REVENUES,PLDINPL00011(WC01001),PZ,NA,NA,NA,NA,NA,NA,2107984,2589576,3369517,4515933,5838529,7646547,10125815
DINO POLSKA SA - EMPLOYEES,PLDINPL00011(WC07011),PZ,NA,NA,NA,NA,NA,NA,7269,8770,10640,13129,16530,20630,25840
DIOS FASTIGHETER - NET SALES OR REVENUES,SE0001634262(WC01001),SK,470920,477866,501157,604551,1332298,1307000,1312000,1315000,1340000,1719000,1810000,1854000,1878000
DIOS FASTIGHETER - EMPLOYEES,SE0001634262(WC07011),SK,51,53,64,72,155,140,149,150,148,156,158,153,162
DISTRIBUIDORA IN - NET SALES OR REVENUES,ES0126775032(WC01001),E,9239835,9226629,9588045,9779473,10124328,9844338,8010967,8925454,8867621,8620550,7288825,6870435,6882373
DISTRIBUIDORA IN - EMPLOYEES,ES0126775032(WC07011),E,46641,46883,45489,45285,44125,45369,43244,42624,44495,42613,43692,39379,39589
DMG MORI AG - NET SALES OR REVENUES,DE0005878003(WC01001),E,1903964,1181222,1376825,1687657,2037362,2054219,2229013,2304721,2265709,2348451,2655128,2701489,1831293
DMG MORI AG - EMPLOYEES,DE0005878003(WC07011),E,6451,5450,5445,6032,6267,6722,7166,7462,7282,7101,7503,7245,6672
DAMPSKIBS NORDEN AS - NET SALES OR REVENUES,DK0060083210(WC01001),DK,21545409,8946042,12346247,12108784,12294161,12033300,11504971,11182409,8437430,11810104,15508063,17258204,16876504
DAMPSKIBS NORDEN AS - EMPLOYEES,DK0060083210(WC07011),DK,867,829,847,1099,1004,1175,1249,1279,1157,1062,1091,1110,1229
DNB BANK ASA - NET SALES OR REVENUES,NO0010161896(WC01001),NK,101908000,93105000,93710000,90188000,99078000,79059000,80119000,81749000,74903000,75174000,77769000,82807000,71733000
DNB BANK ASA - EMPLOYEES,NO0010161896(WC07011),NK,14454,13691,13365,14072,13703,12452,12064,11840,11459,9561,9638,9336,9311
DNO ASA - NET SALES OR REVENUES,NO0003921009(WC01001),NK,1376200,869000,1251800,2070200,2841800,2967000,2867474,1520118,1690541,2859967,6776434,8557082,5759645
DNO ASA - EMPLOYEES,NO0003921009(WC07011),NK,496,513,565,580,846,977,1107,735,811,911,1073,1318,1257
DO & CO AG - NET SALES OR REVENUES,AT0000818802(WC01001),E,354625,387775,352744,426068,466355,576191,636140,795650,916470,913440,861410,847800,935370
DO & CO AG - EMPLOYEES,AT0000818802(WC07011),E,3774,3835,3542,3794,4166,6220,7323,8667,9655,9576,9587,9919,10726
DOMETIC GROUP - NET SALES OR REVENUES,SE0007691613(WC01001),SK,NA,NA,NA,NA,NA,NA,8806000,11486000,12388000,14044000,18274000,18503000,16207000
DOMETIC GROUP - EMPLOYEES,SE0007691613(WC07011),SK,NA,NA,NA,NA,NA,NA,6349,6518,6503,8769,7991,7257,6482
DOVALUE SPA - NET SALES OR REVENUES,IT0001044996(WC01001),E,NA,NA,126349,99786,97676,84235,80840,81925,167180,197668,207964,365867,419318
DOVALUE SPA - EMPLOYEES,IT0001044996(WC07011),E,NA,NA,NA,NA,NA,NA,NA,NA,1222,1231,1030,2350,2919
DRAEGERWERK AG - NET SALES OR REVENUES,DE0005550636(WC01001),E,1924545,1911087,2177281,2255847,2373495,2374164,2434656,2608920,2523838,2572256,2595010,2780824,3406276
DRAEGERWERK AG - EMPLOYEES,DE0005550636(WC07011),E,10909,11071,11291,11924,12516,13334,13737,13936,13263,13739,14399,14845,15657
MAERSK DRILLING A/S - NET SALES OR REVENUES,DK0061135753(WC01001),DK,NA,NA,NA,NA,NA,NA,NA,NA,15489911,9396627,9040297,8161897,7120120
MAERSK DRILLING A/S - EMPLOYEES,DK0061135753(WC07011),DK,NA,NA,NA,NA,NA,NA,NA,NA,3325,2865,2854,2852,2678
KONINKLIJKE DSM N.V. - NET SALES OR REVENUES,NL0000009827(WC01001),E,9297000,7732000,8176000,9048000,9131000,9051000,9181000,7722000,7920000,8632000,9267000,9010000,8106000
KONINKLIJKE DSM N.V. - EMPLOYEES,NL0000009827(WC07011),E,23591,22738,21911,22224,23498,24349,21351,20750,20786,21054,20977,22174,23127
DSV A/S - NET SALES OR REVENUES,DK0060079531(WC01001),DK,37435000,36085000,42562000,43710000,44912000,45710000,48582000,50869000,67747000,74901000,79053000,94701000,115932000
DSV A/S - EMPLOYEES,DK0060079531(WC07011),DK,25056,21280,21300,21678,21932,22021,22874,22783,44779,45636,47394,61216,56621
DEUTSCHE PFA - NET SALES OR REVENUES,DE0008019001(WC01001),E,NA,NA,5248000,4039000,3206000,2753000,2326000,2143000,2020000,1734000,1841000,1771000,1498000
DEUTSCHE PFA - EMPLOYEES,DE0008019001(WC07011),E,NA,NA,NA,1032,1044,852,844,824,791,744,750,752,782
DUERR AG - NET SALES OR REVENUES,DE0005565204(WC01001),E,1602773,1077632,1261379,1921987,2399830,2406873,2574907,3767094,3573517,3715422,3869816,3921511,3324819
DUERR AG - EMPLOYEES,DE0005565204(WC07011),E,6143,5712,5915,6823,7652,8142,14151,14850,15235,14974,16312,16493,16525
DUNI AB - NET SALES OR REVENUES,SE0000616716(WC01001),SK,4099000,4220000,3971000,3807000,3669000,3803000,4249000,4200000,4271000,4441000,4927000,5547000,4501000
DUNI AB - EMPLOYEES,SE0000616716(WC07011),SK,2041,1906,1914,1888,1875,1902,2092,2082,2279,2362,2477,2398,2269
DURO FELGUERA SA - NET SALES OR REVENUES,ES0162600003(WC01001),E,934720,927727,800103,801246,916292,924376,927602,771069,709124,624126,421325,392909,137707
DURO FELGUERA SA - EMPLOYEES,ES0162600003(WC07011),E,2210,2368,1725,1807,1841,2030,2093,2363,2249,1979,1559,1321,1109
DUSTIN GROUP AB - NET SALES OR REVENUES,SE0006625471(WC01001),SK,NA,NA,NA,NA,4506405,5438248,7370893,7933463,8300800,9306200,10300500,12535700,13195400
DUSTIN GROUP AB - EMPLOYEES,SE0006625471(WC07011),SK,NA,NA,NA,NA,440,890,910,944,944,977,1152,1644,1700
DWS GROUP - NET SALES OR REVENUES,DE000DWS1007(WC01001),E,NA,NA,NA,NA,NA,NA,NA,2421000,2366000,2437000,2136000,2469000,2134000
DWS GROUP - EMPLOYEES,DE000DWS1007(WC07011),E,NA,NA,NA,NA,NA,NA,NA,3877,3860,3901,3443,3361,3321
E.ON SE - NET SALES OR REVENUES,DE000ENAG999(WC01001),E,86753000,81817000,92863000,112954000,132093000,122450000,111556000,116218000,38173000,37965000,29565000,41003000,60944000
E.ON SE - EMPLOYEES,DE000ENAG999(WC07011),E,93538,88227,85105,78889,72083,65416,58503,56490,43138,42699,43302,78948,78126
EAC INVEST A/S - NET SALES OR REVENUES,DK0061277894(WC01001),DK,5310000,6607000,3858000,6274000,8145000,2355000,2520000,2786839,2520217,2230077,1596655,0,0
EAC INVEST A/S - EMPLOYEES,DK0061277894(WC07011),DK,5516,5706,5328,6399,6620,3019,2969,2908,NA,2386,1976,NA,3
EBRO FOODS SA - NET SALES OR REVENUES,ES0112501012(WC01001),E,2367902,2197731,1702023,1804111,2041266,1956647,2120722,2461915,2459246,2506969,2646523,2813298,2897589
EBRO FOODS SA - EMPLOYEES,ES0112501012(WC07011),E,6648,5527,4592,4822,4637,4737,4954,5508,6145,6460,7068,7435,7515
ECKERT & ZIEGLER STR - NET SALES OR REVENUES,DE0005659700(WC01001),E,71612,101399,111093,116197,119997,117138,127256,140046,137935,138631,168709,178493,176139
ECKERT & ZIEGLER STR - EMPLOYEES,DE0005659700(WC07011),E,395,500,512,547,611,686,711,692,668,764,788,825,828
ECONOCOM GROUP SE - NET SALES OR REVENUES,BE0974313455(WC01001),E,716886,759290,1021360,1584289,1538340,1772583,2092612,2316100,2536200,2979700,2845900,2926600,2558700
