"ISIN","year","roa"
"PLSOFTB00016","2019",2.87
"IT0000062072","2019",0.67
"FR0000074148","2019",4.83
"AT0000969985","2019",5.84
"NO0004822503","2019",4.16
"GRS359353000","2019",4.2
"IT0003506190","2019",1.21
"SE0011166610","2019",16.15
"FR0000051732","2019",17.61
"ES0109427734","2019",11.39
"FI0009006548","2019",2.02
"JE00B3DCF752","2019",3.74
"SE0000191827","2019",6.51
"SE0007666110","2019",2.91
"FR0000063737","2019",7.74
"DE000A2DAM03","2019",3.55
"DE000A0JK2A8","2019",2.38
"DE0006766504","2019",4.51
"NO0010073489","2019",3.97
"IT0001137345","2019",7.41
"DE000A2LQ884","2019",-20.12
"SE0012454072","2019",0.38
"FR0000120628","2019",0.5
"NO0010840515","2019",3.98
"SE0006993770","2019",11.93
"SE0011973940","2019",-27.29
"IT0003261697","2019",5.01
"ES0112458312","2019",10.87
"IT0001233417","2019",4.48
"LU1789205884","2019",6.55
"SE0005878741","2019",4.16
"FO0000000179","2019",8.74
"SE0010323998","2019",9.98
"NL0000337319","2019",0.37
"IT0005428195","2019",NA
"IT0001031084","2019",2.61
"IT0003188064","2019",1.5
"IT0004776628","2019",1.22
"IT0005218752","2019",-0.6
"IT0000784196","2019",0.44
"ROTLVAACNOR1","2019",2.1
"IT0005218380","2019",0.68
"PTBCP0AM0015","2019",0.42
"ES0113860A34","2019",0.49
"PTBES0AM0007","2019",-8.21
"ES0113900J37","2019",NA
"DK0010218429","2019",1.56
"PLBH00000012","2019",0.96
"PLBIG0000016","2019",0.7
"NO0011002511","2019",3.65
"IE00BD5B1Y92","2019",NA
"GRS004013009","2019",NA
"IE00BD1RP616","2019",0.37
"PLPEKAO00016","2019",1.18
"ES0113679I37","2019",0.77
"BE0974362940","2019",9.25
"DE000BASF111","2019",10.57
"NL0011872650","2019",2.47
"DE0005102008","2019",8.51
"FI0009008403","2019",-6.73
"DK0015998017","2019",-6.5
"AT0000BAWAG2","2019",1.01
"DE000BAY0017","2019",4.43
"DE0005194062","2019",1.53
"ES0113211835","2019",0.52
"NL0012866412","2019",12.62
"DE0005158703","2019",7.93
"LU1704650164","2019",9.26
"BE0003678894","2019",6.83
"DE0005200000","2019",7.88
"SE0011090547","2019",10.96
"SE0015949748","2019",8.88
"BE0974258874","2019",1.39
"FR0000035164","2019",3.85
"SE0000101362","2019",4.91
"SE0000101297","2019",2.98
"DE0005232805","2019",5.19
"DE000A0DNAY5","2019",18.16
"SE0015672282","2019",11.2
"NO0010890965","2019",2.85
"IT0005244402","2019",2.04
"SE0010948588","2019",3.67
"FR0000120966","2019",8.01
"SE0013647385","2019",0.18
"IT0003097257","2019",2.37
"DE0005909006","2019",1.09
"SE0009921588","2019",6.66
"SE0000862997","2019",19.31
"SE0011644376","2019",-39.9
"SE0010323311","2019",6.94
"BE0974281132","2019",-28.52
"SE0000470395","2019",28.66
"FR0013280286","2019",8.16
"SE0000454746","2019",16.96
"DE0005227201","2019",0.41
"FI0009007264","2019",5.67
"DE0005190003","2019",2.36
"FR0000131104","2019",0.48
"PLLWBGD00016","2019",7.57
"FR0000061129","2019",5.59
"SE0015811559","2019",9.43
"FR0000039299","2019",0.91
"SE0008091581","2019",3.07
"FR0000063935","2019",4.37
"SE0009858152","2019",-61.55
"SE0000396061","2019",0.47
"NO0003110603","2019",0.17
"SE0009888738","2019",2.94
"NO0010657505","2019",7.49
"DE0005493092","2019",3.87
"PLBRSZW00011","2019",-0.7
"NL0000852580","2019",1.9
"DE000A1PHFF7","2019",10
"SE0011231158","2019",7.48
"FR0000120503","2019",3.57
"IT0000066123","2019",NA
"BE0974268972","2019",4.64
"LU0011857645","2019",-29
"SE0007491303","2019",5.99
"ROBRDBACNOR2","2019",2.68
"DE000A1DAHH0","2019",6.59
"IS0000000297","2019",5.8
"DK0060803831","2019",6.14
"DK0010256197","2019",9.56
"NL0010776944","2019",0.95
"IT0004764699","2019",8.52
"PLBUDMX00013","2019",4.11
"SE0005677135","2019",6.54
"SE0003849223","2019",2.37
"SE0000195810","2019",36.18
"FR0006174348","2019",6.75
"IT0001347308","2019",6.91
"BMG173841013","2019",13.76
"BMG1738J1247","2019",3.95
"NO0003087603","2019",3.56
"NO0010633951","2019",3.7
"AT0000641352","2019",7.47
"IE00BWY4ZF18","2019",5.91
"IT0004329733","2019",2.98
"ES0140609019","2019",0.54
"SE0007692850","2019",-81.3
"DE0005419105","2019",3.8
"FR0000125338","2019",5.57
"IT0005331019","2019",10.96
"FI0009013429","2019",2.75
"DE0005313704","2019",9.4
"DK0010181759","2019",5.86
"FR0010828137","2019",2.21
"FR0000120172","2019",2.54
"FR0000125585","2019",-2.02
"SE0000379190","2019",6.62
"SE0000188518","2019",2.54
"SE0001664707","2019",8.39
"MT0001000109","2019",-0.51
"IT0000784154","2019",0.46
"FI4000062781","2019",2.63
"CH0136071542","2019",4.17
"PLCCC0000016","2019",0.35
"PLOPTTC00011","2019",13.91
"DE0007257503","2019",1.73
"SE0000683484","2019",19.9
"FR0010425595","2019",-20.85
"ES0105066007","2019",1.67
"NL0013995087","2019",4.31
"DE000A1TNMM9","2019",-9.34
"IT0005010423","2019",3.9
"DE0005403901","2019",6.72
"CZ0005112300","2019",2.65
"FR0013181864","2019",1.7
"FR0000130692","2019",3.81
"DK0060055861","2019",24.04
"FR0000130403","2019",3.92
"DK0060227585","2019",13.4
"SE0010832204","2019",4.87
"ES0105630315","2019",7.88
"PLCIECH00018","2019",3.11
"FI4000369947","2019",1.28
"SE0000584948","2019",1.82
"SE0009973548","2019",-34.28
"SE0002626861","2019",5.49
"FR0000121261","2019",6.54
"NL0010545661","2019",2.51
"FR0000120222","2019",0.38
"FR0010667147","2019",2.41
"BE0003593044","2019",5.1
"SE0007048020","2019",0.13
"DK0060448595","2019",33.07
"BE0974256852","2019",9.39
"DE000CBK1001","2019",0.28
"BE0003883031","2019",2.97
"FR0000053324","2019",3.88
"IT0000070786","2019",-1.2
"DE000A288904","2019",7.21
"SE0003950864","2019",15.89
"ES0121975009","2019",1.39
"DE000A2DA414","2019",4.68
"DE0005439004","2019",-2.7
"SE0007158829","2019",3.26
"NL0010583399","2019",3.13
"LU1296758029","2019",9.78
"ES0117160111","2019",4.06
"PTCOR0AE0006","2019",7.89
"DE0006062144","2019",5.86
"FR0000064578","2019",3.7
"LU0251710041","2019",7.75
"NO0010808892","2019",1.48
"FR0000045072","2019",0.52
"IT0003121677","2019",0.51
"IE0001827041","2019",6.04
"US2267181046","2019",5.7
"DE000A0LAUP1","2019",3.69
"DE0005470306","2019",7.56
"PTCTT0AM0001","2019",1.61
"SE0000418923","2019",27.58
"PLCFRPT00013","2019",4.56
"BE0974259880","2019",2.81
"DE0007100000","2019",1
"IE00BJMZDW83","2019",6.2
"IT0000076502","2019",1.48
"FR0000120644","2019",5.03
"DK0010274414","2019",0.88
"FR0014004L86","2019",4.57
"FR0014003TT8","2019",5.89
"DE000A0JC8S7","2019",6.13
"IT0004053440","2019",6.56
"NL0015435975","2019",7.36
"FR0010417345","2019",-73.65
"CH0246292343","2019",6.76
"IT0003115950","2019",7.47
"IT0001431805","2019",2.18
"DE000A2E4K43","2019",10.62
"DK0060738599","2019",8.21
"FR0000053381","2019",4.22
"DE000A2GS5D8","2019",9.64
"DE0005140008","2019",-0.22
"DE000A1TNUT7","2019",9.54
"DE0005810055","2019",1.6
"DE0007480204","2019",3.52
"DE0008232125","2019",3.66
"DE0005552004","2019",6.34
"DE0005557508","2019",3.76
"DE000A0HN5C6","2019",6.17
"DE0006305006","2019",4.47
"FR0000073793","2019",7.96
"DK0060655629","2019",6.35
"IT0003492391","2019",18.63
"DE000A1X3XX4","2019",4.56
"IT0005254252","2019",-3.19
"PLDINPL00011","2019",11.56
"SE0001634262","2019",5.24
"ES0126775032","2019",-20.1
"DE0005878003","2019",6.63
"DK0060083210","2019",3.06
"NO0010161896","2019",1.23
"NO0003921009","2019",6.31
"AT0000818802","2019",5.45
"SE0007691613","2019",4.86
"IT0001044996","2019",8.79
"DE0005550636","2019",1.45
"DK0061135753","2019",-0.52
"NL0000009827","2019",6.29
"DK0060079531","2019",6.42
"DE0008019001","2019",1.65
"DE0005565204","2019",3.99
"SE0000616716","2019",4.69
"ES0162600003","2019",2.07
"SE0006625471","2019",5.76
"DE000DWS1007","2019",4.89
"DE000ENAG999","2019",3.33
"DK0061277894","2019",-16.96
"ES0112501012","2019",3.68
"DE0005659700","2019",9.45
"BE0974313455","2019",1.94
"CH0303692047","2019",2.27
"FR0010908533","2019",4.41
"FR0010242511","2019",1.97
"IT0003372205","2019",-4.48
"PTEDP0AM0009","2019",2.63
"ES0127797019","2019",3.71
"LU1048328220","2019",2.14
"FI4000322326","2019",3.38
"FR0000130452","2019",2.91
"IS0000019800","2019",0.28
"IT0005453250","2019",6.8
"SE0000119299","2019",2.98
"SE0013747870","2019",9.07
"SE0000163628","2019",5.59
"BE0003822393","2019",2.52
"FR0011950732","2019",7.65
"FR0012435121","2019",3
"FI0009007884","2019",11.79
"NO0010816093","2019",3.54
"GRS191213008","2019",-1.61
"DE0005677108","2019",21.51
"SE0000120776","2019",4.83
"DE0007856023","2019",0.3
"SE0006509949","2019",-2.23
"SE0016828511","2019",4.54
"ES0130960018","2019",5.58
"IT0005176406","2019",5.97
"DE0005220008","2019",2.32
"DE0006095003","2019",2.18
"ES0130625512","2019",1.44
"ES0130670112","2019",0.88
"SE0009697220","2019",9.31
"PLENEA000013","2019",1.84
"IT0003128367","2019",2.67
"FI4000123195","2019",4.01
"PLENERG00022","2019",-2.95
"FR0010208488","2019",0.92
"IT0003132476","2019",0.15
"SE0011256312","2019",-24.49
"NO0010716418","2019",6.97
"SE0015658109","2019",15.74
"SE0003491562","2019",-121.53
"SE0012853455","2019",17.08
"NO0010096985","2019",1.85
"FR0000131757","2019",-1.14
"ES0125140A14","2019",5.71
"IT0001157020","2019",1.27
"SE0000108656","2019",1.07
"AT0000652011","2019",0.6
"FR0000121667","2019",2.41
"SE0009922156","2019",6.6
"FR0000120669","2019",0.7
"FI0009008650","2019",9.97
"FR0000121121","2019",2.43
"GRS323003012","2019",0.93
"PLEURCH00011","2019",2.57
"NL0015000K93","2019",2.81
"FR0014000MR3","2019",3.33
"BE0003816338","2019",4.92
"NL0006294274","2019",11.63
"FR0012789949","2019",1.36
"NO0010735343","2019",7.4
"FR0010221234","2019",5.06
"AT0000741053","2019",4.38
"SE0012673267","2019",45.38
"DE000EVNK013","2019",11.38
"DE0005664809","2019",4.58
"SE0002402701","2019",2.32
"FI0009007306","2019",3.6
"BE0003808251","2019",1.5
"NL0012059018","2019",2.84
"FI0009801310","2019",1.84
"SE0011166974","2019",8.82
"AT00000FACC2","2019",4.87
"ES0134950F36","2019",13.77
"SE0010048884","2019",5.84
"BE0003874915","2019",7.01
"IT0003198790","2019",5.02
"PLFAMUR00012","2019",9.31
"SE0015195771","2019",NA
"SE0000455057","2019",7.06
"FR0000121147","2019",5.02
"CH0242214887","2019",13.97
"NL0011585146","2019",14.46
"SE0005468717","2019",12.66
"ES0118900010","2019",2.05
"IS0000020584","2019",5.85
"DE0005772206","2019",15.28
"FR0011665280","2019",2.02
"IT0004967292","2019",4.54
"IT0001415246","2019",-1.04
"IT0000072170","2019",1.09
"SE0008374250","2019",-0.56
"FI0009003230","2019",3.41
"FI0009000400","2019",3.65
"NO0010815673","2019",11.67
"DE000FTG1111","2019",1.39
"NL0011279492","2019",1.48
"DK0010234467","2019",3.9
"AT00000VIE62","2019",7.72
"ES0137650018","2019",1.49
"IE00BWT6H894","2019",2.92
"FR0011476928","2019",2.49
"GRS294003009","2019",-24.44
"ES0122060314","2019",3.08
"NL0011832811","2019",2.24
"FI0009007132","2019",7.13
"DE0005773303","2019",4.78
"DE000A0Z2ZZ5","2019",5.06
"IT0005252728","2019",9.46
"ATFREQUENT09","2019",5.32
"DE0005785604","2019",4.2
"DE0005785802","2019",5.42
"BMG3682E1921","2019",6.91
"DE000A3E5D56","2019",11.97
"NL00150003E1","2019",-2.83
"DK0060124691","2019",10.29
"BE0003818359","2019",4.03
"PTGAL0AM0009","2019",3.41
"US36467X2062","2019",-39.12
"SE0015812417","2019",14.77
"BE0003797140","2019",2.95
"DE0006602006","2019",-2.86
"FR0010040865","2019",8.04
"GRS145003000","2019",2.02
"FR0004163111","2019",-19.92
"DK0010272202","2019",18.82
"SE0002485979","2019",23.84
"IT0003697080","2019",-2.49
"DE000A0LD6E6","2019",3.71
"DE000A255G36","2019",28.83
"DE000A1K0201","2019",3.84
"ES0105223004","2019",4.31
"PLGSPR000014","2019",1.02
"PLGETBK00012","2019",-0.89
"SE0000202624","2019",3.54
"FR0010533075","2019",4.17
"DE0005800601","2019",3.66
"BE0003699130","2019",8.26
"NO0010582521","2019",4.96
"FR0000066672","2019",3.38
"IE0000669501","2019",6.42
"IE00BD6JX574","2019",2.72
"ES0105130001","2019",4.08
"LU2010095458","2019",-11.35
"DE0005558662","2019",NA
"PLGTC0000037","2019",4.25
"DK0010272632","2019",10.65
"BMG9456A1009","2019",-2.33
"ES0180918015","2019",18.64
"GRS204003008","2019",10.15
"LU0775917882","2019",5.03
"NL0010937066","2019",5.53
"SE0006288015","2019",7.45
"GRS419003009","2019",11.19
"SE0010985028","2019",1.61
"IE0003864109","2019",7.63
"BE0003765790","2019",-10.43
"DE000A161N30","2019",2.94
"NO0010365521","2019",7.9
"ES0171996087","2019",6.38
"FR0000036675","2019",5.9
"FR0012819381","2019",7.08
"PLZATRM00012","2019",3.02
"PLLOTOS00025","2019",5.59
"ES0116920333","2019",2.65
"IT0004195308","2019",13.53
"DE000GSW1111","2019",6.38
"FR0011726835","2019",38.45
"FR0000032526","2019",4.25
"DE000A2E4T77","2019",0.55
"DK0010287234","2019",9.51
"DK0015202451","2019",6.23
"BMG4233B1090","2019",6.96
"SE0000105199","2019",0.12
"DE000A0S8488","2019",5.88
"DE000A3H2333","2019",2.73
"DE0008402215","2019",2.11
"SE0002148817","2019",-44.64
"SE0005878543","2019",2.89
"DE000HLAG475","2019",4.72
"FR0000066755","2019",4.03
"US42207L1061","2019",14.56
"DE0007314007","2019",2.16
"DE0006047004","2019",3.63
"NL0000009165","2019",5.83
"NL0000008977","2019",3.36
"SE0005933082","2019",-76.84
"DE000A13SX22","2019",10.95
"GRS395363005","2019",2.08
"GRS298343005","2019",3.55
"GRS260333000","2019",3.77
"DE000A161408","2019",-0.79
"DE0006048408","2019",7.27
"SE0000106270","2019",11.85
"DE000HAG0005","2019",0.94
"IT0001250932","2019",4.8
"FR0000052292","2019",17.8
"SE0015961909","2019",7.35
"NO0003067902","2019",5.01
"SE0002367797","2019",5.41
"SE0007074281","2019",9.93
"IE00BGHQ1986","2019",9.19
"FI0009006308","2019",-3.07
"SE0009997018","2019",12.81
"DE0006070006","2019",-0.06
"SE0006887063","2019",2.96
"SE0011090018","2019",18.18
"DE000A14KEB5","2019",-25.21
"DE0006083405","2019",2.89
"DE0006084403","2019",2.48
"SE0000170375","2019",6.75
"FI0009000459","2019",6.42
"SE0008040653","2019",4.31
"DK0061412855","2019",0.02
"SE0001662230","2019",6.89
"DE0005493365","2019",7.59
"ES0144580Y14","2019",3.82
"SE0000652216","2019",3.95
"FR0000035081","2019",3.26
"IE0005711209","2019",14.94
"FR0010929125","2019",2.39
"AU000000IGO4","2019",4.02
"FR0004035913","2019",12.42
"IT0005359192","2019",NA
"NL0010801007","2019",6.17
"FR0000120859","2019",2.12
"IT0005322612","2019",0.78
"AT0000A21KS2","2019",6.82
"SE0006091997","2019",-24.63
"FI0009006407","2019",19.03
"ES0148396007","2019",17.14
"ES0118594417","2019",3.59
"DE0006200108","2019",3.94
"SE0000190126","2019",28.4
"SE0001515552","2019",9.98
"DE0006231004","2019",7.99
"IT0005090300","2019",6.81
"PLBSK0000017","2019",1.13
"NL0011821202","2019",0.78
"ES0139140174","2019",7.58
"FR0010331421","2019",-4.84
"LU2290522684","2019",6.62
"CA46016U1084","2019",9.78
"FR0004024222","2019",8.72
"IT0001078911","2019",10.13
"NL0010937058","2019",6.14
"BE0003746600","2019",8.22
"IT0000072618","2019",0.72
"ES0177542018","2019",6.85
"GRS087003000","2019",0.26
"SE0000936478","2019",1.65
"SE0015811963","2019",22.2
"SE0001200015","2019",25.03
"SE0006220018","2019",6.61
"BE0003766806","2019",2.43
"FR0010259150","2019",-0.56
"FR0000073298","2019",5.18
"GRS518003009","2019",8.31
"IT0003027817","2019",3.58
"IE00BJ34P519","2019",8.44
"SE0008321202","2019",-82.9
"DK0060542181","2019",3.43
"SE0015962097","2019",3.07
"IT0005211237","2019",6.04
"IT0005253205","2019",4.33
"FR0000033904","2019",2.69
"BMG5005R1079","2019",1.14
"PLJSW0000015","2019",5.21
"GB00B5TMSP21","2019",NA
"FR0000077919","2019",3.81
"NL0014332678","2019",2.62
"DE000A2NB601","2019",7.41
"PTJMT0AE0001","2019",6.33
"SE0000806994","2019",7.26
"SE0012481364","2019",3.46
"DE000JST4000","2019",5.89
"GRS282183003","2019",15.37
"DE0006219934","2019",3.69
"NL0012015705","2019",-10.11
"IT0000336518","2019",-3.62
"DK0010307958","2019",0.86
"DE000KSAG888","2019",1.54
"SE0016101679","2019",9.09
"DE000KD88880","2019",12.05
"MT0000780107","2019",13.05
"AT000KAPSCH9","2019",8.13
"SE0012323715","2019",1.59
"SE0007464888","2019",1.14
"FR0004007813","2019",5.38
"BE0003867844","2019",8.67
"BE0003565737","2019",1.23
"FI0009004824","2019",4.77
"NL0000852531","2019",2.73
"IE00BDC5DG00","2019",5.02
"FR0000121485","2019",10.35
"LU0327357389","2019",11.52
"IE0004906560","2019",7.21
"FI0009000202","2019",6.38
"PLKGHM000017","2019",4.06
"NO0010743545","2019",8.84
"SE0007871645","2019",8.22
"BE0974274061","2019",7
"IE0004927939","2019",9.38
"SE0015810247","2019",28.37
"DE000KGX8881","2019",4.1
"NO0003079709","2019",7.35
"FR0000121964","2019",1.95
"DE000KC01000","2019",-0.65
"DE000KBX1006","2019",9.72
"SE0000421273","2019",11.42
"DK0010201102","2019",8.32
"DE0007193500","2019",3.59
"FI4000312251","2019",14.35
"CZ0008019106","2019",1.71
"FI0009013403","2019",11.97
"FI0009005870","2019",2.68
"NO0003033102","2019",4.98
"NO0003043309","2019",2.65
"NL0011794037","2019",5.44
"NL0009432491","2019",11.02
"FR0010386334","2019",2.43
"NL0000009082","2019",7.51
"SI0031102120","2019",12.06
"DE0006335003","2019",0.33
"PLKRK0000010","2019",8.11
"DE0006204407","2019",0.5
"SE0000549412","2019",6.59
"NO0010605371","2019",3.95
"DE0007074007","2019",6.61
"FR0000120073","2019",6
"FR0000120321","2019",9.4
"IT0001055521","2019",3.47
"FR0013451333","2019",5.31
"FR0000130213","2019",0.91
"GRS245213004","2019",4.6
"DE0005470405","2019",3.08
"ES0105015012","2019",5.65
"FR0000032278","2019",-4.06
"SE0010100958","2019",15.73
"ES0157261019","2019",9.03
"DE000LEG1110","2019",7.47
"FR0010307819","2019",8.22
"FI4000081138","2019",-7.38
"AT0000644505","2019",4.55
"SE0008091904","2019",4.85
"IT0003856405","2019",3.91
"DE0005408884","2019",-11.71
"NO0003096208","2019",6.99
"SE0015949201","2019",9.96
"SE0001852419","2019",8.4
"NO0010894231","2019",-0.7
"FR0000050353","2019",3.93
"FR0004170017","2019",2.94
"ES0105027009","2019",2.37
"LU1618151879","2019",7.53
"SE0014504817","2019",7.45
"DE0006450000","2019",10.87
"PLLPP0000011","2019",NA
"SE0000108847","2019",7.8
"SE0000825820","2019",15.26
"FR0000121014","2019",9
"NO0010663669","2019",-33.69
"HU0000073507","2019",4.34
"SE0008374383","2019",19.95
"IT0004931058","2019",2.86
"FR0013153541","2019",4.64
"FR0000038606","2019",7.61
"ES0124244E34","2019",1.06
"IS0000000388","2019",7.08
"GRS314003005","2019",1.27
"IT0003428445","2019",6.58
"DK0060497295","2019",5.21
"US57667T1007","2019",0.75
"FR0000051070","2019",2.75
"AT0000938204","2019",8.82
"PLBRE0000012","2019",0.83
"DE000A0ETBQ4","2019",3.62
"DE000CLS1001","2019",-0.26
"ES0152503035","2019",17.2
"SE0009778848","2019",3.85
"IT0000062957","2019",NA
"SE0002110064","2019",4.45
"BE0165385973","2019",15.28
"ES0176252718","2019",3.14
"SE0012673291","2019",-13.55
"FR0010241638","2019",4.52
"DE0006599905","2019",4.21
"ES0105025003","2019",5.2
"FR0000039620","2019",5.9
"DE000BFB0019","2019",-0.67
"ES0105122024","2019",-0.18
"FI0009000665","2019",6.95
"FI0009014575","2019",2.4
"SE0000565228","2019",3.05
"SE0009216278","2019",25.73
"ES0164180012","2019",9.88
"US60510V1089","2019",12.23
"BE0974283153","2019",-6.68
"DE0006569908","2019",1.55
"SE0000412371","2019",99.3
"HU0000153937","2019",5.06
"IT0004965148","2019",18.9
"CZ0008040318","2019",1.9
"BE0003853703","2019",10.9
"DE0006632003","2019",-19.72
"PTMEN0AE0005","2019",2.53
"GRS426003000","2019",8.01
"NO0003054108","2019",9.71
"DK0010255975","2019",3.95
"DE000A0D9PT0","2019",6.83
"DE0008430026","2019",1.09
"NO0010734338","2019",2.99
"FI4000106299","2019",6.85
"SE0009806607","2019",-0.33
"FI4000410758","2019",NA
"DE000A0H52F5","2019",1.43
"SE0000375115","2019",19.58
"GRS393503008","2019",4.68
"FR0000053225","2019",10.99
"DE000A3H2200","2019",9.48
"GRS003003035","2019",-0.29
"ES0116870314","2019",4.9
"US63905A2006","2019",-6.77
"PTPTI0AM0006","2019",7.1
"SE0000117970","2019",3.47
"SE0011204510","2019",6.07
"ES0105251005","2019",4.99
"NO0010081235","2019",-12.11
"FI4000440664","2019",8.52
"DE0006452907","2019",18.17
"FR0011675362","2019",2.34
"FI0009013296","2019",20.39
"DK0060952919","2019",11.26
"PLTRFRM00018","2019",3.83
"SE0000426546","2019",5.72
"DE000NWRK013","2019",12.12
"IT0004147952","2019",-32.72
"FR0000044448","2019",-1.62
"IT0005366767","2019",5.78
"FR0010112524","2019",2.63
"ES0161560018","2019",3.15
"SE0015988019","2019",6.76
"DK0060907293","2019",1.84
"FI4000242961","2019",-81.27
"DK0010287663","2019",-3.54
"NL0010773842","2019",1.01
"DK0060580512","2019",7.48
"SE0000949331","2019",9.4
"SE0007185418","2019",5.5
"FI0009000681","2019",0.12
"FI0009005318","2019",18.54
"SE0015962477","2019",12.91
"FI4000297767","2019",0.71
"DE000A0D6554","2019",-0.13
"SE0012116390","2019",4.69
"NO0010597883","2019",-87.5
"SE0014808838","2019",NA
"NO0003055501","2019",2.77
"SE0014731089","2019",9.4
"SE0015192067","2019",0.43
"DE000A1H8BV3","2019",4.64
"NO0005052605","2019",-0.59
"NO0010861115","2019",23.63
"BMG6624L1090","2019",-0.97
"NO0010331838","2019",30.55
"NO0010196140","2019",2.2
"PTZON0AM0006","2019",5.54
"DK0060534915","2019",34.19
"DK0060336014","2019",16.96
"NO0003679102","2019",-0.07
"NL0012365084","2019",16.43
"SE0011426428","2019",7.74
"BE0974294267","2019",2.18
"ES0142090317","2019",-2.37
"NO0010657448","2019",2.03
"NL0010558797","2019",-0.28
"NO0003399909","2019",2.63
"BMG671801022","2019",5.01
"SE0015810577","2019",17.81
"FR0000052680","2019",6.13
"DE0005936124","2019",3.49
"NO0005638858","2019",4.1
"FI0009900401","2019",11.05
"AT0000743059","2019",5.03
"ROSNPPACNOR9","2019",8.3
"SE0009414576","2019",-106.89
"BE0974276082","2019",2.27
"HU0000110226","2019",-3.76
"FR0000133308","2019",3.83
"BE0003735496","2019",2.41
"PLTLKPL00017","2019",1.11
"SE0008321608","2019",7.46
"SE0000736415","2019",17.85
"SE0006510335","2019",-12.82
"IE00B1WV4493","2019",5.13
"FI0009014351","2019",1.11
"FI0009014377","2019",18.64
"NO0003733800","2019",7.29
"FR0000184798","2019",2.49
"IT0005138703","2019",0.85
"DK0060094928","2019",4.59
"ES0167733015","2019",-4.04
"DE000LED4000","2019",-9.47
"AT0000APOST4","2019",8.36
"HU0000061726","2019",2.55
"FI0009002422","2019",-0.16
"IT0005043507","2019",1.8
"SE0010948711","2019",5.88
"BE0003846632","2019",-57.59
"AT0000758305","2019",5.73
"DK0060252690","2019",15.58
"SE0007100359","2019",5.61
"SE0008294953","2019",24.2
"DE000PAT1AG3","2019",2.85
"SE0009806284","2019",5.38
"PLPBG0000029","2019",-312.49
"SE0000106205","2019",5.78
"DK0060700516","2019",4.82
"IE00BWB8X525","2019",0.09
"FR0000120693","2019",5.89
"GG00BPFJTF46","2019",34.06
"AT0000A00Y78","2019",1.69
"FR0000064784","2019",2.89
"DE0006916604","2019",7.96
"NO0010199151","2019",-0.18
"ES0169501022","2019",-7.08
"NL0010391025","2019",23.97
"PTPTC0AM0009","2019",13.57
"NL0000009538","2019",5.26
"IT0003073266","2019",4.07
"AT0000KTMI02","2019",4.62
"FI4000092556","2019",1.53
"GRS014003032","2019",0.56
"GRS470003013","2019",8.96
"IT0005278236","2019",3.99
"PLPGER000010","2019",-4.93
"PLPKO0000016","2019",1.35
"PLPKPCR00011","2019",0.89
"FR0000124570","2019",4.58
"PLPKN0000018","2019",6.7
"DE000A0JBPG2","2019",0.6
"PLMSTSD00019","2019",4.69
"PLPGNIG00014","2019",2.57
"FI0009005078","2019",13.17
"AT0000609607","2019",1.2
"DE000PAH0038","2019",12.73
"IT0003796171","2019",0.63
"NL0009739416","2019",0.52
"SE0006425815","2019",101.66
"SE0000233934","2019",9.47
"SE0015961222","2019",3.62
"SE0001280355","2019",7.08
"DE0006223407","2019",1.01
"SE0000393860","2019",7.91
"SE0011337666","2019",-2.32
"ES0171743901","2019",-8.36
"NO0010861990","2019",-22.98
"ES0105229001","2019",10.58
"ES0175438003","2019",3.52
"DE000PSM7770","2019",6.99
"NL0013654783","2019",14.2
"NO0010209331","2019",-0.04
"BE0003810273","2019",4.62
"IT0004176001","2019",3.23
"GRS434003000","2019",-11.33
"FR0000130577","2019",3.34
"DE0006969603","2019",8.25
"PLPZU0000011","2019",1.45
"SE0011527845","2019",-38.68
"NL0012169213","2019",0.61
"US74735M1080","2019",6.44
"FR0000120560","2019",3.76
"DE000A1PHBB5","2019",1.05
"IT0005054967","2019",20.22
"AT0000606306","2019",NA
"SE0010441139","2019",5.78
"FR0000060618","2019",-1.12
"NL0000379121","2019",6.74
"FI0009007355","2019",1.58
"GB00BLG2TX24","2019",3.51
"DE0007010803","2019",26.85
"SE0000111940","2019",3.9
"SE0000135485","2019",4.75
"NO0010112675","2019",-34.03
"IT0003828271","2019",16
"BE0003656676","2019",4.14
"ES0173093024","2019",6.94
"LU0383812293","2019",-2.74
"SE0000123671","2019",4.92
"FR0000130395","2019",6.59
"PTREL0AM0008","2019",3.27
"FR0000131906","2019",-0.12
"IT0005282865","2019",10.06
"ES0173516115","2019",-6.7
"SE0007665823","2019",3.9
"BE0003720340","2019",4.9
"FR0010451203","2019",2.58
"DE0007030009","2019",5.38
"NL0012650360","2019",4.92
"DE0007042301","2019",2.84
"DE000A0Z2XN6","2019",1.66
"HU0000123096","2019",5.81
"DK0060854669","2019",NA
"DE000A12UKK6","2019",6.94
"DK0010219153","2019",11.62
"US7496552057","2019",7.27
"FI4000266804","2019",6.78
"DK0060634707","2019",14.13
"LU0061462528","2019",9.37
"FR0013269123","2019",6.39
"DE0007037129","2019",12.27
"IE00BYTBXV33","2019",7.35
"AT0000652250","2019",8.29
"AT0000A0E9W5","2019",5.41
"SE0000112385","2019",3.83
"ES0182870214","2019",0.55
"IT0001029492","2019",4.8
"DE000SAFH001","2019",1.33
"FR0000073272","2019",6.05
"SE0004635878","2019",12.14
"FR0000125007","2019",3.5
"IT0005252140","2019",0.53
"IT0005388266","2019",10.39
"NO0010310956","2019",15.85
