"ISIN","year","cur_rat","stlt_lia","cogs"
"NO0010734338","2017",1.2,93573,0
"NO0010734338","2018",1.15,23162,0
"NO0010734338","2019",0.87,303340,0
"NO0010734338","2020",1.07,131499,0
"NO0010815673","2008",NA,NA,NA
"NO0010815673","2009",NA,NA,NA
"NO0010815673","2010",NA,NA,NA
"NO0010815673","2011",NA,NA,NA
"NO0010815673","2012",NA,NA,NA
"NO0010815673","2013",NA,NA,NA
"NO0010815673","2014",NA,NA,NA
"NO0010815673","2015",NA,NA,NA
"NO0010815673","2016",1.45,0,3144538
"NO0010815673","2017",1.43,0,3628219
"NO0010815673","2018",1.28,0,5731286
"NO0010815673","2019",1.4,11428,5938293
"NO0010815673","2020",1.19,46766,2714813
"NO0010816093","2008",NA,NA,NA
"NO0010816093","2009",NA,NA,NA
"NO0010816093","2010",NA,NA,NA
"NO0010816093","2011",NA,NA,NA
"NO0010816093","2012",NA,NA,NA
"NO0010816093","2013",NA,NA,NA
"NO0010816093","2014",0.87,4544808,6355219
"NO0010816093","2015",2.04,327981,6847021
"NO0010816093","2016",2.4,277970,6899039
"NO0010816093","2017",1.98,661189,8125907
"NO0010816093","2018",1.89,2052000,12023000
"NO0010816093","2019",2.04,1262000,11512000
"NO0010816093","2020",1.36,3292000,12857000
"NO0010861115","2008",NA,NA,NA
"NO0010861115","2009",NA,NA,NA
"NO0010861115","2010",NA,NA,NA
"NO0010861115","2011",NA,NA,NA
"NO0010861115","2012",NA,NA,NA
"NO0010861115","2013",NA,NA,NA
"NO0010861115","2014",NA,NA,NA
"NO0010861115","2015",1.32,536000,6949000
"NO0010861115","2016",1.4,430000,7307000
"NO0010861115","2017",0.45,4802000,7372000
"NO0010861115","2018",1.29,862000,8018000
"NO0010861115","2019",1.85,419000,7584000
"NO0010861115","2020",1.79,92000,5586000
"PLBRSZW00011","2008",0.82,821052,2907181
"PLBRSZW00011","2009",0.98,534152,1988908
"PLBRSZW00011","2010",1.19,474282,2744973
"PLBRSZW00011","2011",1.22,546584,3767738
"PLBRSZW00011","2012",1.18,640545,4341280
"PLBRSZW00011","2013",1.11,765245,4311203
"PLBRSZW00011","2014",1.18,746536,4457258
"PLBRSZW00011","2015",1.04,838722,5079844
"PLBRSZW00011","2016",1.09,794321,4828684
"PLBRSZW00011","2017",1.2,680880,5423898
"PLBRSZW00011","2018",1.27,775298,5305806
"PLBRSZW00011","2019",1.12,938046,5504850
"PLBRSZW00011","2020",1.22,811169,4844571
"PLBUDMX00013","2008",1.29,95553,2944139
"PLBUDMX00013","2009",1.21,62826,2855991
"PLBUDMX00013","2010",1.1,17544,3924801
"PLBUDMX00013","2011",1.06,37753,5027592
"PLBUDMX00013","2012",1.1,17718,5567106
"PLBUDMX00013","2013",1.14,19729,4325150
"PLBUDMX00013","2014",1.09,21402,4496915
"PLBUDMX00013","2015",1.06,19778,4621554
"PLBUDMX00013","2016",1.1,20271,4798510
"PLBUDMX00013","2017",1.13,30320,5521889
"PLBUDMX00013","2018",1.14,54818,6705239
"PLBUDMX00013","2019",1.09,177108,6919572
"PLBUDMX00013","2020",1.15,189067,7307683
"PLFAMUR00012","2008",1.69,105129,739363
"PLFAMUR00012","2009",3.4,35200,447317
"PLFAMUR00012","2010",1.67,83447,633617
"PLFAMUR00012","2011",1.56,93719,572638
"PLFAMUR00012","2012",1.91,60192,840533
"PLFAMUR00012","2013",2.84,36528,681653
"PLFAMUR00012","2014",1.31,83368,291189
"PLFAMUR00012","2015",1.79,91005,455165
"PLFAMUR00012","2016",1.82,187195,661569
"PLFAMUR00012","2017",2.11,237438,986049
"PLFAMUR00012","2018",2.47,63598,1512994
"PLFAMUR00012","2019",2.28,340000,1381000
"PLFAMUR00012","2020",5.21,42000,575000
"PLJSW0000015","2008",1.04,143553,5952283
"PLJSW0000015","2009",0.95,328709,4428547
"PLJSW0000015","2010",1.53,102300,3903300
"PLJSW0000015","2011",1.89,187600,5410300
"PLJSW0000015","2012",1.74,82200,5319200
"PLJSW0000015","2013",1.43,139100,5278000
"PLJSW0000015","2014",0.55,1406400,5516300
"PLJSW0000015","2015",0.37,1490300,5653200
"PLJSW0000015","2016",1.02,130200,4693800
"PLJSW0000015","2017",1.57,152600,4857700
"PLJSW0000015","2018",0.95,190500,6222400
"PLJSW0000015","2019",0.96,232200,6059500
"PLJSW0000015","2020",0.95,548200,6251300
"PLKGHM000017","2008",2.7,192923,7808214
"PLKGHM000017","2009",2.21,219816,7137567
"PLKGHM000017","2010",2.58,96162,8768967
"PLKGHM000017","2011",4.24,103587,10782982
"PLKGHM000017","2012",2.06,1075000,16582000
"PLKGHM000017","2013",1.7,1234000,16521000
"PLKGHM000017","2014",1.23,1813000,14116000
"PLKGHM000017","2015",1.02,2145000,13758000
"PLKGHM000017","2016",1.06,1559000,13282000
"PLKGHM000017","2017",1.39,965000,13263000
"PLKGHM000017","2018",1.34,1071000,14643000
"PLKGHM000017","2019",1.28,348000,16594000
"PLKGHM000017","2020",1.1,407000,16800000
"PLLOTOS00025","2008",1.89,726447,14972929
"PLLOTOS00025","2009",1.89,777612,12465749
"PLLOTOS00025","2010",1.33,2159642,17172147
"PLLOTOS00025","2011",1.31,2567569,25963773
"PLLOTOS00025","2012",1.53,2094602,29756119
"PLLOTOS00025","2013",1.53,1715196,26349056
"PLLOTOS00025","2014",1.37,2168106,26752808
"PLLOTOS00025","2015",1.24,2544848,19634598
"PLLOTOS00025","2016",1.33,1576739,16265155
"PLLOTOS00025","2017",1.41,1687600,19447900
"PLLOTOS00025","2018",1.49,1538700,24907600
"PLLOTOS00025","2019",1.61,1273800,24840300
"PLLOTOS00025","2020",1.37,1355800,18247500
"PLPGNIG00014","2008",1.44,888478,15835813
"PLPGNIG00014","2009",1.09,2244505,16017871
"PLPGNIG00014","2010",1.18,1333680,16518168
"PLPGNIG00014","2011",0.96,4033469,19570506
"PLPGNIG00014","2012",1.13,4702000,22539000
"PLPGNIG00014","2013",1.39,2276000,24966000
"PLPGNIG00014","2014",1.76,769000,25879000
"PLPGNIG00014","2015",2.04,583000,28703000
"PLPGNIG00014","2016",1.3,5006000,23702000
"PLPGNIG00014","2017",1.56,2055000,26235000
"PLPGNIG00014","2018",1.53,2524000,31214000
"PLPGNIG00014","2019",1.42,3245000,33805000
"PLPGNIG00014","2020",2.35,325000,27668000
"PTEDP0AM0009","2008",0.59,3669816,10460540
"PTEDP0AM0009","2009",0.76,2549000,8555263
"PTEDP0AM0009","2010",0.94,2739372,10408212
"PTEDP0AM0009","2011",0.94,2706079,11242918
"PTEDP0AM0009","2012",0.93,3496000,12530521
"PTEDP0AM0009","2013",0.87,3850303,11263442
"PTEDP0AM0009","2014",0.94,3520128,11841562
"PTEDP0AM0009","2015",0.72,3377051,11131813
"PTEDP0AM0009","2016",0.86,2389211,9947022
"PTEDP0AM0009","2017",1.13,1313763,11460118
"PTEDP0AM0009","2018",0.79,2616030,11265592
"PTEDP0AM0009","2019",0.95,3352817,10083277
"PTEDP0AM0009","2020",1.06,2275843,8402595
"PTJMT0AE0001","2008",0.43,308344,5592812
"PTJMT0AE0001","2009",0.42,124495,5922970
"PTJMT0AE0001","2010",0.41,219217,7056303
"PTJMT0AE0001","2011",0.46,354672,8067914
"PTJMT0AE0001","2012",0.46,146246,8447184
"PTJMT0AE0001","2013",0.43,324716,9286260
"PTJMT0AE0001","2014",0.44,340925,9986217
"PTJMT0AE0001","2015",0.45,123510,10788092
"PTJMT0AE0001","2016",0.49,224581,11214665
"PTJMT0AE0001","2017",0.48,299505,12486974
"PTJMT0AE0001","2018",0.47,350814,13213093
"PTJMT0AE0001","2019",0.48,808665,13847342
"PTJMT0AE0001","2020",0.51,536424,14333001
"ROSNPPACNOR9","2008",1.43,300526,11297118
"ROSNPPACNOR9","2009",1.23,182779,9131185
"ROSNPPACNOR9","2010",1.13,395900,10597080
"ROSNPPACNOR9","2011",0.89,474440,12545060
"ROSNPPACNOR9","2012",0.88,541240,15477190
"ROSNPPACNOR9","2013",1.05,225660,12738260
"ROSNPPACNOR9","2014",0.95,311060,9696200
"ROSNPPACNOR9","2015",0.99,423640,10598870
"ROSNPPACNOR9","2016",1.34,455130,10041000
"ROSNPPACNOR9","2017",1.62,370860,10348470
"ROSNPPACNOR9","2018",1.86,304070,11229170
"ROSNPPACNOR9","2019",2.22,261040,14703120
"ROSNPPACNOR9","2020",2.32,312360,11778550
"SE0000106270","2008",2.98,0,33819000
"SE0000106270","2009",3.25,0,38609000
"SE0000106270","2010",2.96,0,39878000
"SE0000106270","2011",2.71,0,43486000
"SE0000106270","2012",2.66,0,48328000
"SE0000106270","2013",2.25,0,52059000
"SE0000106270","2014",1.5,0,61799000
"SE0000106270","2015",1.99,0,76969000
"SE0000106270","2016",1.6,2127000,84854000
"SE0000106270","2017",1.37,9870000,91178000
"SE0000106270","2018",1.39,9289000,98955000
"SE0000106270","2019",1.3,7051000,109732000
"SE0000106270","2020",1.16,21174000,92567000
"SE0000108656","2008",1.91,5542000,125736000
"SE0000108656","2009",2.13,2124000,125034000
"SE0000108656","2010",2.05,3808000,116500000
"SE0000108656","2011",2.05,7765000,137935000
"SE0000108656","2012",1.98,4769000,144556000
"SE0000108656","2013",2.09,7388000,138211000
"SE0000108656","2014",2,2281000,134582000
"SE0000108656","2015",2.18,2376000,148600000
"SE0000108656","2016",1.85,8033000,143649000
"SE0000108656","2017",1.59,2545000,142371000
"SE0000108656","2018",1.45,2255000,128657000
"SE0000108656","2019",1.32,11726000,132966000
"SE0000108656","2020",1.31,10138000,128708000
"SE0000112385","2008",0.85,3870000,17004000
"SE0000112385","2009",1.05,2519000,17804000
"SE0000112385","2010",1.25,589000,17826000
"SE0000112385","2011",1.32,520000,16036000
"SE0000112385","2012",1.35,1637000,16223000
"SE0000112385","2013",1.5,614000,16831000
"SE0000112385","2014",1.54,264000,16900000
"SE0000112385","2015",1.63,853000,20065000
"SE0000112385","2016",1.5,292000,21114000
"SE0000112385","2017",1.54,92000,23268000
"SE0000112385","2018",1.78,1068000,24660000
"SE0000112385","2019",1.69,1756000,25761000
"SE0000112385","2020",1.68,2612000,27885000
"SE0000114837","2008",1.23,2805000,22796000
"SE0000114837","2009",1.1,2529000,19777000
"SE0000114837","2010",1.08,3162000,19086000
"SE0000114837","2011",1.28,2171000,20663000
"SE0000114837","2012",1.33,2351000,13795000
"SE0000114837","2013",1.36,1945000,13569000
"SE0000114837","2014",1.06,4243000,13909000
"SE0000114837","2015",1.31,3948000,15781000
"SE0000114837","2016",1.25,5072000,17255000
"SE0000114837","2017",1.32,4258000,20407000
"SE0000114837","2018",1.55,2943000,22049000
"SE0000114837","2019",1.46,4083000,23328000
"SE0000114837","2020",1.51,4525000,20847000
"SE0000115446","2008",1.06,62631000,224054000
"SE0000115446","2009",1.17,51626000,170940000
"SE0000115446","2010",1.11,39601000,188005000
"SE0000115446","2011",1.13,44522000,222693000
"SE0000115446","2012",1.08,50317000,220330000
"SE0000115446","2013",1.08,51552000,195082000
"SE0000115446","2014",1.19,39953000,204082000
"SE0000115446","2015",1,57331000,223846000
"SE0000115446","2016",1.08,55987000,215610000
"SE0000115446","2017",1.12,53648000,237712000
"SE0000115446","2018",1.21,48238000,285038000
"SE0000115446","2019",1.37,55769000,308830000
"SE0000115446","2020",1.38,58028000,241268000
"SE0000120776","2008",1.95,57866,331732
"SE0000120776","2009",1.92,55104,293024
"SE0000120776","2010",2.04,58794,226585
"SE0000120776","2011",1.97,53427,260427
"SE0000120776","2012",1.61,71678,285451
"SE0000120776","2013",1.74,62111,287887
"SE0000120776","2014",2.85,42046,238485
"SE0000120776","2015",1.11,82796,327614
"SE0000120776","2016",1,128395,350476
"SE0000120776","2017",1.16,125496,374440
"SE0000120776","2018",1.95,69564,426451
"SE0000120776","2019",2.21,55490,429711
"SE0000120776","2020",2.14,51279,343502
"SE0000123671","2008",1.88,8731,687103
"SE0000123671","2009",2.01,5925,719338
"SE0000123671","2010",1.84,7266,770460
"SE0000123671","2011",1.7,25499,1029513
"SE0000123671","2012",1.58,31700,1233700
"SE0000123671","2013",1.36,99800,1374900
"SE0000123671","2014",1.62,39400,1632600
"SE0000123671","2015",1.43,103200,1773100
"SE0000123671","2016",1.24,133400,2270100
"SE0000123671","2017",1.31,153300,2399000
"SE0000123671","2018",1.58,33400,2284200
"SE0000123671","2019",1.25,215400,2312000
"SE0000123671","2020",1.46,189500,2119600
"SE0000171100","2008",2.51,1640000,39518000
"SE0000171100","2009",2.03,3998000,26624000
"SE0000171100","2010",2.27,2977000,33579000
"SE0000171100","2011",2.11,3607000,37587000
"SE0000171100","2012",2.62,1115000,36129000
"SE0000171100","2013",1.87,2568000,30826000
"SE0000171100","2014",1.45,8496000,41382000
"SE0000171100","2015",1.53,6365000,48833000
"SE0000171100","2016",1.8,4497000,46644000
"SE0000171100","2017",1.99,2011000,54947000
"SE0000171100","2018",1.66,3523000,61678000
"SE0000171100","2019",1.66,3360000,66111000
"SE0000171100","2020",1.51,6612000,58070000
"SE0000202624","2008",2.13,94000,9459000
"SE0000202624","2009",2.27,15000,10971000
"SE0000202624","2010",1.76,1245000,10209000
"SE0000202624","2011",1.7,1568000,9808000
"SE0000202624","2012",1.31,4362000,10791000
"SE0000202624","2013",1.4,3610000,11308000
"SE0000202624","2014",0.61,6380000,12600000
"SE0000202624","2015",1.29,5277000,14983000
"SE0000202624","2016",1.29,5787000,14776000
"SE0000202624","2017",1.19,6275000,10652000
"SE0000202624","2018",1.41,3451000,12437000
"SE0000202624","2019",1.47,2952000,13128000
"SE0000202624","2020",1.78,2519000,14082000
"SE0000667891","2008",1.71,14549000,58420000
"SE0000667891","2009",1.86,7574000,51135000
"SE0000667891","2010",1.85,3783000,49506000
"SE0000667891","2011",1.74,5948000,57599000
"SE0000667891","2012",2.27,2698000,60227000
"SE0000667891","2013",1.69,7047000,53638000
"SE0000667891","2014",2.12,2679000,53665000
"SE0000667891","2015",1.79,5190000,51262000
"SE0000667891","2016",1.89,4680000,46128000
"SE0000667891","2017",2.32,986000,50402000
"SE0000667891","2018",2.43,2375000,55216000
"SE0000667891","2019",2.21,3026000,56656000
"SE0000667891","2020",2.29,4352000,50314000
"SE0000667925","2008",0.94,11621000,46470000
"SE0000667925","2009",1.3,8169000,50023000
"SE0000667925","2010",1.21,4873000,46690000
"SE0000667925","2011",1.01,11734000,46133000
"SE0000667925","2012",1.61,8989000,39698000
"SE0000667925","2013",1.61,7851000,43125000
"SE0000667925","2014",1.64,3578000,42567000
"SE0000667925","2015",1.88,9266000,43447000
"SE0000667925","2016",1.3,3628000,40764000
"SE0000667925","2017",2.18,3471000,38114000
"SE0000667925","2018",1.22,9215000,40492000
"SE0000667925","2019",0.8,19757000,37739000
"SE0000667925","2020",0.92,8194000,36245000
"SE0000695876","2008",1.32,305000,16058000
"SE0000695876","2009",1.27,319000,15850000
"SE0000695876","2010",1.41,310000,14406000
"SE0000695876","2011",1.42,250000,17120000
"SE0000695876","2012",1.48,627000,18347000
"SE0000695876","2013",1.39,1277000,18511000
"SE0000695876","2014",1.26,1522000,22054000
"SE0000695876","2015",1.23,2273000,25154000
"SE0000695876","2016",1.32,1322000,22488000
"SE0000695876","2017",1.36,1615000,21963000
"SE0000695876","2018",1.23,3521000,25497000
"SE0000695876","2019",1.49,2280000,29178000
"SE0000695876","2020",1.58,2019000,25734000
"SE0000872095","2008",2.74,0,232470
"SE0000872095","2009",1.71,50000,345498
"SE0000872095","2010",2.08,164286,660766
"SE0000872095","2011",2.43,0,911353
"SE0000872095","2012",3.25,0,699396
"SE0000872095","2013",2.67,52735,870818
"SE0000872095","2014",2.59,42096,1040995
"SE0000872095","2015",1.75,20000,1203317
"SE0000872095","2016",1.66,0,1539828
"SE0000872095","2017",1.76,0,1839586
"SE0000872095","2018",0.95,0,2402579
"SE0000872095","2019",1.28,99000,3219000
"SE0000872095","2020",0.78,4126000,3189000
"SE0000949331","2008",1.39,50000,9996000
"SE0000949331","2009",1.19,50000,9725000
"SE0000949331","2010",1.12,43000,8409000
"SE0000949331","2011",1.1,73000,7923000
"SE0000949331","2012",1.04,127000,6697000
"SE0000949331","2013",1.15,1000,6750000
"SE0000949331","2014",1.27,4000,7060000
"SE0000949331","2015",1.38,4000,7810000
"SE0000949331","2016",1.12,801000,7574000
"SE0000949331","2017",1.35,1000,7590000
"SE0000949331","2018",1.28,74000,7970000
"SE0000949331","2019",1.17,362000,8391000
"SE0000949331","2020",0.98,405000,7814000
"SE0001662230","2008",1.49,3159000,21152000
"SE0001662230","2009",2.18,661000,23591000
"SE0001662230","2010",2.29,309000,21216000
"SE0001662230","2011",2.17,968000,20118000
"SE0001662230","2012",2.02,2061000,21481000
"SE0001662230","2013",2.17,1298000,21414000
"SE0001662230","2014",1.85,1303000,22638000
"SE0001662230","2015",1.7,2016000,24962000
"SE0001662230","2016",1.69,1494000,23869000
"SE0001662230","2017",1.52,2913000,25817000
"SE0001662230","2018",1.5,3532000,26457000
"SE0001662230","2019",1.61,3151000,26664000
"SE0001662230","2020",1.52,3229000,25498000
"SE0002591420","2008",NA,NA,NA
"SE0002591420","2009",NA,NA,NA
"SE0002591420","2010",NA,NA,NA
"SE0002591420","2011",NA,NA,NA
"SE0002591420","2012",2.85,0,81000
"SE0002591420","2013",1.61,0,81000
"SE0002591420","2014",1.34,57000,107000
"SE0002591420","2015",2.78,0,127100
"SE0002591420","2016",4.27,0,174200
"SE0002591420","2017",3.12,0,176700
"SE0002591420","2018",1.42,0,226000
"SE0002591420","2019",1.65,28700,299200
"SE0002591420","2020",1.67,25700,231500
"SE0002626861","2008",3.6,50300,1290400
"SE0002626861","2009",2.6,0,798000
"SE0002626861","2010",2.87,0,686000
"SE0002626861","2011",2.9,24000,642000
"SE0002626861","2012",0.92,747000,2893000
"SE0002626861","2013",1.4,212000,2803000
"SE0002626861","2014",1.29,423000,3160000
"SE0002626861","2015",1.18,344000,3268000
"SE0002626861","2016",1.55,0,3327000
"SE0002626861","2017",0.96,999000,3502000
"SE0002626861","2018",1.11,5e+05,3801000
"SE0002626861","2019",0.75,1869000,3925000
"SE0002626861","2020",0.58,2367000,3513000
"SE0003366871","2008",0.98,1643000,NA
"SE0003366871","2009",0.71,6649000,NA
"SE0003366871","2010",0.83,2371000,NA
"SE0003366871","2011",0.72,3306000,NA
"SE0003366871","2012",0.52,1814000,NA
"SE0003366871","2013",0.61,2748000,24727000
"SE0003366871","2014",0.79,2082000,22925000
"SE0003366871","2015",0.86,1264000,22931000
"SE0003366871","2016",0.78,1827000,26356000
"SE0003366871","2017",0.81,2868000,35748000
"SE0003366871","2018",0.88,2272000,36890000
"SE0003366871","2019",0.78,784000,39957000
"SE0003366871","2020",0.66,5813000,22394000
"SE0005190238","2008",0.8,7517000,19671000
"SE0005190238","2009",0.93,279000,19390000
"SE0005190238","2010",0.86,1117000,19285000
"SE0005190238","2011",0.87,1554000,20001000
"SE0005190238","2012",0.76,2633000,21663000
"SE0005190238","2013",0.85,1557000,15180000
"SE0005190238","2014",0.73,2609000,12613000
"SE0005190238","2015",0.67,4964000,14150000
"SE0005190238","2016",0.78,3037000,15291000
"SE0005190238","2017",1.1,567000,12919000
"SE0005190238","2018",0.53,6426000,11194000
"SE0005190238","2019",0.6,4468000,11993000
"SE0005190238","2020",0.66,4490000,10964000
"SE0005677135","2008",NA,NA,NA
"SE0005677135","2009",1.82,316600,1250700
"SE0005677135","2010",1.73,298000,1350400
"SE0005677135","2011",1.78,326500,1530500
"SE0005677135","2012",1.93,261700,1456300
"SE0005677135","2013",2.1,230000,1419000
"SE0005677135","2014",2.97,75000,1539000
"SE0005677135","2015",2.75,155000,1758000
"SE0005677135","2016",2.78,80000,1998000
"SE0005677135","2017",2.89,57000,2264000
"SE0005677135","2018",3,76000,2673000
"SE0005677135","2019",2.85,175000,3113000
"SE0005677135","2020",2.64,95000,3443000
"SE0007185418","2008",NA,NA,NA
"SE0007185418","2009",NA,NA,NA
"SE0007185418","2010",NA,NA,NA
"SE0007185418","2011",NA,NA,NA
"SE0007185418","2012",NA,NA,NA
"SE0007185418","2013",0.54,496000,2881000
"SE0007185418","2014",0.58,565000,2745000
"SE0007185418","2015",0.62,634000,2746000
"SE0007185418","2016",0.66,752000,2883000
"SE0007185418","2017",0.71,679000,3044000
"SE0007185418","2018",0.67,726000,3013000
"SE0007185418","2019",0.79,786000,3229000
"SE0007185418","2020",0.54,901000,3361000
"SE0007439443","2008",0.22,1207,6440
"SE0007439443","2009",0.51,0,5394
"SE0007439443","2010",2.38,0,3458
"SE0007439443","2011",6.28,0,7708
"SE0007439443","2012",NA,NA,0
"SE0007439443","2013",2.05,0,15806
"SE0007439443","2014",1.24,0,116897
"SE0007439443","2015",1.06,27332,231795
"SE0007439443","2016",1.32,41225,550391
"SE0007439443","2017",1.48,45887,920674
"SE0007439443","2018",2.14,30007,305645
"SE0007439443","2019",1.26,203798,426696
"SE0007439443","2020",1.64,2116,323419
"SE0007871645","2008",1.09,0,11040
"SE0007871645","2009",0.69,21403,38674
"SE0007871645","2010",0.8,6885,41719
"SE0007871645","2011",0.84,0,15260
"SE0007871645","2012",0.81,13535,36510
"SE0007871645","2013",1.01,0,34836
"SE0007871645","2014",1.06,0,90900
"SE0007871645","2015",0.65,56700,120800
"SE0007871645","2016",0.69,54600,199300
"SE0007871645","2017",0.81,62600,284400
"SE0007871645","2018",0.83,45000,355400
"SE0007871645","2019",0.82,11700,404200
"SE0007871645","2020",1.08,12100,461100
"SE0009778848","2008",NA,NA,NA
"SE0009778848","2009",NA,NA,NA
"SE0009778848","2010",NA,NA,NA
"SE0009778848","2011",NA,NA,NA
"SE0009778848","2012",NA,NA,NA
"SE0009778848","2013",NA,NA,NA
"SE0009778848","2014",0.48,960752,2410842
"SE0009778848","2015",1.66,28436,2825972
"SE0009778848","2016",1.43,146175,3423477
"SE0009778848","2017",1.68,42292,4047403
"SE0009778848","2018",1.85,52801,5045569
"SE0009778848","2019",0.77,1529557,6161128
"SE0009778848","2020",1.27,497281,7016083
"SE0010100958","2008",1.09,1405000,4939000
"SE0010100958","2009",1.16,1120000,3551000
"SE0010100958","2010",1.53,575000,3817000
"SE0010100958","2011",1.33,608000,4530000
"SE0010100958","2012",0.97,1465000,4142000
"SE0010100958","2013",0.93,1782000,4287000
"SE0010100958","2014",0.71,3119000,4644000
"SE0010100958","2015",1,2455000,4115000
"SE0010100958","2016",1.15,2042000,4770000
"SE0010100958","2017",0.66,4146000,5780000
"SE0010100958","2018",1.15,2026000,6960000
"SE0010100958","2019",1.56,1195000,8186000
"SE0010100958","2020",1.91,2010000,9020000
"SE0010468116","2008",NA,NA,NA
"SE0010468116","2009",NA,NA,NA
"SE0010468116","2010",NA,NA,NA
"SE0010468116","2011",NA,NA,NA
"SE0010468116","2012",NA,NA,NA
"SE0010468116","2013",NA,NA,NA
"SE0010468116","2014",1.95,1257000,3660000
"SE0010468116","2015",1.88,1168000,4143000
"SE0010468116","2016",2.69,340000,3787000
"SE0010468116","2017",2.34,90000,3687000
"SE0010468116","2018",1.02,2771000,4122000
"SE0010468116","2019",0.8,3888000,4419000
"SE0010468116","2020",0.79,3347000,4350000
"SE0010985028","2008",NA,NA,NA
"SE0010985028","2009",NA,NA,NA
"SE0010985028","2010",NA,NA,NA
"SE0010985028","2011",NA,NA,NA
"SE0010985028","2012",NA,NA,NA
"SE0010985028","2013",0.87,0,387803
"SE0010985028","2014",0.77,24997,412883
"SE0010985028","2015",0.74,20821,394172
"SE0010985028","2016",0.76,30261,340799
"SE0010985028","2017",0.79,81971,368210
"SE0010985028","2018",1.14,70400,586600
"SE0010985028","2019",0.94,143300,848700
"SE0010985028","2020",0.9,208000,892200
"SE0011090018","2008",0.84,4756000,17211000
"SE0011090018","2009",1.1,2298000,15669000
"SE0011090018","2010",1.15,2349000,16824000
"SE0011090018","2011",1.02,2822000,16061000
"SE0011090018","2012",0.78,4734000,12335000
"SE0011090018","2013",0.92,3409000,11446000
"SE0011090018","2014",0.94,3173000,10898000
"SE0011090018","2015",0.97,2670000,11183000
"SE0011090018","2016",0.98,3135000,10866000
"SE0011090018","2017",1.02,2760000,11325000
"SE0011090018","2018",1.18,2475000,10893000
"SE0011090018","2019",1.12,2463000,11933000
"SE0011090018","2020",1.51,612000,11280000
"SE0011166610","2008",2.13,1485000,46270000
"SE0011166610","2009",2.23,2959000,40838000
"SE0011166610","2010",2.46,499000,41681000
"SE0011166610","2011",1.86,3422000,48245000
"SE0011166610","2012",2.44,902000,54003000
"SE0011166610","2013",2.35,5595000,49063000
"SE0011166610","2014",2.09,2284000,54960000
"SE0011166610","2015",1.84,1101000,58500000
"SE0011166610","2016",1.85,1574000,57789000
"SE0011166610","2017",2.06,1513000,64377000
"SE0011166610","2018",1.53,5966000,52183000
"SE0011166610","2019",1.77,3255000,55890000
"SE0011166610","2020",1.62,2977000,55324000
"SE0012116390","2008",NA,NA,NA
"SE0012116390","2009",NA,NA,NA
"SE0012116390","2010",NA,NA,NA
"SE0012116390","2011",NA,NA,NA
"SE0012116390","2012",NA,NA,NA
"SE0012116390","2013",NA,NA,NA
"SE0012116390","2014",NA,NA,NA
"SE0012116390","2015",NA,NA,NA
"SE0012116390","2016",0.91,0,8603000
"SE0012116390","2017",0.98,0,8953000
"SE0012116390","2018",0.76,0,9634000
"SE0012116390","2019",0.99,3112000,10329000
"SE0012116390","2020",1.35,1364000,8581000
"SE0015672282","2008",1.62,0,421216
"SE0015672282","2009",1.6,0,555974
"SE0015672282","2010",1.53,0,660868
"SE0015672282","2011",1.33,0,695995
"SE0015672282","2012",1.19,0,598372
"SE0015672282","2013",0.94,315709,662424
"SE0015672282","2014",1.07,0,798058
"SE0015672282","2015",0.85,228375,1374479
"SE0015672282","2016",1.06,0,1463457
"SE0015672282","2017",0.81,663930,1795780
"SE0015672282","2018",0.79,997102,2099354
"SE0015672282","2019",1.28,51389,2244761
"SE0015672282","2020",1.27,128707,2888099
"SE0015810247","2008",1.36,1082000,6219000
"SE0015810247","2009",1.5,586000,6452000
"SE0015810247","2010",1.79,63000,6702000
"SE0015810247","2011",0.9,1741000,6854000
"SE0015810247","2012",0.45,NA,944000
"SE0015810247","2013",5.52,NA,753000
"SE0015810247","2014",4.08,NA,571000
"SE0015810247","2015",19.64,NA,523000
"SE0015810247","2016",NA,1600000,0
"SE0015810247","2017",NA,0,NA
"SE0015810247","2018",NA,555000,NA
"SE0015810247","2019",NA,3410000,NA
"SE0015810247","2020",NA,0,NA
"SE0015961909","2008",2.02,5e+05,7594000
"SE0015961909","2009",2.35,117000,6030000
"SE0015961909","2010",1.48,1384000,6676000
"SE0015961909","2011",1.11,4082507,9089797
"SE0015961909","2012",1.41,1608666,9213281
"SE0015961909","2013",0.9,6031412,9212479
"SE0015961909","2014",1.13,4323855,9656116
"SE0015961909","2015",1.58,529268,11030436
"SE0015961909","2016",1.44,2307277,11545714
"SE0015961909","2017",1.24,2982108,12155719
"SE0015961909","2018",1.13,5502442,14103723
"SE0015961909","2019",1.18,5114621,14300425
"SE0015961909","2020",0.99,4983860,12195019
