"ISIN","year","scope_total","NPPE","Debt_TotCap","GMAR","gsector","INTAN_TA","Capex_NPPE","Rev_Emp","FuelInten","Age","CapInt"
"DE000A0S8488",2017,208000,974551,33.94,61.79,"20",0.0398579097749952,0.120962371389491,224.29779609389,170.5,18.2447000285493,1.78678565208986
"DE0006070006",2017,2576968,959854,48.71,26.34,"20",0.0903401530083672,0.28397547960419,419.947114492485,170.5,6.91075435590527,0.112815237539741
"DE000KBX1006",2017,152000,918960,7.63,48.07,"20",0.05988023196407,0.188840645947593,225.075798592312,170.5,15.5937423560051,0.347593744111551
"DE0006202005",2017,9163000,2214800,18.2,30.58,"15",0.0275723695833228,0.157034495214015,388.530187129954,170.5,23.9070761014686,0.995884407465907
"DE0005313704",2017,243995,58696,1.05,55.19,"35",0.15707915222647,0.187201853618645,402.26369168357,170.5,11.7286242852338,0.146522048985794
"DE000SHA0159",2017,1409387,4865000,54.63,27.43,"25",0.0575826165685831,0.229599177800617,155.527947554658,170.5,18.1150202976996,0.954782112545468
"DE0005439004",2017,3167000,11202100,20,25.85,"25",0.239883306934497,0.23142982119424,186.898285578389,170.5,12.6000283366393,0.606216839546007
"DE000EVNK013",2017,6534000,6495000,34.66,30.61,"15",0.326191493908955,0.145958429561201,394.792322646004,170.5,20.738894907909,1.32755392190859
"DE000A0LD6E6",2017,553691,602577,56.33,27.74,"35",0.452609402042772,0.177067827016298,138.29674838445,170.5,13.1501254232331,0.867071140103319
"DE000PSM7770",2017,14934,205000,72.19,29.72,"50",0.550420811017598,0.780487804878049,629.029770168132,170.5,2.11787072243346,0.136586562040216
"DE000A1EWWW0",2017,60517,2e+06,14.86,48.32,"25",0.193132738266628,0.293,372.978484038813,170.5,7.49586776859504,0.170986897916863
"DE0008232125",2017,29205400,18145000,41.58,42.03,"20",0.0528148745107069,0.119041058142739,274.902645568055,170.5,18.4822335025381,1.02335647432474
"DE0006231004",2017,868903,2659000,24.55,37.11,"45",0.169934640522876,0.285445656261753,188.45219989861,170.5,17.1871165644172,1.58657794138468
"DE0006062144",2017,6270000,4296000,24.99,34.08,"15",0.0313939280007519,0.0975325884543762,874.010880316518,170.5,24.5263157894737,1.08770688923469
"DE000A0H52F5",2017,4197000,2519369,48.07,18.82,"55",0.073740242716403,0.0815279540234082,730.730089301986,170.5,32.9601792588206,1.44361638661624
"DE0007257503",2017,1810836,858000,45,19.73,"25",0.0765683776240747,1.01864801864802,382.959966811865,170.5,11.6666666666667,0.139020537124803
"DE000LED4000",2017,295900,1396000,7.52,34.79,"20",0.0739041794087666,0.268624641833811,159.173286033778,170.5,18.5252525252525,0.888565891472868
"DE000BAY0017",2017,3780000,7633000,26.38,68.94,"35",0.376574702160406,0.337744006288484,350.781406531757,170.5,7.0812030075188,0.537940882478938
"DE0005470405",2017,5099000,4059000,45.72,22.72,"15",0.177717500502311,0.108154717910815,507.856429659993,170.5,17.5611285266458,1.15935430463576
"DE0005545503",2018,1316.5,14259,0.92,27.36,"50",0.701355343610387,1.08580995555983,1162.68571428571,171.5,0.161232352484874,0.00681017676643567
"DE000SHA0159",2018,1461793,5318000,52.25,25.86,"25",0.0529471373078872,0.23335840541557,153.993382209823,171.5,17.5030450669915,1.00905835264378
"DE0006070006",2018,3103610,979232,51.92,25.45,"20",0.0808846674826328,0.364952329989216,428.174516377718,171.5,6.87584837516492,0.108892572697174
"DE000ENAG999",2018,7470000,18057000,53.72,19.05,"55",0.0793540251086977,0.17034944896716,682.762920881253,171.5,29.5765079365079,1.57561305597835
"DE000WACK012",2020,30390,391600,29.26,22.75,"20",0.194288166301135,0.128958120531154,310.673076923077,170.6,7.920724801812,0.432930981120396
"DE0006305006",2020,44724,361700,21.72,13.11,"20",0.178251830425743,0.266795687033453,282.511993022242,170.6,11.3082706766917,0.92868169188021
"DE0006969603",2020,34018,1284500,40.62,47.27,"25",0.100644487813734,0.170027247956403,364.157506609155,170.6,6.79203539823009,0.381228029955678
"DE000SHA0159",2020,1258940,5048000,69.84,23.4,"25",0.0383704792227937,0.202654516640254,151.265951955052,170.6,12.0412698412698,1.20412698412698
"DE000ZAL1111",2020,84653,1289900,45.11,42.52,"25",0.0364231255980492,0.181176835413598,562.350288854446,170.6,10.5847107438017,0.192545727887747
"DE0006602006",2020,64680,627791,24.02,30.55,"20",0.351931861232682,0.218164962543267,254.226305397104,170.6,6.45781450515263,0.358275653314934
"DE0005194062",2020,140698,2468500,82.3,10.17,"20",0.0498555820670602,0.118330970224833,808.94987504126,170.6,20.2866273352999,0.240524849318582
"DE000A0Z2ZZ5",2020,31750.7,581817,44.79,28.02,"50",0.428938022400287,0.0776103138959501,643.414085914086,170.6,6.85176616634691,0.282801613210001
"DE0006219934",2020,52647,1528213,62.62,30.45,"20",0.0227275648999797,0.121816788628287,210.389106777882,170.6,6.80815770327856,0.773942322183521
"DE000WAF3001",2018,280160,683900,0,43.38,"45",0.0123821741312957,0.189062728469074,372.176801226367,171.5,38.1124454148472,2.39658131392874
"DE0005785604",2018,1534000,10366000,43.35,29.28,"35",0.515735078496585,0.175863399575535,121.156278229449,171.5,16.6646072374228,0.563107664777811
"DE0006335003",2018,31760,570820,0.28,45.93,"20",0.0997838512663202,0.137118531235766,232.939256572983,171.5,20.1759648103577,0.31538850746501
"DE0005470405",2018,3177000,2577000,49.75,25.69,"15",0.21,0.212262320527745,466.09675539149,171.5,17.5614849187935,1.05168820341809
"DE000PSM7770",2016,14429,216000,69.45,35.51,"50",0.584664536741214,0.56712962962963,578.674790555979,167.3,2.66504854368932,0.144511713608844
"DE0007257503",2016,2176600,8141000,47.16,18.29,"25",0.15883733377249,0.116570445891168,268.191793148408,167.3,17.5309734513274,0.305202252768886
"DE0006062144",2016,5790000,4655000,31.04,27.78,"15",0.0376590861673274,0.109344790547798,755.282025252205,167.3,23.090775988287,1.32484879032258
"DE000A0H52F5",2016,4471000,2539308,51.53,16.54,"55",0.0709024991454696,0.104294555839622,729.40735426009,167.3,27.0182116396131,1.40970960883287
"DE0007037129",2016,155300000,24455000,66.93,18.8,"55",0.173331701080008,0.129748517685545,743.197162927095,167.3,12.8119940029985,1.96044964441386
"DE0007235301",2017,368000,511400,51.81,20.47,"20",0.0305719921104536,0.0676574110285491,205.127593608395,170.5,32.8072805139186,1.78130449947681
"DE0006335003",2017,33226,501616,1.82,47.38,"20",0.0875445882436176,0.112462521131702,241.280802666841,170.5,19.1330591991117,0.298739351809837
"DE000WAF3001",2017,289222,513300,0,31.45,"45",0.0192631832410306,0.188388856419248,315.630026809651,170.5,29.4472759226714,2.84642826807101
"DE000A1EWWW0",2013,64970,1238000,19.73,47.28,"25",0.250787366147755,0.303715670436187,332.866297631899,164,6.99132947976879,0.166919679823351
"DE0006969603",2018,50284,294600,10.85,48.39,"25",0.145852780370716,0.417175831636117,360.501008220878,171.5,7.60613496932515,0.133360583439107
"DE0006305006",2018,55770,283800,5.94,15.62,"20",0.173512868587012,0.240662438336857,382.949407965554,171.5,13.1738035264484,0.588036878794693
"DE000EVNK013",2018,6571000,6785000,33.06,31.03,"15",0.325186873774055,0.153279292557111,416.835446549954,171.5,22.824,1.3292731629393
"DE000TUAG000",2018,7919840,4899200,36.05,9.82,"25",0.229330369619332,0.214116590463749,280.733615161188,171.5,16.9658236500342,0.381394086222527
"DE0007074007",2018,20567,401687,20.64,58.23,"30",0.0582014581520177,0.142212717862415,207.50184573538,171.5,14.4357251724691,0.673984000179773
"DE000A0LD6E6",2018,554032,620728,56.15,26.54,"35",0.555310337502245,0.156049026304597,138.294236602629,171.5,13.7522652388797,0.927696986978424
"DE0006219934",2018,68668,1398067,61.24,29.21,"20",0.0390526701696534,0.07819939959959,212.361637858701,171.5,7.8710290303428,0.66347468607669
"DE000NWRK013",2018,1252,20894,11.17,90.17,"50",0.446186833354533,0.222264765004307,147.758136566688,171.5,1.62444903581267,0.203742814323413
"DE000PSM7770",2018,13714,327000,75.92,23.77,"50",0.584183273183744,0.477064220183486,608.992860397995,171.5,3.03153153153153,0.167872287353455
"DE0006602006",2018,72688,518706,11.77,29.13,"20",0.41344322956742,0.228524443519065,258.996352322712,171.5,8.52818873384048,0.302776391250588
"DE000A1J5RX9",2018,372829,3793000,22.11,41.67,"50",0.491980576809888,0.273398365409966,825.439783491204,171.5,10.6465067778936,1.3948087431694
"DE0008232125",2018,32984800,18997000,41.26,43.31,"20",0.052463832381797,0.158182870979628,264.465005090973,171.5,17.7139577594123,1.07635866532753
"DE000UNSE018",2018,60601000,10612000,20.43,2.59,"55",0.0522136232294045,0.0777421786656615,6609.40142035847,171.5,21.990861618799,0.430950675399099
"DE000A12DM80",2018,928.4,38013,40.65,85.91,"50",0.898743323474659,0.0734748638623629,350.064516129032,171.5,1.03089585886554,0.128134003324883
"DE0005194062",2018,163043,1399900,76.65,9.24,"20",0.0465773051013239,0.126665476105436,930.681818181818,171.5,28.207881773399,0.172209290435891
"DE0006070006",2013,3461368,1357539,50.71,28.03,"20",0.0567146748191655,0.894729359524846,317.545543306308,164,4.7786836011568,0.130359750198934
"DE000KSAG888",2013,1501415.6,2933200,39.9,42.86,"15",0.125348301361055,0.136028910405018,273.933846473892,164,21.0612813370474,1.33978837586067
"DE0005408884",2018,203937,1206316,41.41,15.76,"25",0.0634558370959936,0.228128450588403,55.1180779911182,171.5,17.3905501308455,0.470290365474426
"DE0005552004",2018,6570000,19202000,54.21,43.36,"20",0.247194292627978,0.114727632538277,112.428510628193,171.5,9.35722964763062,0.500471161657189
"DE0005550636",2018,58131,429109,17.09,40.89,"35",0.148315565897823,0.153800083428686,180.22154316272,171.5,13.5985245651689,0.446800205008844
"DE000BFB0019",2018,1727165,5314000,56.17,15.3,"30",0.0871143375680581,0.108957470831765,201.47504118222,171.5,19.9524680073126,0.370267336137875
"DE0005176903",2018,80584,255751,47.42,18.73,"25",0.268915445092078,0.159557538386947,211.554782082324,171.5,22.0974916715657,0.967958888489893
"DE0005089031",2018,34505,818010,30.89,31.21,"50",0.595026204756033,0.285424383564993,564.258660508083,171.5,8.85961131661407,0.305292698766119
"DE0006202005",2018,9310000,2120500,17.6,31.53,"15",0.0262506131923091,0.140014147606697,394.430982442716,171.5,24.5531914893617,0.982582828565886
"DE0005200000",2018,179226,1239000,1.17,57.49,"30",0.0243564585016738,0.157384987893462,360.586270502019,171.5,21.2348484848485,0.387529379234066
"DE0005773303",2018,244000,6081700,51.88,76.95,"20",0.263166672518521,0.0472071953565615,149.28966908451,171.5,27.3784190715182,3.13667596239542
"GRS298343005",2019,4218730,3540602,54.9,9.09,"10",0.0148477763810504,0.044261682052939,2977.13109243697,9.4,29.9477893184726,0.779670124021039
"GRS260333000",2019,325657,2759900,49.15,65.78,"50",0.18567407870698,0.260842784158846,220.805786291462,9.4,12.3603842331898,3.819838263896
"GRS298343005",2014,4422682,3398170,63.36,1.53,"10",0.0176099806524785,0.0309428309943293,3614.96720061022,5,32.1294611501317,0.617746225013304
"GRS434003000",2015,35313671,13590247,47.42,43.96,"55",0.00453709874372415,0.0493291990940268,312.467640008717,5.4,18.4695057002529,2.62710664656318
"GRS298343005",2016,4584728,3302923,57.03,15.08,"10",0.0152788265211105,0.050032350133503,2466.73670605613,7.8,31.5034603857918,0.91586519784734
"GRS260333000",2017,375100,2740900,44.07,72.81,"50",0.21725809065064,0.238242912911817,189.958138389559,8.9,15.9188900747065,3.86715407948977
"GRS426003000",2017,2158000,1023031,49.38,10.44,"10",0.0144334590148759,0.0859133300945915,3583.13476473275,8.9,22.4551766980952,0.285726925872973
"GRS191213008",2017,9316.54,510155,60.09,11.42,"20",0.181349062958006,0.117401574031422,324.196177237185,8.9,9.72017387254521,0.536942536214678
"GRS495003006",2017,1002459,94192,11.31,98.28,"20",0.124433510104083,0.049590198742993,452.316486161252,8.9,11.8181620682164,0.192968407050216
"GRS434003000",2017,32566744,11560928,43.21,27.57,"55",0.00498917812267694,0.0629244468956125,282.2048062104,8.9,20.2982468918608,2.93117441007649
"GRS298343005",2017,4120061.42,3311893,54.2,13.6,"10",0.0149087564468621,0.0379598616259644,2818.00845964047,8.9,34.9731571134203,0.789745943870244
"GRS393503008",2017,4940220,1136779,33.75,20.53,"20",0.143769957725175,0.0726693578963017,737.190246257846,8.9,30.019661046461,1.35512316919725
"GRS470003013",2018,54194,281669,21.66,44.63,"20",0.000243144740960318,0.0229169699185924,130.837598425197,8.4,31.2198614626349,3.52615266566866
"GRS359353000",2018,2596,825402,0,47.71,"55",0.0029762789119548,0.0181632707456488,144.320948970457,8.4,33.1706891472341,4.53990068638671
"GRS426003000",2018,2162000,1054977,45.53,7.03,"10",0.0196619397987203,0.0952276684704975,4216.57085739671,8.4,24.2394479266372,0.248130300992435
"GRS298343005",2018,4467320,3268928,53.21,10.23,"10",0.0152332504485586,0.0638533488654385,3432.59135628953,8.4,34.3732156885799,0.658379665385594
"GRS495003006",2018,1273526,88841,7.62,35.9,"20",0.114700643470858,0.0530048063394154,439.304476507584,8.4,12.1861460283498,0.191858114936334
"GRS260333000",2018,314793,2741100,41.53,74.57,"50",0.205985942809266,0.335595199007698,196.386289613814,8.4,19.2642583035596,3.83236370337221
"GRS393503008",2018,4375340,1141786,27.71,18.85,"20",0.13902282827449,0.106103070102454,723.809388335704,8.4,30.1302670121676,1.40155281903736
"GRS434003000",2018,24417140,10758014,50.05,23.96,"55",0.0143495049248081,0.0397350291605867,283.133516450708,8.4,20.9069141389521,3.03008117238835
"GRS191213008",2019,73193,630773,71.56,5.7,"20",0.15897903666798,0.132378843102035,213.159832635983,9.4,10.8496242067399,0.87386996223393
"GRS359353000",2019,2021,802826,0.33,47.78,"55",0.00269820544907205,0.0191984315405829,146.030672079387,9.4,34.2362050264245,4.58220540540541
"GRS434003000",2019,17579000,10639907,56.9,31.21,"55",0.00606351786539714,0.0813375530444016,326.402078231518,9.4,24.0946273684589,3.25748351095961
"GRS145003000",2019,92889,1705411,69,19.91,"20",0.178852210254691,0.124474979931524,298.024497163486,9.4,19.0882659458403,2.02853671979573
"GRS426003000",2019,2004000,1271666,46.94,6.98,"10",0.0169262257737464,0.106536622037548,4052.11543450065,9.4,21.171062772299,0.287229410417216
"GRS393503008",2019,4639320,1169040,40.97,14.15,"20",0.110366383215736,0.0647556969821392,920.477764177887,9.4,27.0821795552125,0.995325986407463
"GRS470003013",2019,64409,337308,33.17,49.56,"20",0.00143771971167774,0.0760373308667449,149.521042084168,9.4,30.1543978650061,3.63456460843575
"GRS495003006",2019,1376900,460103,62.27,36.91,"20",0.0616124051238555,0.0255225460386044,447.600205198358,9.4,3.50695724258888,0.391116021525341
"GRS495003006",2020,519881,621264,86.1333,-0.3555,"20",0.0597257229191333,0.0300451981766206,179.543252595156,10.2,4.68957919945262,1.65110911964231
"GRS426003000",2020,1999320,1491695,60.5,4.44,"10",0.0403976931069745,0.106694062794338,2192.13431232092,10.2,23.9191910785619,0.516554939931596
"GRS496003005",2020,3107.7,1358643,62.57,43.88,"55",0.0256047148388844,0.124806884516389,790.580722891566,10.2,24.778856991776,5.42740581119263
"GRS145003000",2020,44031,1514341,72.56,23.13,"20",0.163322813939353,0.1234543606757,285.677941176471,10.2,16.7048374787796,2.20850814110913
"GRS191213008",2020,97911,585199,79.77,-0.32,"20",0.149856056683627,0.226078650168575,157.204545454545,10.2,10.2313621299886,1.22136338624196
"GRS260333000",2020,304988,2422700,42.1,70.03,"50",0.20814331655735,0.273166302059685,200.04296851022,10.2,26.3700062748379,3.86863665654055
"GRS298343005",2020,3818300,3615354,62.47,-0.3555,"10",0.0157910669417644,0.0668709066940609,1955.95094722598,10.2,29.0109717234462,1.24072298704675
"GRS393503008",2020,4459420,1206872,39.52,16.98,"20",0.115644665411465,0.0968760564500626,769.60802594244,10.2,30.3548545826535,1.23467586772097
"GRS470003013",2020,66794,332723,30.12,45.3,"20",0.00299279182904154,0.0269112745436895,134.108980827447,10.2,29.6427520836738,4.09438533656378
"GRS434003000",2014,40589006,13689537,47.41,40.69,"55",0.00402604884570119,0.0527128857608552,315.725662287314,5,21.0260590948248,2.44755636286365
"GRS260333000",2009,347674,5625100,73.25,66.97,"50",0.142882753675152,0.171374731115891,182.086781888997,6.3,14.523007316134,2.52109757524106
"GRS260333000",2015,394300,2950600,45.62,74.52,"50",0.222290882534689,0.204670236562055,180.91595976452,5.4,24.8110154905336,3.69345871018986
"GRS298343005",2015,4212680,3385270,64.35,9.51,"10",0.0150290568355941,0.0401386004661371,2738.25984251969,5.4,33.4529574301297,0.823935404636407
"GRS260333000",2012,314225,3914100,66.79,68.17,"50",0.187606447313208,0.183056130400347,171.251372118551,7.5,19.4576947842885,3.22819050060894
"GRS434003000",2009,49700000,13142337,39.86,43.73,"55",0.00499316910290593,0.078700310302498,267.043707377557,6.3,22.0137484395269,2.24284021192027
"GRS260333000",2010,332870,5061900,76.23,66.29,"50",0.146571237631233,0.176001106303957,176.363870303654,6.7,11.2779163609685,2.80364047566937
"GRS426003000",2015,2216000,1015969,69.12,8.99,"10",0.0182150731414411,0.0537604985978903,3516.04332669323,5.4,20.2040741036174,0.287003582752083
"GRS191213008",2016,9193.07,468567,59.92,6.65,"20",0.181918579334978,0.240544041727224,331.695525956284,7.8,7.92313746504345,0.487174431337581
"GRS434003000",2008,52700000,11854392,46.61,39.1,"55",0.000420661186222981,0.0726477578942893,246.642793613146,7.9,24.7860734737088,2.47656308089162
"GRS260333000",2008,324004,5872800,73.56,66.4,"50",0.127163685987215,0.187525541479362,190.636715263314,7.9,12.2066776586974,2.31091099214958
"GRS298343005",2009,2715243,2114759,42.99,10.56,"10",0.0320681629451366,0.162842196202972,1822.18608414239,6.3,33.8315962553372,0.566413080060491
"GRS426003000",2008,1938511,759137,67.98,4.39,"10",0.0176223231398618,0.067662358704687,3697.35728676964,7.9,21.3090287888494,0.199385871781435
"GRS426003000",2010,1881000,1118306,67.93,4.95,"10",0.0245300499063525,0.177519390935933,3330.3365643511,6.7,24.6975900116144,0.27507282395239
"GRS298343005",2010,2794615.9,2668495,48.69,9.63,"10",0.0242040877044237,0.230071257394149,1683.91040921732,6.7,33.2231150800985,0.530167203327197
"GRS426003000",2011,1945000,1140406,70.45,4.77,"10",0.021123113332728,0.108022055303111,4747.02607278653,8.2,21.3291319012959,0.206219051351514
"GRS260333000",2011,325894,4328000,73.61,65.88,"50",0.170214930975613,0.173544362292052,176.943878626115,8.2,11.4609219966417,2.98039021098386
"GRS298343005",2011,2267199.4,3204096,51.19,7.04,"10",0.0248121806848455,0.221384752516779,2831.63431700639,8.2,37.0535592294029,0.553602965840108
"GRS426003000",2012,1965000,1104802,67.46,3.68,"10",0.0206460194796678,0.0645527433875029,5491.70901871809,7.5,21.3442126202813,0.190614367060622
"GRS087003000",2012,20083,306000,45.91,17.56,"20",0.109003600191455,0.113611111111111,111.504734458625,7.5,11.772638826523,1.01639498606214
"GRS298343005",2012,2715240,3550082,52.34,5.16,"10",0.0214421527097873,0.190126312575315,3524.87205387205,7.5,36.1550616493195,0.539189903017231
"GRS426003000",2013,1968000,1083183,66.77,2.64,"10",0.0210790654876502,0.0530787503127357,5256.137599094,6.8,21.5055873780399,0.205875695770215
"GRS298343005",2013,4370920,3463119,54.48,3.15,"10",0.0202201711673947,0.149603579894309,3635.59714393085,6.8,27.7963794989978,0.593450353740478
"GRS260333000",2013,442254.24,3278900,56.29,76.16,"50",0.199209803790263,0.169050596236543,178.854722724666,6.8,20.5359324992726,3.48200587060013
"GRS260333000",2014,419004.28,3103300,51.36,76.37,"50",0.221578926158269,0.194857087616408,176.950867052023,5,24.023212783852,3.64480400163332
"GRS426003000",2014,2111000,1073785,74.34,2.14,"10",0.0195775491172228,0.0644076793771565,4500.32371954252,5,21.5962380829683,0.222268114642507
"GRS426003000",2009,1977000,902073,66.11,5.31,"10",0.0255119159021706,0.0869275546435821,2586.30006565988,6.3,23.6983121590451,0.328653303494472
"GRS426003000",2016,2164000,1005856,58.96,11.44,"10",0.0153504834965712,0.0428122912226005,3151.63857213684,7.8,22.5350217649387,0.331453525367497
"GRS434003000",2016,29156300,11936838,43.69,43.84,"55",0.00338696558941704,0.0630929229331922,276.230240186224,7.8,18.9988026186676,2.71068855596227
"GRS260333000",2016,397800,2852500,44.49,72.87,"50",0.205193587958815,0.230815074496056,185.340984539505,7.8,24.2756009219625,3.77293313886543
"HU0000153937",2015,7420000,2229059000,26.83,18.23,"10",0.0617144684738769,0.214590102819172,158040.67953311,16.6,6.93463537564971,1.45952325586497
"HU0000153937",2016,7400000,2193419000,32.62,20.98,"10",0.0461355643294307,0.172527911903745,142199.831905867,17.8,19.2258029751207,1.70712228099876
"HU0000153937",2017,8050000,2261166000,24.31,19.59,"10",0.0441372033099923,0.128003870569432,158577.900637334,18.8,22.7392698052862,1.52513074047531
"HU0000153937",2018,8210000,2274271000,23.2,16.18,"10",0.0436724585717641,0.125548802231572,199024.566807855,18.1,17.2291074860943,1.37176038391322
"HU0000153937",2019,7710000,2685969000,26.95,15.98,"10",0.0415223614660091,0.141628589160932,202317.724339275,18.3,20.6798076800123,1.53531837086924
"HU0000153937",2020,7610000,3217991000,31.33,14.13,"10",0.0727415243007991,0.185326807937002,160775.292608626,19,19.9672397529017,2.54889801152923
"HU0000153937",2009,6490000,2541653000,37.58,9.95,"10",0.101450813634872,0.127378914430884,94144.1036565792,20.4,20.9434091475056,1.25134499429021
"HU0000153937",2008,6570000,1417199000,42.43,11.89,"10",0.0669193305339855,0.111540439980553,203876.11742315,23.5,17.8780051083551,0.768261910581249
"HU0000153937",2010,8640000,2676262000,38.42,14.09,"10",0.07112780169759,0.113471700453842,132700.777921837,21.4,18.0408998949933,1.03514939020064
"HU0000153937",2011,8818308,2824917000,34.66,12.36,"10",0.0684014461299618,0.107379792043448,169782.784150488,20.3,17.4319102480395,0.929380596095922
"HU0000153937",2012,7900000,2611255000,32.68,15.38,"10",0.0731161320115691,0.0860701080514925,189438.425831115,18,15.4042013230444,0.886938897514255
"HU0000153937",2013,7700000,2252927000,31.26,9.73,"10",0.0704409157410459,0.119036258165489,190260.488720498,17,9.126782981215,0.899881869422779
"HU0000153937",2014,7050000,2513014000,30.47,11.56,"10",0.0811529065859297,0.100432787083558,176973.962689552,15.5,15.4207350848801,1.16697526634059
"IE0004927939",2009,14989,399989,28.47,23.85,"20",0.275222230204151,0.250116878214151,236.553804119378,9.9,17.484966897307,0.624164055288075
"IE0004927939",2012,86000,508056,28.23,27.19,"20",0.257693878626996,0.0567043790448297,283.058394160584,9.1,27.8684728205384,0.687147805820283
"IE0003864109",2010,119363,217532,55.89,33.23,"30",0.502868884043884,0.155875917106449,114.985491671145,10.8,20.0682321437767,0.455288380656859
"IE00B1RR8406",2018,3141000,3713000,54.89,33.05,"15",0.277301927194861,0.119041206571506,194.478260869565,10.4,19.2110817941953,0.813883299798793
"IE0003864109",2018,143354,362584,41.98,31.56,"30",0.215472929639494,0.333696467577168,115.924354243542,10.4,13.6094532008665,0.429582118286739
"IE0003864109",2013,150685,274130,49.73,29.33,"30",0.529426924429196,0.127837157552986,144.972771772384,8.8,18.580118166287,0.367210114216135
"IE00B1RR8406",2014,3306000,3163000,56.5,30.2,"15",0.291828322017459,0.110338286436927,194.663198709149,8.4,19.6147058823529,0.825064951132005
"IE0004927939",2015,94000,619100,30.57,29.44,"20",0.354424395240722,0.073332256501373,322.780686445608,8.5,23.5867768595041,0.514363983707602
"IE0003864109",2015,139237,412702,46.35,30.9,"30",0.477782050007335,0.141913535674651,166.311764705882,8.5,20.6298829445,0.421736285502069
"IE0004927939",2013,88000,491888,25.83,7.41,"20",0.24313122884358,0.0696073089809062,278.038670601025,8.8,24.8962483475407,0.610123158749053
"IE00B1RR8406",2013,3364000,3129000,54.98,29.01,"15",0.289699838086935,0.100990731863215,194.881214793044,8.8,18.878612716763,0.820912404172427
"IE0004927939",2016,16453,665500,32.19,30.62,"20",0.361558510993785,0.11915852742299,299.009234320893,9.7,23.8164556962025,0.484220685217951
"IE0004927939",2014,75000,497000,25.05,27.74,"20",0.276851598797486,0.0841951710261569,285.377999094613,8.4,27.531862745098,0.593961505922166
"IE0003864109",2014,149725,317057,44.86,30.37,"30",0.522284728754073,0.110131616712452,159.88282208589,8.4,20.1924137931034,0.393219343921353
"IE0003864109",2016,141170,424105,55.58,31.26,"30",0.461949781216494,0.25179849329765,148.448140593127,9.7,18.2999137765856,0.403810540557681
"IE00B1RR8406",2016,3375000,3375000,57.35,30.26,"15",0.285681346552917,0.126814814814815,181.311111111111,9.7,19.0280112044818,0.832577521755117
"IE0003864109",2017,162225,551454,43.15,26.13,"30",0.55406414542879,0.203057734643325,168.589806900918,10,18.0026462180329,0.350009914092883
"IE00B1RR8406",2017,3317000,3352000,55.53,29.96,"15",0.275638841567291,0.127386634844869,186.130434782609,10,19.3388888888889,0.813127773884606
"IE00BWT6H894",2017,20690,153614,1.4,65.83,"25",0.880735506185191,0.323531709349408,265.885645741703,10,4.60038956985892,0.214283136334927
"IE0000669501",2018,433102,453000,33.52,26.58,"30",0.421107020603242,0.0838852097130243,345.840579710145,10.4,18.6813953488372,0.336629929179064
"IE0005711209",2018,12317,138359,20.49,27.42,"35",0.346188349155909,0.283718442602216,161.16035113387,10.4,12.893906559478,0.251169508620275
"IE00BWT6H894",2018,19286,145036,6.36,66.33,"25",0.900460590893892,0.30891640696103,274.66398338094,10.4,4.48445363398744,0.217352048866867
"IE0004927939",2008,16698,411068,41.09,27.67,"20",0.236669300409927,0.352447770198605,313.242322097378,10.3,16.8525426234355,0.408922864279249
"IE0004906560",2019,813229,2062900,36.79,28.64,"30",0.484892344750354,0.143535799117747,277.550785741663,10.5,20.1347962382445,0.532197257398533
"IE0005711209",2019,12023,240897,17.41,27.45,"35",0.328993415082486,0.170508557599306,171.34771331058,10.5,17.2160592171377,0.279812639727453
"IE0000669501",2019,427484,474100,34.17,18.55,"30",0.39558693733451,0.0674963087956127,524.807041299932,10.5,18.4677754677755,0.229197306293057
"IE00B1RR8406",2019,3321000,4372000,55.04,33.21,"15",0.268583162217659,0.120768526989936,196.695652173913,10.5,17.0927419354839,0.937002652519894
"IE00BWT6H894",2019,13463.6,352777,11.43,60.05,"25",0.868164657721174,0.101148884422737,275.479865016873,10.5,4.70405487067924,0.317852966252568
"IE00B1WV4493",2019,23100,108411,35.15,14.57,"30",0.20822131824983,0.114859193255297,709.347928994083,10.5,20.8597590361446,0.0962831102487658
"IE00B1RR8406",2015,3285000,3201000,58.67,30.05,"15",0.301732435033686,0.134333020930959,180.2,8.5,19.0029585798817,0.792082870884203
"IE0003864109",2019,89670,374575,51.91,32.69,"30",0.428951848814242,0.182849896549423,140.122667351481,10.5,21.0842351172095,0.479682182254035
"IE00BWT6H894",2016,21503,156637,4.72,61.87,"25",0.897439524442401,0.17842527627572,241.913325393675,9.7,4.73451819610688,0.214202530551561
"IE0003864109",2009,253147,319233,66.47,32.54,"30",0.419791965179398,0.136787236908465,144.344187262979,9.9,21.6777470680511,0.525819894908498
"IE0004906560",2020,786996,1990600,35.75,27.3,"30",0.49813482405705,0.158545162262634,267.243168453822,10.5,19.2002989536622,0.554189317456208
"IE0005711209",2020,9397,212042,15.84,26.86,"35",0.292943529112963,0.213684081455561,155.00673871583,10.5,15.7951704058914,0.264777775590422
"IE0004927939",2020,302991,1085900,41.49,30.49,"20",0.293592298725228,0.148264112717561,296.680497925311,10.5,18.1377049180328,0.483566433566434
"IE0004927939",2010,16026,408632,25.47,27.58,"20",0.268886788999487,0.118913839346894,245.063668104334,10.8,21.0943772281953,0.629764962726751
"IE0004927939",2011,13661,443240,30.87,27,"20",0.268082040369761,0.0505008573233463,263.659962502131,9.4,23.8812048319882,0.585322966746892
