Name,Code,25/05/2008,25/05/2009,25/05/2010,25/05/2011,25/05/2012,25/05/2013,25/05/2014,25/05/2015,25/05/2016,25/05/2017,25/05/2018,25/05/2019,25/05/2020
STRABAG SE - SHORT TERM DEBT & CURRENT PORT,AT000000STR1(WC03051),274041,234515,240847,433304,384002,368830,433198,285994,202549,411098,275709,355509,163896
FACC AG - SHORT TERM DEBT & CURRENT PORT,AT00000FACC2(WC03051),NA,NA,6632,24321,55973,49921,10817,58173,21634,54295,65762,120532,164230
FLUGHAFEN WIEN - SHORT TERM DEBT & CURRENT PORT,AT00000VIE62(WC03051),120132,90672,204,71986,151007,90658,29128,109254,63917,46963,57017,25444,142398
RAIFFEISEN BANK INTL. - SHORT TERM DEBT & CURRENT PORT,AT0000606306(WC03051),13218270,10401982,30054988,34009943,24143919,30104866,22408371,16369175,12816475,22291431,10879700,12018227,13497679
PORR - SHORT TERM DEBT & CURRENT PORT,AT0000609607(WC03051),77679,173827,146820,157538,229620,151472,120232,93822,42286,122873,104128,137539,136021
CA IM.ANLAGEN - SHORT TERM DEBT & CURRENT PORT,AT0000641352(WC03051),86044,118772,236910,777089,924676,872045,202530,545214,153004,68920,219645,246478,205301
LENZING - SHORT TERM DEBT & CURRENT PORT,AT0000644505(WC03051),135355,40723,60474,134360,174661,191075,192745,172337,249247,127270,166197,129606,105616
ERSTE GROUP BANK - SHORT TERM DEBT & CURRENT PORT,AT0000652011(WC03051),38971000,32311000,18155000,22166000,19887000,17126105,15352602,14622032,19004353,20567382,24649544,18969590,31008300
S IMMO - SHORT TERM DEBT & CURRENT PORT,AT0000652250(WC03051),260457,303390,124123,208888,180352,285551,122992,132482,184096,170115,193141,145221,127802
TELEKOM AUSTRIA - SHORT TERM DEBT & CURRENT PORT,AT0000720008(WC03051),911182,856014,506653,1014185,1049424,136564,247354,810440,500065,566,245257,900616,903435
ANDRITZ - SHORT TERM DEBT & CURRENT PORT,AT0000730007(WC03051),36857,31476,40417,59470,239815,63966,227548,28501,80306,82028,464856,178831,143470
EVN - SHORT TERM DEBT & CURRENT PORT,AT0000741053(WC03051),153904,16992,205247,311600,49400,390300,194200,140100,239100,50500,89100,68800,115200
OMV - SHORT TERM DEBT & CURRENT PORT,AT0000743059(WC03051),1606509,704079,1009947,605593,414337,1008411,612000,507000,276000,917000,857000,808000,1694000
VERBUND - SHORT TERM DEBT & CURRENT PORT,AT0000746409(WC03051),596100,156700,228800,324700,385800,654240,806357,385387,324759,213955,753540,357604,106956
PALFINGER - SHORT TERM DEBT & CURRENT PORT,AT0000758305(WC03051),132337,59078,55947,102783,44463,51219,85130,74070,152804,99268,94134,67545,66678
SEMPERIT - SHORT TERM DEBT & CURRENT PORT,AT0000785555(WC03051),1252,0,0,14995,25559,23541,17674,10866,12825,28389,20962,43770,84373
UNIQA INSU GR AG - SHORT TERM DEBT & CURRENT PORT,AT0000821103(WC03051),27,6986,2710,3551,2690,1126,184,0,0,0,772196,4981,7951
WIENERBERGER - SHORT TERM DEBT & CURRENT PORT,AT0000831706(WC03051),174858,69851,138892,459425,58062,290897,402085,239890,399924,320724,126907,460211,437720
ZUMTOBEL - SHORT TERM DEBT & CURRENT PORT,AT0000837307(WC03051),5024,16886,4807,17301,3744,4264,5314,17301,6758,4539,55763,59877,28907
VIENNA INSURANCE GROUP A - SHORT TERM DEBT & CURRENT PORT,AT0000908504(WC03051),0,0,NA,NA,NA,0,0,0,0,0,0,0,0
VOESTALPINE - SHORT TERM DEBT & CURRENT PORT,AT0000937503(WC03051),3031700,1333700,1416900,1411500,1742300,1707800,1205200,1143200,1158400,1846400,1823000,1720400,1287100
MAY - SHORT TERM DEBT & CURRENT PORT,AT0000938204(WC03051),85274,24768,62435,72798,52352,65436,109187,79446,48912,20578,34334,112843,52915
SCHOELLE - SHORT TERM DEBT & CURRENT PORT,AT0000946652(WC03051),36983,54813,54484,49211,67238,44835,67502,45020,69760,101393,49755,81243,61396
AT&S AU.TCHG.& SYSTK. - SHORT TERM DEBT & CURRENT PORT,AT0000969985(WC03051),129836,98485,70455,116427,84399,129719,46076,46037,161413,73037,80734,37967,104947
PETRO WELT TECHS. - SHORT TERM DEBT & CURRENT PORT,AT0000A00Y78(WC03051),5657,136,1078,944,532,147,695,4754,8709,112526,0,146,266
IMMOFINANZ - SHORT TERM DEBT & CURRENT PORT,AT0000A21KS2(WC03051),464503,1008491,905441,827492,1028906,785421,1298551,1730536,741245,568487,344265,8063,106749
OSTERREICHISCHE POST - SHORT TERM DEBT & CURRENT PORT,AT0000APOST4(WC03051),103100,94500,54500,10600,3100,3900,3100,8100,1800,3400,6800,38800,610500
BAWAG GROUP - SHORT TERM DEBT & CURRENT PORT,AT0000BAWAG2(WC03051),NA,NA,NA,NA,3748000,1646000,2420000,3586000,2064000,4009000,4281000,3292000,7715000
PIERER MOBILITY - SHORT TERM DEBT & CURRENT PORT,AT0000KTMI02(WC03051),2713,313,3191,1657,1617,731,1693,57343,190700,171494,73163,86358,74594
AGRANA BETEILIGUNGS - SHORT TERM DEBT & CURRENT PORT,AT000AGRANA3(WC03051),370116,405718,347160,294868,341885,305802,328316,309354,247820,276681,61629,144639,126814
KAPSCH TRAFFICCOM - SHORT TERM DEBT & CURRENT PORT,AT000KAPSCH9(WC03051),17382,49210,9237,23083,53249,19658,46560,48969,21349,97902,26675,29934,64291
FREQUENTIS - SHORT TERM DEBT & CURRENT PORT,ATFREQUENT09(WC03051),NA,NA,NA,NA,NA,3554,475,231,135,204,1651,8898,8607
IGO - SHORT TERM DEBT & CURRENT PORT,AU000000IGO4(WC03051),632,0,0,5789,11685,6030,3508,510,43154,56226,56226,56226,63172
SOLVAY - SHORT TERM DEBT & CURRENT PORT,BE0003470755(WC03051),627000,185000,212000,794000,331000,769000,853000,892000,1338000,1044000,630000,1124000,277000
KBC GROUP - SHORT TERM DEBT & CURRENT PORT,BE0003565737(WC03051),43757000,27907000,11362000,21121000,16573000,14561000,17981000,19326000,32443000,33544000,24861000,21479000,38260000
COFINIMMO - SHORT TERM DEBT & CURRENT PORT,BE0003593044(WC03051),220844,244659,313730,246316,351203,455509,473499,445676,558167,462810,613107,870993,1036612
RECTICEL - SHORT TERM DEBT & CURRENT PORT,BE0003656676(WC03051),68872,47740,45691,67680,59691,66181,43016,106961,42910,46086,90021,116569,13730
BEFIMMO - SHORT TERM DEBT & CURRENT PORT,BE0003678894(WC03051),15379,47019,205967,21405,396319,269103,514301,464547,559239,517832,443012,497167,368697
GIMV - SHORT TERM DEBT & CURRENT PORT,BE0003699130(WC03051),54190,100672,82802,83294,28056,99879,NA,0,0,NA,0,0,1051
RETAIL ESTATES - SHORT TERM DEBT & CURRENT PORT,BE0003720340(WC03051),6137,504,5879,7177,16215,16577,22421,57209,42601,30909,36384,82260,126993
ORANGE BELGIUM - SHORT TERM DEBT & CURRENT PORT,BE0003735496(WC03051),243275,297936,32893,18444,22580,21879,450000,8165,236,6066,20826,61115,246570
UCB - SHORT TERM DEBT & CURRENT PORT,BE0003739530(WC03051),989000,566000,308000,45000,197000,723000,373000,623000,27000,39000,149000,306000,431000
INTERVEST OFFICES & - SHORT TERM DEBT & CURRENT PORT,BE0003746600(WC03051),34494,36585,53425,34018,48018,61720,112465,79158,62012,46805,87282,88137,123522
AGF - SHORT TERM DEBT & CURRENT PORT,BE0003755692(WC03051),14000,11000,21000,15000,8000,24000,197000,44000,37000,39000,66000,101000,29000
GREENYARD - SHORT TERM DEBT & CURRENT PORT,BE0003765790(WC03051),58375,61266,65755,NA,186523,189190,18585,72892,107246,8409,59983,520000,104302
ION BEAM APPLICATIONS - SHORT TERM DEBT & CURRENT PORT,BE0003766806(WC03051),24252,28275,5115,30201,33665,5201,5196,16454,2151,23464,42510,8404,20354
GBL NEW - SHORT TERM DEBT & CURRENT PORT,BE0003797140(WC03051),150000,0,7000,651300,201100,144200,207400,476500,1270200,1152700,205600,1315600,394000
EXMAR - SHORT TERM DEBT & CURRENT PORT,BE0003808251(WC03051),45173,53349,68396,95436,151065,97929,12245,13963,132859,24299,144453,73011,53260
PROXIMUS - SHORT TERM DEBT & CURRENT PORT,BE0003810273(WC03051),393000,59000,783000,41000,215000,316000,153000,674000,407000,570000,234000,221000,231000
EURONAV - SHORT TERM DEBT & CURRENT PORT,BE0003816338(WC03051),84315,94743,125920,131365,127599,133937,140116,92120,112925,81207,173422,197315,96305
ELIA GROUP - SHORT TERM DEBT & CURRENT PORT,BE0003822393(WC03051),804100,0,0,0,725900,573500,63900,539900,100000,0,550000,1056300,734500
TELENET GROUP HOLDING - SHORT TERM DEBT & CURRENT PORT,BE0003826436(WC03051),34530,32434,40319,55402,72486,77909,78757,110558,139372,361695,504128,527000,499600
AEDIFICA - SHORT TERM DEBT & CURRENT PORT,BE0003851681(WC03051),0,0,0,198,60209,55721,70945,25897,31027,34524,22830,272317,606479
MONTEA - SHORT TERM DEBT & CURRENT PORT,BE0003853703(WC03051),55730,581,56781,26782,31851,28529,50752,27491,10590,2273,45085,61340,61794
FAGRON - SHORT TERM DEBT & CURRENT PORT,BE0003874915(WC03051),4403,4876,5073,255992,4865,55004,5710,594908,290559,13450,63955,40723,71090
COMPAGNIE D ENTREPRISES - SHORT TERM DEBT & CURRENT PORT,BE0003883031(WC03051),110774,94753,139663,124268,80289,407357,206671,110558,154522,224456,350296,270366,412649
MELEXIS - SHORT TERM DEBT & CURRENT PORT,BE0165385973(WC03051),15152,15168,19647,4648,34648,4147,4148,7046,4047,6043,1040,1825,1633
COLRUYT - SHORT TERM DEBT & CURRENT PORT,BE0974256852(WC03051),2800,3600,6500,6400,5000,2700,3200,4700,4300,3500,128600,41000,28500
BEKAERT (D) - SHORT TERM DEBT & CURRENT PORT,BE0974258874(WC03051),503128,151360,320315,648485,342549,321907,441552,494714,297916,454401,942041,424184,641655
D IETEREN GROUP - SHORT TERM DEBT & CURRENT PORT,BE0974259880(WC03051),443700,549200,356200,53100,109200,330000,139200,54900,358300,32500,39400,46500,17900
AGEAS (E - SHORT TERM DEBT & CURRENT PORT,BE0974264930(WC03051),8759000,2483000,1898500,2043500,1691100,1253100,1072000,1200700,1300000,1028600,1262900,3227200,4866000
BPOST - SHORT TERM DEBT & CURRENT PORT,BE0974268972(WC03051),800,800,900,9900,11500,11500,10300,9800,10300,699900,175700,272700,278200
ONTEX GROUP - SHORT TERM DEBT & CURRENT PORT,BE0974276082(WC03051),NA,NA,NA,20400,14000,13900,2400,9200,22900,69900,104000,69600,366300
XIOR STUDENT HOUSING - SHORT TERM DEBT & CURRENT PORT,BE0974288202(WC03051),NA,NA,NA,NA,NA,NA,NA,0,0,11994,1637,1706,90309
ANHEUSE - SHORT TERM DEBT & CURRENT PORT,BE0974293251(WC03051),8670000,1426014,2190951,4297724,4085620,5716256,6195884,5456925,8344296,6296700,3775760,4886376,2527434
NYRSTAR - SHORT TERM DEBT & CURRENT PORT,BE0974294267(WC03051),500,12000,13400,31300,1300,298300,74600,417000,427000,221600,1101900,3000,5527
ECONOCOM GROUP - SHORT TERM DEBT & CURRENT PORT,BE0974313455(WC03051),21435,12549,126764,67264,30597,98697,100249,114900,143100,176500,356000,416100,326900
UMICORE - SHORT TERM DEBT & CURRENT PORT,BE0974320526(WC03051),165841,186103,290195,346654,351047,287839,365513,338871,400786,313868,436760,564063,719177
TITAN CEMENT - SHORT TERM DEBT & CURRENT PORT,BE0974338700(WC03051),NA,NA,NA,NA,NA,NA,NA,26313,129499,56825,197637,103307,223850
WAREHOUSES DE PAUW - SHORT TERM DEBT & CURRENT PORT,BE0974349814(WC03051),180304,121777,127501,126187,178418,176945,201712,128798,181443,242795,221333,286797,379338
BARCO NEW - SHORT TERM DEBT & CURRENT PORT,BE0974362940(WC03051),91249,10509,26682,8284,5407,15239,26383,12124,13585,10686,8186,12469,9273
BW LPG - SHORT TERM DEBT & CURRENT PORT,BMG173841013(WC03051),NA,3258,10669,7360,136039,105227,59579,117268,426376,259899,127643,191104,171809
BW OFFSHORE - SHORT TERM DEBT & CURRENT PORT,BMG1738J1247(WC03051),5585,1739,8904482,1671760,1284307,1760315,2775784,2481874,1502801,1829228,2254385,2013169,1062114
FRONTLINE - SHORT TERM DEBT & CURRENT PORT,BMG3682E1921(WC03051),536764,409637,366974,75326,72770,69636,244346,147373,123870,156394,132333,722425,174892
HAFNIA - SHORT TERM DEBT & CURRENT PORT,BMG4233B1090(WC03051),NA,NA,NA,NA,84062,90413,366569,365517,411142,422250,664823,1872958,1536410
ODFJELL DRILLING - SHORT TERM DEBT & CURRENT PORT,BMG671801022(WC03051),NA,189474,171152,174387,1176140,1093313,1747115,6351545,1758364,1292873,6765574,1969605,4490664
GOLAR LNG (NAS) - SHORT TERM DEBT & CURRENT PORT,BMG9456A1009(WC03051),540397,481609,648777,420726,80165,186796,870187,4435171,3890170,11370549,6310005,10896469,8432093
INTERNATIONAL PETROLEUM - SHORT TERM DEBT & CURRENT PORT,CA46016U1084(WC03051),NA,NA,NA,NA,NA,NA,NA,0,0,304,0,7903,194611
CAVOTEC - SHORT TERM DEBT & CURRENT PORT,CH0136071542(WC03051),198934,47165,18626,38216,40645,41165,16387,26262,36315,28257,43368,194664,76189
FENIX OUTDOOR - SHORT TERM DEBT & CURRENT PORT,CH0242214887(WC03051),11778,7399,7653,45537,43913,45650,462566,594120,498668,498244,131098,501867,567242
EDAG ENGINEERING GROUP - SHORT TERM DEBT & CURRENT PORT,CH0303692047(WC03051),NA,NA,NA,NA,117948,35648,4858,28942,28825,115852,25078,39967,19424
CEZ - SHORT TERM DEBT & CURRENT PORT,CZ0005112300(WC03051),83919000,37889000,24404000,24764000,16789000,30820000,23282000,11919000,25551000,19694000,18526000,29323000,29725000
KOMERCNI BANKA - SHORT TERM DEBT & CURRENT PORT,CZ0008019106(WC03051),10112000,18644000,29178000,43553000,38903000,49681000,68403000,49823000,44246000,72591000,93803000,96199000,59125000
TELF.O2 CZECH REPUBLIC - SHORT TERM DEBT & CURRENT PORT,CZ0009093209(WC03051),3347000,0,NA,3061000,31000,4000,4004000,11000,0,0,0,7698000,678000
ADLER REAL ESTATE - SHORT TERM DEBT & CURRENT PORT,DE0005008007(WC03051),NA,NA,NA,NA,NA,NA,51831,257412,330163,327860,184423,263968,1019877
AHLERS - SHORT TERM DEBT & CURRENT PORT,DE0005009740(WC03051),47571,12364,4687,3340,4465,6409,8946,5875,9581,9049,12961,8727,9023
UNITED INTERNET - SHORT TERM DEBT & CURRENT PORT,DE0005089031(WC03051),16069,51462,178167,125152,87113,24428,46732,47079,438569,268240,221254,326721,468196
ADVA OPTICAL NETWORKING - SHORT TERM DEBT & CURRENT PORT,DE0005103006(WC03051),5844,13004,1487,10333,14756,4204,7302,18220,18648,79061,19400,25303,21299
DEUTSCHE BANK - SHORT TERM DEBT & CURRENT PORT,DE0005140008(WC03051),205279000,170512000,241068000,234828000,235174000,188313000,109907000,101903000,129201000,149619000,120221000,93103000,111203000
BECHTLE - SHORT TERM DEBT & CURRENT PORT,DE0005158703(WC03051),10466,2561,4812,9002,12567,10546,12711,9627,9745,58930,12872,49948,59103
SURTECO GROUP - SHORT TERM DEBT & CURRENT PORT,DE0005176903(WC03051),35239,26228,12666,29634,1975,55600,5563,4970,72357,5656,65905,8928,40594
BMW - SHORT TERM DEBT & CURRENT PORT,DE0005190003(WC03051),29887000,26934000,26520000,30380000,29547000,30428000,35552000,39962000,40670000,40727000,38179000,44944000,38393000
BAYWA - SHORT TERM DEBT & CURRENT PORT,DE0005194062(WC03051),735579,590950,538233,584313,897674,1136695,1171290,1320978,1520774,1446856,2243400,2381800,2289400
BEIERSDORF - SHORT TERM DEBT & CURRENT PORT,DE0005200000(WC03051),174000,148000,115000,172000,91000,94000,112000,95000,58000,61000,60000,392000,19000
ENBW ENGE.BADE - SHORT TERM DEBT & CURRENT PORT,DE0005220008(WC03051),394700,447300,643500,1476100,1201100,224700,1078500,758200,1208700,1306800,654800,947600,1662200
BIOTEST - SHORT TERM DEBT & CURRENT PORT,DE0005227201(WC03051),28192,50822,28889,37690,41445,5300,6100,9100,16200,119600,700,7300,7900
CARL ZEISS MEDITEC - SHORT TERM DEBT & CURRENT PORT,DE0005313704(WC03051),4105,12379,5186,7871,14157,5059,16271,6513,26066,9627,19239,14853,15721
CEWE STIFTUNG - SHORT TERM DEBT & CURRENT PORT,DE0005403901(WC03051),20768,6462,6641,7393,8005,26111,1560,4907,210,1581,2665,11408,10849
AAREAL BANK - SHORT TERM DEBT & CURRENT PORT,DE0005408116(WC03051),8977000,5083000,5168000,4631000,3284000,8553000,8922000,8011000,7259000,6079000,14879000,14541000,14669000
LEONI - SHORT TERM DEBT & CURRENT PORT,DE0005408884(WC03051),92204,56894,48974,106348,270845,41279,99776,102409,150345,254373,176550,364774,50142
CONTINENTAL - SHORT TERM DEBT & CURRENT PORT,DE0005439004(WC03051),2349000,4744800,1238100,2514400,4072300,1583100,1333900,2058400,2097500,2055300,3149800,4230500,2174500
LANXESS - SHORT TERM DEBT & CURRENT PORT,DE0005470405(WC03051),154000,94000,135000,578000,167000,668000,182000,443000,78000,633000,59000,66000,566000
BORUSSIA DORTMUND - SHORT TERM DEBT & CURRENT PORT,DE0005493092(WC03051),5467,12082,16118,13735,7257,5874,10516,2497,2640,10295,1969,3127,12381
1&1 - SHORT TERM DEBT & CURRENT PORT,DE0005545503(WC03051),20668,20407,457,529,556,519,885,65364,51040,0,39807,102634,73743
DRAEGERWERK PREF. - SHORT TERM DEBT & CURRENT PORT,DE0005550636(WC03051),89146,84387,90361,85290,105011,82043,129250,171388,58536,72717,90389,85145,131906
DEUTSCHE POST - SHORT TERM DEBT & CURRENT PORT,DE0005552004(WC03051),779000,740000,747000,5644000,403000,1328000,486000,553000,1366000,864000,2556000,3216000,3194000
DEUTSCHE TELEKOM - SHORT TERM DEBT & CURRENT PORT,DE0005557508(WC03051),5736000,5905000,11689000,10219000,9260000,5902000,8210000,12570000,11356000,6952000,8617000,13013000,16112000
GLOBAL PVQ - SHORT TERM DEBT & CURRENT PORT,DE0005558662(WC03051),227300,63500,95100,205300,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUERR - SHORT TERM DEBT & CURRENT PORT,DE0005565204(WC03051),18834,1333,1768,13322,14807,2460,17110,6782,5339,3383,12496,38045,394152
FRAPORT - SHORT TERM DEBT & CURRENT PORT,DE0005773303(WC03051),558600,118900,160400,228900,196600,314900,318100,543600,366500,575400,608300,610400,1011500
FRESENIUS - SHORT TERM DEBT & CURRENT PORT,DE0005785604(WC03051),1264000,598000,2105000,2087000,1229000,3309000,1524000,1263000,2059000,3017000,5094000,5508000,3670000
FRESENIUS MED.CARE - SHORT TERM DEBT & CURRENT PORT,DE0005785802(WC03051),818232,338124,1172704,1325207,346080,488022,373520,825794,1415348,1764010,2638923,3258009,1696785
GFT TECHNOLOGIES - SHORT TERM DEBT & CURRENT PORT,DE0005800601(WC03051),150,0,0,0,555,732,46032,620,18308,5291,15299,26437,42578
DEUTSCHE BOERSE - SHORT TERM DEBT & CURRENT PORT,DE0005810055(WC03051),8117500,7320900,7842100,14170000,321100,233100,366200,838800,687000,815000,1069100,377800,1801500
DMG MORI - SHORT TERM DEBT & CURRENT PORT,DE0005878003(WC03051),140355,93648,111194,29771,18245,14035,23653,20025,23607,13399,12496,23989,18856
BILFINGER BERGER - SHORT TERM DEBT & CURRENT PORT,DE0005909006(WC03051),51300,55900,108200,13200,201100,56300,54800,7400,11500,2300,501600,49700,46900
HEIDELBERGCEMENT - SHORT TERM DEBT & CURRENT PORT,DE0006047004(WC03051),1737900,1181300,843800,2030100,1299800,2297400,2264600,1809000,2399000,1860600,1333600,2441000,1053000
HENKEL - SHORT TERM DEBT & CURRENT PORT,DE0006048408(WC03051),2034000,753000,641000,412000,1320000,1230000,390000,880000,425000,1268000,2619000,2154000,1535000
COVESTRO - SHORT TERM DEBT & CURRENT PORT,DE0006062144(WC03051),NA,NA,NA,NA,NA,NA,3943000,2478000,103000,575000,47000,141000,613000
HOCHTIEF - SHORT TERM DEBT & CURRENT PORT,DE0006070006(WC03051),1248352,795886,645766,1492837,1706480,688923,952569,301645,1037148,223243,592401,1186220,1143489
INDUS HOLDING - SHORT TERM DEBT & CURRENT PORT,DE0006200108(WC03051),147841,138345,149814,111679,109312,118760,96394,113978,116388,95301,126520,135045,159841
SALZGITTER - SHORT TERM DEBT & CURRENT PORT,DE0006202005(WC03051),110500,81400,128200,146500,158200,404100,568500,284900,493600,237800,426900,430100,488300
KUKA - SHORT TERM DEBT & CURRENT PORT,DE0006204407(WC03051),33600,45900,70900,7700,11600,6500,22600,2200,1700,19200,5200,185100,183300
JUNGHEINRICH PREF. - SHORT TERM DEBT & CURRENT PORT,DE0006219934(WC03051),135032,117115,161776,131540,402353,418148,403658,435103,439215,519809,631646,660579,780833
PROCREDIT HOLDING - SHORT TERM DEBT & CURRENT PORT,DE0006223407(WC03051),NA,1024952,1017889,1073098,1140069,1000402,894538,903687,3716548,3980561,4165065,4522032,4919547
INFINEON TECHNOLOGIES - SHORT TERM DEBT & CURRENT PORT,DE0006231004(WC03051),207000,521000,133000,68000,55000,134000,35000,33000,17000,323000,25000,22000,564000
ARCANDOR (STU) - SHORT TERM DEBT & CURRENT PORT,DE0006275001(WC03051),1610945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEUTZ - SHORT TERM DEBT & CURRENT PORT,DE0006305006(WC03051),5600,5600,3000,1900,1100,7600,14700,14900,16200,17500,19800,36400,90200
KRONES - SHORT TERM DEBT & CURRENT PORT,DE0006335003(WC03051),38057,6672,13027,501,413,332,0,91,117,24716,673,101980,55063
LPKF LASER & ELTN. - SHORT TERM DEBT & CURRENT PORT,DE0006450000(WC03051),3093,1324,941,3981,9753,5934,20126,15627,20852,20952,2603,1966,2508
MLP - SHORT TERM DEBT & CURRENT PORT,DE0006569908(WC03051),2015,2867,1840,1658,871521,944995,1007918,1097713,1264161,1435614,1635445,1891577,2269302
MERCK KGAA - SHORT TERM DEBT & CURRENT PORT,DE0006599905(WC03051),266200,705200,356100,1394400,1091400,430400,2039900,4016800,3763000,2763000,2199000,4531000,2295000
GEA GROUP - SHORT TERM DEBT & CURRENT PORT,DE0006602006(WC03051),305410,230354,323822,90185,174184,59487,119528,292593,146627,245812,21901,84664,106257
AURUBIS - SHORT TERM DEBT & CURRENT PORT,DE0006766504(WC03051),467550,215745,344188,88583,234197,83722,165179,25421,158131,11068,32812,152887,27636
PFEIFFER VACUUM TECH. - SHORT TERM DEBT & CURRENT PORT,DE0006916604(WC03051),0,0,3170,5086,1756,550,10508,10493,224,81,95,3888,3501
PUMA - SHORT TERM DEBT & CURRENT PORT,DE0006969603(WC03051),50100,37200,43300,35400,44300,25200,20200,14500,25700,29300,21300,155000,277900
RHEINMETALL - SHORT TERM DEBT & CURRENT PORT,DE0007030009(WC03051),48000,353000,34000,45000,27000,51000,57000,63000,567000,74000,151000,112000,150000
RWE - SHORT TERM DEBT & CURRENT PORT,DE0007037129(WC03051),2329000,3127000,3902000,6495000,4529000,999000,2192000,1227000,883000,1718000,91000,474000,169000
RHOE - SHORT TERM DEBT & CURRENT PORT,DE0007042301(WC03051),50800,166700,69500,202400,265576,116367,5040,148630,11000,1000,1303,4143,4043
KWS SAAT - SHORT TERM DEBT & CURRENT PORT,DE0007074007(WC03051),3842,6691,10730,14205,52119,33259,53357,48117,22749,38847,60601,473855,74478
MERCEDE - SHORT TERM DEBT & CURRENT PORT,DE0007100000(WC03051),27428000,25036000,25821000,26701000,32911000,32992000,36290000,41311000,47288000,48746000,56240000,62601000,59303000
SAP - SHORT TERM DEBT & CURRENT PORT,DE0007164600(WC03051),2319000,146000,142000,1331000,802000,586000,2154000,567000,1430000,1298000,768000,2920000,1862000
SARTORIUS - SHORT TERM DEBT & CURRENT PORT,DE0007165607(WC03051),46775,21867,18062,34573,96693,28192,13410,30744,95987,67572,109978,187624,195333
KOENIG & BAUER - SHORT TERM DEBT & CURRENT PORT,DE0007193500(WC03051),104500,83600,84200,101200,36600,28800,24000,19800,34400,44600,75600,208200,53200
SGL CARBON - SHORT TERM DEBT & CURRENT PORT,DE0007235301(WC03051),51700,15400,29500,7400,143800,141500,113700,2600,3100,241300,2200,17900,11800
SIEMENS - SHORT TERM DEBT & CURRENT PORT,DE0007236101(WC03051),1819000,698000,2416000,3660000,3827000,1944000,1620000,2979000,6206000,5447000,5057000,6034000,6562000
CECONOMY - SHORT TERM DEBT & CURRENT PORT,DE0007257503(WC03051),3448000,1491000,1750000,1606000,1814000,2200000,2615000,2635000,947000,266000,153000,10000,573000
SUEDZUCKER - SHORT TERM DEBT & CURRENT PORT,DE0007297004(WC03051),669000,890900,641100,811900,574000,287300,530800,500000,424600,221100,455900,501400,625100
HEIDELB.DRUCKMASCHINEN - SHORT TERM DEBT & CURRENT PORT,DE0007314007(WC03051),50636,632824,351055,289361,98559,87628,48897,48920,43275,98208,31760,94493,106961
TAKKT - SHORT TERM DEBT & CURRENT PORT,DE0007446007(WC03051),33802,28176,32802,30537,29233,25771,96247,73604,81795,36708,38148,75314,15062
DEUTSCHE EUROSHOP - SHORT TERM DEBT & CURRENT PORT,DE0007480204(WC03051),20730,13025,61060,136163,194137,97207,55282,47711,202827,28899,26080,79056,181860
THYSSENKRUPP - SHORT TERM DEBT & CURRENT PORT,DE0007500001(WC03051),1348000,305000,1278000,178000,1929000,1911000,1991000,3123000,1455000,1930000,147000,886000,1199000
VILLEROY & BOCH - SHORT TERM DEBT & CURRENT PORT,DE0007657231(WC03051),7490,1967,1428,1341,1300,26200,26000,600,500,900,33100,55600,21000
VOLKSWAGEN - SHORT TERM DEBT & CURRENT PORT,DE0007664005(WC03051),36123000,40606000,39852000,49090000,54060000,59987000,65564000,72313000,88461000,81844000,89757000,86483000,87854000
VOSSLOH - SHORT TERM DEBT & CURRENT PORT,DE0007667107(WC03051),39300,59300,25000,136800,86000,142100,281200,24900,8100,54100,87100,35600,169300
ELRINGKLINGER N - SHORT TERM DEBT & CURRENT PORT,DE0007856023(WC03051),108029,56234,76876,126145,183716,120883,148532,209597,257392,221944,296786,160307,205257
DT.PFANDBRIEFBANK - SHORT TERM DEBT & CURRENT PORT,DE0008019001(WC03051),NA,NA,123300000,13451000,18715000,9695000,10806000,9213000,9366000,5521000,7068000,5974000,4034000
DEUTSCHE LUFTHANSA - SHORT TERM DEBT & CURRENT PORT,DE0008232125(WC03051),478000,751000,980000,632000,972000,1570000,792000,1409000,827000,690000,1716000,1651000,3130000
TAG IMMOBILIEN - SHORT TERM DEBT & CURRENT PORT,DE0008303504(WC03051),130062,116304,110490,186469,412793,183824,150262,212886,159447,275237,162809,168434,146231
HANNOVER RUECK - SHORT TERM DEBT & CURRENT PORT,DE0008402215(WC03051),0,0,0,0,NA,13,15298,39047,63754,77826,74152,34444,6940
ALLIANZ - SHORT TERM DEBT & CURRENT PORT,DE0008404005(WC03051),8931000,5925000,4160000,4853000,7828000,8297000,7416000,11514000,6481000,5379000,6829000,9718000,9059000
MUENCHENER RUCK. - SHORT TERM DEBT & CURRENT PORT,DE0008430026(WC03051),0,0,NA,NA,NA,NA,0,0,0,0,0,0,0
NORDEX - SHORT TERM DEBT & CURRENT PORT,DE000A0D6554(WC03051),15803,22441,30843,231312,27957,8824,0,163253,17860,69224,82466,62422,507892
MTU AERO ENGINES HLDG. - SHORT TERM DEBT & CURRENT PORT,DE000A0D9PT0(WC03051),277500,174500,53400,208200,3400,38300,54100,59800,312200,101100,117300,138500,213000
SMA SOLAR TECHNOLOGY - SHORT TERM DEBT & CURRENT PORT,DE000A0DJ6J9(WC03051),1361,1411,1748,2420,2788,26665,26515,19788,19691,2725,3073,10781,10878
