Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AEDIFICA - Environment Pillar Score,BE0003851681(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.66,75.9,75.24
AEDIFICA - Social Pillar Score,BE0003851681(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.29,45.43,63.38
AEDIFICA - Governance Pillar Score,BE0003851681(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.62,64.38,66.05
AEGEAN AIRLINES CR - Environment Pillar Score,GRS495003006(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.21,30.13,36.23,38.07
AEGEAN AIRLINES CR - Social Pillar Score,GRS495003006(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.94,78.42,84.98,80.51
AEGEAN AIRLINES CR - Governance Pillar Score,GRS495003006(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.58,41.16,42.13,36.84
AEGON - Environment Pillar Score,NL0000303709(ENSCORE),NA,49.81,56.04,53.89,76.41,18.54,77.62,41.44,41.24,44.25,89.04,90.01,90.15,91.15
AEGON - Social Pillar Score,NL0000303709(SOSCORE),NA,76.65,76.44,81.41,78.51,13.76,92.29,84.75,76.02,72.33,83.39,80.25,75.12,78.02
AEGON - Governance Pillar Score,NL0000303709(CGSCORE),NA,47.38,64.53,81.2,78.24,27.29,77.66,56.86,79.4,74.78,68.96,70.56,67.02,71.64
AENA SME - Environment Pillar Score,ES0105046009(ENSCORE),NA,NA,NA,NA,NA,NA,NA,36.07,44.3,53.23,52.2,65.31,72.47,NA
AENA SME - Social Pillar Score,ES0105046009(SOSCORE),NA,NA,NA,NA,NA,NA,NA,9.91,37.73,52.77,53.95,81.98,85.88,NA
AENA SME - Governance Pillar Score,ES0105046009(CGSCORE),NA,NA,NA,NA,NA,NA,NA,3.96,14.35,17.66,17.59,21.8,52.53,NA
AEROP GUGL MARCO - Environment Pillar Score,IT0001006128(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.97,67.61,67.55
AEROP GUGL MARCO - Social Pillar Score,IT0001006128(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.34,69.64,66.17
AEROP GUGL MARCO - Governance Pillar Score,IT0001006128(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.07,48.89,52.68
