Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"MERCEDES-BENZ - PROPERTY, PLANT & EQUIP - NET",DE0007100000(WC02501),E,34759000,34497000,37518000,41991000,46657000,49939000,56232000,63264000,73323000,75695000,80424000,88625000,82798000
DALATA HOTEL - TOTAL ASSETS,IE00BJMZDW83(WC02999),E,NA,NA,NA,14499,18268,24277,293801,857400,983482,1097517,1316489,1980425,1739691
"DALATA HOTEL - PROPERTY, PLANT & EQUIP - NET",IE00BJMZDW83(WC02501),E,NA,NA,NA,1576,1638,4990,52294,608792,822444,998812,1176260,1857722,1613750
DANIELI & C OFFICINE - TOTAL ASSETS,IT0000076502(WC02999),E,3966653,4329356,4456359,4729448,5059620,5294115,5052414,5097667,5273648,4747692,4612174,4992341,4999152
"DANIELI & C OFFICINE - PROPERTY, PLANT & EQUIP - NET",IT0000076502(WC02501),E,536760,595797,621781,610086,666274,734975,779005,908054,905609,908740,865253,835230,952783
DANONE SA - TOTAL ASSETS,FR0000120644(WC02999),E,26226000,26252000,27448000,27735000,28843000,30219000,30911000,31810000,43118000,43546000,43416000,44572000,41991000
"DANONE SA - PROPERTY, PLANT & EQUIP - NET",FR0000120644(WC02501),E,3083000,3180000,4032000,3916000,4115000,4334000,4582000,4752000,5036000,6005000,6175000,6844000,6572000
DANSKE BANK A/S - TOTAL ASSETS,DK0010274414(WC02999),DK,3542726000,3096357000,3212193000,3422612000,3483763000,3226133000,3452614000,3292349000,3483004000,3539080000,3577921000,3760667000,4108477000
"DANSKE BANK A/S - PROPERTY, PLANT & EQUIP - NET",DK0010274414(WC02501),DK,9061000,8800000,7861000,7267000,6544000,6106000,6625000,5082000,5850000,7047000,7768000,14084000,13366000
DASSAULT AVIATION SA - TOTAL ASSETS,FR0014004L86(WC02999),E,9744147,10966632,10841411,9972807,10187342,9876078,9623524,11692156,13158773,14965312,16674260,14930810,13376694
"DASSAULT AVIATION SA - PROPERTY, PLANT & EQUIP - NET",FR0014004L86(WC02501),E,438016,459272,437840,426105,405563,384231,417286,485149,498330,445310,489009,819416,1130072
DASSAULT SYSTEMES - TOTAL ASSETS,FR0014003TT8(WC02999),E,2103743,2248711,2999068,3433789,3538604,4100422,4888482,6196146,6807180,6920898,7809800,13735200,12811100
"DASSAULT SYSTEMES - PROPERTY, PLANT & EQUIP - NET",FR0014003TT8(WC02501),E,69262,59559,66395,106601,107843,100448,136737,135326,135402,168958,178200,899700,861100
DATAGROUP SE - TOTAL ASSETS,DE000A0JC8S7(WC02999),E,30810,30925,41085,57984,98680,99779,92990,101882,155058,208808,210823,311523,373735
"DATAGROUP SE - PROPERTY, PLANT & EQUIP - NET",DE000A0JC8S7(WC02501),E,975,957,1156,1976,6666,4652,3918,7316,7304,19251,22351,60072,75933
DATALOGIC SPA - TOTAL ASSETS,IT0004053440(WC02999),E,402081,375723,436471,537059,530521,545107,559652,641817,693434,788938,775761,761037,666588
"DATALOGIC SPA - PROPERTY, PLANT & EQUIP - NET",IT0004053440(WC02501),E,52594,50822,50042,49991,51621,51328,57157,68384,72082,69733,77995,99355,103406
DAVIDE CAMPARI - TOTAL ASSETS,NL0015435975(WC02999),E,1788745,2350307,2642700,2894500,3398000,3290100,3498600,4211400,4497100,4376000,4544100,4803200,4511000
"DAVIDE CAMPARI - PROPERTY, PLANT & EQUIP - NET",NL0015435975(WC02501),E,194504,302485,343800,338000,409800,413900,459000,460900,494700,431900,455400,580800,562700
DBV TECH - TOTAL ASSETS,FR0010417345(WC02999),E,3607,6408,11574,15721,42975,46236,125416,343280,287500,177807,171749,241476,222969
"DBV TECH - PROPERTY, PLANT & EQUIP - NET",FR0010417345(WC02501),E,374,434,327,849,988,1734,2225,5581,12482,17808,20219,42859,28580
DDM HOLDING - TOTAL ASSETS,CH0246292343(WC02999),SK,NA,NA,NA,NA,NA,446221,507599,505450,524776,1747877,1950701,2114642,1964260
"DDM HOLDING - PROPERTY, PLANT & EQUIP - NET",CH0246292343(WC02501),SK,NA,NA,NA,NA,NA,314,201,638,601,531,579,1659,3436
DE LONGHI SPA - TOTAL ASSETS,IT0003115950(WC02999),E,1453507,1375617,1507722,1665034,1486572,1463449,1697710,1646605,1759780,2055224,2086205,2317675,2825719
"DE LONGHI SPA - PROPERTY, PLANT & EQUIP - NET",IT0003115950(WC02501),E,178488,177609,186431,207607,158584,171428,189904,197983,195095,231850,236099,313807,323658
DEA CAPITAL S.P.A. - TOTAL ASSETS,IT0001431805(WC02999),E,846714,944839,900904,1029186,1124775,985647,898498,728292,698864,629557,555913,590172,518624
"DEA CAPITAL S.P.A. - PROPERTY, PLANT & EQUIP - NET",IT0001431805(WC02501),E,605,478,382,1269,2527,4855,3908,3119,2145,1458,854,14297,11830
DELIVERY HERO SE - TOTAL ASSETS,DE000A2E4K43(WC02999),E,NA,NA,NA,NA,105215,111916,517064,1379962,1627778,2048200,2005000,2672300,5774200
"DELIVERY HERO SE - PROPERTY, PLANT & EQUIP - NET",DE000A2E4K43(WC02501),E,NA,NA,NA,NA,805,931,3439,7686,15520,23400,38800,193400,342700
DEMANT A/S - TOTAL ASSETS,DK0060738599(WC02999),DK,3765500,4480200,6520200,7368000,8509000,10090000,10981000,14014000,15152000,15850000,17422000,21247000,21374000
"DEMANT A/S - PROPERTY, PLANT & EQUIP - NET",DK0060738599(WC02501),DK,950300,976800,1110300,1276000,1372000,1496000,1664000,1768000,1742000,1718000,1823000,3998000,3986000
DERICHEBOURG. - TOTAL ASSETS,FR0000053381(WC02999),E,2214700,1848400,1931200,1900600,1821000,1728600,1167600,1120800,1155100,1366000,1390900,1530900,1844000
"DERICHEBOURG. - PROPERTY, PLANT & EQUIP - NET",FR0000053381(WC02501),E,568100,531600,501800,530500,564300,441100,439900,424200,436100,451500,480900,539200,687900
DERMAPHARM - TOTAL ASSETS,DE000A2GS5D8(WC02999),E,NA,NA,NA,NA,NA,349505,329645,296638,311481,415013,704542,1044871,1224396
"DERMAPHARM - PROPERTY, PLANT & EQUIP - NET",DE000A2GS5D8(WC02501),E,NA,NA,NA,NA,NA,57352,56547,53406,53357,56036,80874,132585,199619
DEUTSCHE BANK AG - TOTAL ASSETS,DE0005140008(WC02999),E,2193953000,1493514000,1897289000,2155366000,2004611000,1604329000,1701838000,1621368000,1581880000,1467933000,1340907000,1291688000,1319201000
"DEUTSCHE BANK AG - PROPERTY, PLANT & EQUIP - NET",DE0005140008(WC02501),E,3712000,2777000,5802000,5509000,4963000,4420000,2909000,2846000,2804000,2663000,2421000,4930000,5549000
DEUTSCHE BETEILIGUNG - TOTAL ASSETS,DE000A1TNUT7(WC02999),E,272262,290502,316112,279905,298993,310652,347089,327164,404632,472405,485220,490957,474373
"DEUTSCHE BETEILIGUNG - PROPERTY, PLANT & EQUIP - NET",DE000A1TNUT7(WC02501),E,8133,8019,841,1514,1546,1273,1304,1191,1235,1129,839,582,5144
DEUTSCHE BOERSE AG - TOTAL ASSETS,DE0005810055(WC02999),E,145875100,161355700,148842800,217993900,216468100,189260900,215767800,179927500,163782300,135040300,161794800,137040900,152606000
"DEUTSCHE BOERSE AG - PROPERTY, PLANT & EQUIP - NET",DE0005810055(WC02501),E,108900,99400,138200,131100,128200,107300,100900,109700,113500,113400,130900,498000,530400
DEUTSCHE EUROSHOP AG - TOTAL ASSETS,DE0007480204(WC02999),E,2006849,2112145,2963576,3225125,3548854,3394863,3492158,3851614,4114457,4626999,4610228,4558605,4237381
"DEUTSCHE EUROSHOP AG - PROPERTY, PLANT & EQUIP - NET",DE0007480204(WC02501),E,1918966,1991028,2700727,3106969,3330401,2962576,3060572,3357020,3521091,3924365,3891913,3823210,3437475
DEUTSCHE LUFTHANSA - TOTAL ASSETS,DE0008232125(WC02999),E,22380000,26357000,29238000,28048000,28375000,28462000,28985000,31262000,33284000,34744000,36082000,40391000,34651000
"DEUTSCHE LUFTHANSA - PROPERTY, PLANT & EQUIP - NET",DE0008232125(WC02501),E,11364000,13411000,14150000,14550000,14818000,15371000,15681000,16764000,16997000,18145000,18997000,22390000,19513000
DEUTSCHE POST AG - TOTAL ASSETS,DE0005552004(WC02999),E,262215000,34212000,36923000,37255000,32864000,34151000,35227000,35863000,36103000,36400000,47938000,49644000,52917000
"DEUTSCHE POST AG - PROPERTY, PLANT & EQUIP - NET",DE0005552004(WC02501),E,6676000,6220000,6130000,6493000,6663000,6814000,7177000,7795000,8389000,8782000,19202000,21303000,22007000
DEUTSCHE TELEKOM AG - TOTAL ASSETS,DE0005557508(WC02999),E,116906000,122612000,122683000,118093000,103228000,113188000,124191000,138672000,143275000,137321000,142426000,167968000,256945000
"DEUTSCHE TELEKOM AG - PROPERTY, PLANT & EQUIP - NET",DE0005557508(WC02501),E,41559000,45468000,44298000,41927000,37522000,37427000,39616000,44637000,46758000,46878000,50631000,67546000,91277000
DEUTSCHE WOHNEN SE - TOTAL ASSETS,DE000A0HN5C6(WC02999),E,3034173,2980896,2959529,3239239,4827100,9892591,11094538,13374601,16782949,20539000,25057800,27851600,30797400
"DEUTSCHE WOHNEN SE - PROPERTY, PLANT & EQUIP - NET",DE000A0HN5C6(WC02501),E,2918418,2852884,2837488,2947452,4634900,8963937,9636939,11904753,16060925,19720700,23928200,25624800,28266500
DEUTZ AG - TOTAL ASSETS,DE0006305006(WC02999),E,1173200,1048700,1025300,1081800,1008500,1090200,1087000,1019000,979800,1143900,1173400,1232600,1106300
"DEUTZ AG - PROPERTY, PLANT & EQUIP - NET",DE0006305006(WC02501),E,342100,335500,320500,311500,318900,306400,291900,289000,286000,273400,283800,347200,361700
DEVOTEAM SA - TOTAL ASSETS,FR0000073793(WC02999),E,353217,361782,357090,337859,328287,314596,291060,353646,395764,423148,493886,577689,673039
"DEVOTEAM SA - PROPERTY, PLANT & EQUIP - NET",FR0000073793(WC02501),E,9010,9370,15493,13668,12152,9268,7266,4245,5471,5955,9684,56298,53925
DFDS AS - TOTAL ASSETS,DK0060655629(WC02999),DK,8537426,9195310,13722532,12672491,12217476,12227953,12149986,12548500,12909700,13244800,22061500,26816000,26949000
"DFDS AS - PROPERTY, PLANT & EQUIP - NET",DK0060655629(WC02501),DK,6553822,7525829,9403057,9182102,8356669,8343850,8511484,8182445,9255000,9058000,13089400,17006000,16867000
DIASORIN S.P.A. - TOTAL ASSETS,IT0003492391(WC02999),E,254873,317997,427971,454082,504812,505744,583497,687708,845629,923552,884982,1031905,1213366
"DIASORIN S.P.A. - PROPERTY, PLANT & EQUIP - NET",IT0003492391(WC02501),E,35446,41963,57551,62722,65316,66258,72207,74493,92134,92332,94981,128385,140497
DIC ASSET AG - TOTAL ASSETS,DE000A1X3XX4(WC02999),E,2201650,2194734,2030508,2223705,2184955,2573249,2508629,2432554,2369145,2315441,2463174,2628898,2697468
"DIC ASSET AG - PROPERTY, PLANT & EQUIP - NET",DE000A1X3XX4(WC02501),E,2023561,2024792,1718734,1902667,1847862,2256921,2144543,1700730,1584014,1437792,1459556,1633315,1614562
DIGITAL360 SPA - TOTAL ASSETS,IT0005254252(WC02999),E,NA,NA,NA,NA,NA,NA,NA,11666,11760,16462,22952,22808,26407
"DIGITAL360 SPA - PROPERTY, PLANT & EQUIP - NET",IT0005254252(WC02501),E,NA,NA,NA,NA,NA,NA,NA,64,81,96,521,521,467
DINO POLSKA SA - TOTAL ASSETS,PLDINPL00011(WC02999),PZ,NA,NA,NA,NA,NA,NA,1129917,1405052,1829973,2433769,3271383,4332611,5549772
"DINO POLSKA SA - PROPERTY, PLANT & EQUIP - NET",PLDINPL00011(WC02501),PZ,NA,NA,NA,NA,NA,NA,798948,1024199,1337207,1697600,2347025,3098562,3934018
DIOS FASTIGHETER - TOTAL ASSETS,SE0001634262(WC02999),SK,3988979,4020425,5331857,11878921,12193119,12055000,12340000,13505000,13920000,19708000,21057000,23187000,24890000
"DIOS FASTIGHETER - PROPERTY, PLANT & EQUIP - NET",SE0001634262(WC02501),SK,3912006,3917311,5213062,11575786,11889877,11830000,12207000,13385000,13686000,19461000,20805000,22940000,24573000
DISTRIBUIDORA IN - TOTAL ASSETS,ES0126775032(WC02999),E,3309618,3251632,3224105,3251392,3350093,3312920,2979097,3171149,3602056,3372191,3198467,3319433,3035399
"DISTRIBUIDORA IN - PROPERTY, PLANT & EQUIP - NET",ES0126775032(WC02501),E,1626258,1632215,1597421,1625960,1618631,1601651,1270356,1372010,1469078,1363963,1268600,1755617,1406681
DMG MORI AG - TOTAL ASSETS,DE0005878003(WC02999),E,1362501,1117226,1316262,1330466,1571123,1961755,2175999,2230475,2280914,2191367,2384893,2407011,2133066
"DMG MORI AG - PROPERTY, PLANT & EQUIP - NET",DE0005878003(WC02501),E,201606,197354,201807,218025,263174,317341,395232,463733,486370,440005,434880,506579,464468
DAMPSKIBS NORDEN AS - TOTAL ASSETS,DK0060083210(WC02999),DK,10925005,10560868,12539590,13500241,11494582,11188422,10943653,11027237,9171221,8230722,9534656,11609803,11118689
"DAMPSKIBS NORDEN AS - PROPERTY, PLANT & EQUIP - NET",DK0060083210(WC02501),DK,4771321,5177154,7454391,9266197,6426437,6493739,7396630,6378754,5294823,4810074,5664079,7592614,6886422
DNB BANK ASA - TOTAL ASSETS,NO0010161896(WC02999),NK,1831436000,1823207000,1860705000,2125455000,2263787000,2388334000,2648128000,2597379000,2651797000,2697499000,2633907000,2792070000,2914566000
"DNB BANK ASA - PROPERTY, PLANT & EQUIP - NET",NO0010161896(WC02501),NK,5326000,5482000,5793000,6336000,10825000,12498000,13830000,8860000,7949000,8704000,9240000,19098000,20474000
DNO ASA - TOTAL ASSETS,NO0003921009(WC02999),NK,4879500,4392400,5392700,4986400,7300100,8075600,8206276,8914232,8356747,11589490,17258270,28166809,22832011
"DNO ASA - PROPERTY, PLANT & EQUIP - NET",NO0003921009(WC02501),NK,3119600,2402400,2212800,2259200,3885900,4411900,3952914,3506630,3473505,7087848,6550590,11848111,10072921
DO & CO AG - TOTAL ASSETS,AT0000818802(WC02999),E,176122,165130,172652,249804,285613,346862,505230,579070,618680,614280,566460,583180,1075880
"DO & CO AG - PROPERTY, PLANT & EQUIP - NET",AT0000818802(WC02501),E,43631,57548,59143,58830,67468,126788,131490,240250,210370,220120,232660,192930,449150
DOMETIC GROUP - TOTAL ASSETS,SE0007691613(WC02999),SK,NA,NA,NA,NA,NA,NA,18889000,18867000,21082000,30108000,33484000,36098000,37018000
"DOMETIC GROUP - PROPERTY, PLANT & EQUIP - NET",SE0007691613(WC02501),SK,NA,NA,NA,NA,NA,NA,1629000,1567000,1575000,1952000,2112000,2732000,2104000
DOVALUE SPA - TOTAL ASSETS,IT0001044996(WC02999),E,NA,NA,184399,3798289,3656417,2745877,2851515,237370,223126,203478,235630,739947,1031858
"DOVALUE SPA - PROPERTY, PLANT & EQUIP - NET",IT0001044996(WC02501),E,NA,NA,55,46,32,15,8,24,638,1819,2810,23767,36121
DRAEGERWERK AG - TOTAL ASSETS,DE0005550636(WC02999),E,1584156,1791050,1867405,2010735,1964546,1953107,2114582,2176075,2178623,2220803,2265568,2393102,3077739
"DRAEGERWERK AG - PROPERTY, PLANT & EQUIP - NET",DE0005550636(WC02501),E,266624,254800,263077,273421,278370,310768,349936,406355,420851,432294,429109,526254,567022
MAERSK DRILLING A/S - TOTAL ASSETS,DK0061135753(WC02999),DK,NA,NA,NA,NA,NA,NA,NA,NA,78901696,51079642,37189918,36740389,22568842
"MAERSK DRILLING A/S - PROPERTY, PLANT & EQUIP - NET",DK0061135753(WC02501),DK,NA,NA,NA,NA,NA,NA,NA,NA,42111921,26495393,31545020,31729730,18772841
KONINKLIJKE DSM N.V. - TOTAL ASSETS,NL0000009827(WC02999),E,9261000,9292000,10154000,10865000,11626000,11648000,11699000,11377000,12603000,12521000,13393000,13226000,14125000
"KONINKLIJKE DSM N.V. - PROPERTY, PLANT & EQUIP - NET",NL0000009827(WC02501),E,3641000,3477000,2943000,3405000,3811000,3822000,3673000,3171000,3325000,3313000,3511000,4040000,3774000
DSV A/S - TOTAL ASSETS,DK0060079531(WC02999),DK,23468000,21801000,22636000,22304000,22385000,22670000,23192000,27210000,39336000,37423000,37961000,95393000,93714000
"DSV A/S - PROPERTY, PLANT & EQUIP - NET",DK0060079531(WC02501),DK,5093000,4975000,4782000,4503000,4261000,3883000,3927000,3568000,3334000,2431000,2490000,14693000,14125000
DEUTSCHE PFA - TOTAL ASSETS,DE0008019001(WC02999),E,NA,NA,185342000,107360000,95423000,73523000,74893000,66677000,62558000,57907000,57683000,56732000,58786000
"DEUTSCHE PFA - PROPERTY, PLANT & EQUIP - NET",DE0008019001(WC02501),E,NA,NA,5000,3000,2000,1000,8000,10000,8000,6000,4000,45000,38000
DUERR AG - TOTAL ASSETS,DE0005565204(WC02999),E,1083297,962809,1208556,1651397,1792230,1968156,2935094,2951127,3318632,3377318,3564506,3824446,3802172
"DUERR AG - PROPERTY, PLANT & EQUIP - NET",DE0005565204(WC02501),E,89005,88851,91199,144879,152311,173849,362072,394716,394577,408443,433828,525395,488444
DUNI AB - TOTAL ASSETS,SE0000616716(WC02999),SK,3482000,3217000,3260000,3495000,3317000,3517000,4189000,4082000,4422000,4784000,5970000,6170000,5658000
"DUNI AB - PROPERTY, PLANT & EQUIP - NET",SE0000616716(WC02501),SK,514000,510000,588000,830000,744000,723000,851000,857000,951000,1080000,1143000,1317000,1206000
DURO FELGUERA SA - TOTAL ASSETS,ES0162600003(WC02999),E,903121,1130351,1133260,1306425,1124927,993406,1015185,964635,994898,747668,617229,451452,246473
"DURO FELGUERA SA - PROPERTY, PLANT & EQUIP - NET",ES0162600003(WC02501),E,113426,111602,103232,98869,93909,90132,113356,109127,114178,76697,40263,37187,31573
DUSTIN GROUP AB - TOTAL ASSETS,SE0006625471(WC02999),SK,NA,NA,NA,NA,2250545,3231477,3618629,3832652,3892400,4160400,6175000,7262800,7766400
"DUSTIN GROUP AB - PROPERTY, PLANT & EQUIP - NET",SE0006625471(WC02501),SK,NA,NA,NA,NA,16775,21671,18378,21102,20300,24600,91700,105700,601500
DWS GROUP - TOTAL ASSETS,DE000DWS1007(WC02999),E,NA,NA,NA,NA,NA,NA,NA,16584000,15239000,11095000,10599000,10828000,10306000
"DWS GROUP - PROPERTY, PLANT & EQUIP - NET",DE000DWS1007(WC02501),E,NA,NA,NA,NA,NA,NA,NA,18000,10000,6000,5000,158000,144000
E.ON SE - TOTAL ASSETS,DE000ENAG999(WC02999),E,154588000,149560000,150400000,147720000,134985000,123449000,119518000,109597000,62258000,55043000,53129000,96354000,93102000
"E.ON SE - PROPERTY, PLANT & EQUIP - NET",DE000ENAG999(WC02501),E,56526000,60787000,60870000,55869000,54173000,50270000,41273000,38997000,25242000,24766000,18057000,38941000,39466000
EAC INVEST A/S - TOTAL ASSETS,DK0061277894(WC02999),DK,3263000,4454000,4202000,6033000,6933000,5288000,1774000,1782524,1725861,1563901,945268,58143,54200
"EAC INVEST A/S - PROPERTY, PLANT & EQUIP - NET",DK0061277894(WC02501),DK,779000,1521000,1203000,1872000,2478000,237000,242000,236526,153922,113833,77652,0,0
EBRO FOODS SA - TOTAL ASSETS,ES0112501012(WC02999),E,3376224,2632053,2820876,2655026,2678788,2717225,3106197,3329375,3562410,3610943,3779541,4316821,3973666
"EBRO FOODS SA - PROPERTY, PLANT & EQUIP - NET",ES0112501012(WC02501),E,557360,544729,449594,507760,496045,509673,612771,688239,737452,758739,857450,1029957,934041
ECKERT & ZIEGLER STR - TOTAL ASSETS,DE0005659700(WC02999),E,97588,150109,132263,144539,155340,168973,177864,187310,190465,208146,219130,263316,280105
"ECKERT & ZIEGLER STR - PROPERTY, PLANT & EQUIP - NET",DE0005659700(WC02501),E,23807,27253,27602,28889,31158,33542,36119,35973,37823,33829,36931,59569,57861
ECONOCOM GROUP SE - TOTAL ASSETS,BE0974313455(WC02999),E,360356,339241,1217012,1030541,1083658,1447518,1587618,1803400,2120600,2407500,2975300,2899400,2622000
"ECONOCOM GROUP SE - PROPERTY, PLANT & EQUIP - NET",BE0974313455(WC02501),E,9571,9144,13469,13364,13330,21746,26200,30100,41400,48400,48600,92500,89900
EDAG ENGINEERIN - TOTAL ASSETS,CH0303692047(WC02999),E,NA,NA,NA,NA,381581,501474,483876,474764,429307,440064,485629,631870,599946
"EDAG ENGINEERIN - PROPERTY, PLANT & EQUIP - NET",CH0303692047(WC02501),E,NA,NA,NA,NA,82974,87529,55608,67908,71648,73003,75955,218872,188024
EDENRED SE - TOTAL ASSETS,FR0010908533(WC02999),E,3563000,3679000,4159000,4182000,4327000,4092000,4054000,4083000,5563000,6246000,7195000,8792000,9379000
"EDENRED SE - PROPERTY, PLANT & EQUIP - NET",FR0010908533(WC02501),E,37000,37000,40000,55000,100000,72000,58000,37000,38000,46000,52000,169000,148000
ELECTRICIT DE FRANCE - TOTAL ASSETS,FR0010242511(WC02999),E,197376000,238815000,238434000,229200000,246631000,253962000,265363000,276228000,279999000,279532000,282191000,302727000,304741000
"ELECTRICIT DE FRANCE - PROPERTY, PLANT & EQUIP - NET",FR0010242511(WC02501),E,107415000,129436000,107200000,111968000,122242000,125327000,127500000,130314000,131253000,137968000,142106000,154372000,159810000
EDISON SPA - TOTAL ASSETS,IT0003372205(WC02999),E,15009000,16354000,16331000,15726000,14728000,14193000,14433000,12080000,11172000,9853000,10124000,10593000,9194000
"EDISON SPA - PROPERTY, PLANT & EQUIP - NET",IT0003372205(WC02501),E,7416000,7517000,7002000,5113000,4786000,4548000,4348000,3678000,3937000,3657000,3647000,3312000,3447000
EDP - ENERGIAS DE - TOTAL ASSETS,PTEDP0AM0009(WC02999),E,35169217,39600222,39973521,40769163,42287028,42261087,42654270,42264467,43179334,41266528,40474765,41277600,41807240
"EDP - ENERGIAS DE - PROPERTY, PLANT & EQUIP - NET",PTEDP0AM0009(WC02501),E,21125562,24093738,20323583,20708313,20905340,20316306,20523100,22773716,24193736,22730615,22707511,20504725,21193414
EDP RENOVAVEIS - TOTAL ASSETS,ES0127797019(WC02999),E,9374722,11265749,12796631,13002319,13212595,13000663,14269831,15689069,16658629,16159324,17364220,17566481,18040387
"EDP RENOVAVEIS - PROPERTY, PLANT & EQUIP - NET",ES0127797019(WC02501),E,7052783,8635011,9981771,10454621,10536907,10358725,11012976,12612452,13437427,13185201,13921794,13879824,14165763
EDREAMS ODIGE - TOTAL ASSETS,LU1048328220(WC02999),E,NA,NA,NA,NA,1489308,1490222,1434210,1233258,1248459,1264560,1313929,1303198,1131782
"EDREAMS ODIGE - PROPERTY, PLANT & EQUIP - NET",LU1048328220(WC02501),E,NA,NA,NA,NA,6327,5087,5629,5980,7642,9036,8868,13848,8403
EEZY - TOTAL ASSETS,FI4000322326(WC02999),E,NA,NA,NA,NA,NA,NA,NA,NA,NA,39715,100713,209351,204861
"EEZY - PROPERTY, PLANT & EQUIP - NET",FI4000322326(WC02501),E,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,651,6780,6984
EIFFAGE SA - TOTAL ASSETS,FR0000130452(WC02999),E,25512000,24692000,25310000,26897000,26646000,27073000,28560000,27822000,29229000,29880000,30121000,32623000,33459000
"EIFFAGE SA - PROPERTY, PLANT & EQUIP - NET",FR0000130452(WC02501),E,1165000,1352000,1373000,1411000,1436000,1474000,1463000,1481000,1585000,1649000,1853000,2706000,2826000
EIMSKIPAFELAG - TOTAL ASSETS,IS0000019800(WC02999),IK,NA,49415659,43079194,44352276,51457748,48567563,50120772,49295542,46013749,56332040,63985422,70797559,83175675
"EIMSKIPAFELAG - PROPERTY, PLANT & EQUIP - NET",IS0000019800(WC02501),IK,NA,27529345,22771730,24266403,30479817,29543501,28592408,28000417,24185505,28569051,32751444,36744415,49114141
EL.EN SPA - TOTAL ASSETS,IT0005453250(WC02999),E,242777,221273,246629,263042,190541,211516,243357,275112,294161,328676,353527,418687,461076
"EL.EN SPA - PROPERTY, PLANT & EQUIP - NET",IT0005453250(WC02501),E,26258,29845,29076,27807,21415,21853,26927,32621,39616,39178,61020,81813,85576
ELANDERS AB - TOTAL ASSETS,SE0000119299(WC02999),SK,2297088,1994638,1863308,1859139,2137031,2310070,3387847,3365426,6544400,7163900,7487200,8910500,8352600
"ELANDERS AB - PROPERTY, PLANT & EQUIP - NET",SE0000119299(WC02501),SK,513372,435095,371721,320277,347142,350364,392271,333880,805800,828300,789200,2485800,2255500
#ERROR,,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
#ERROR,,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
ELECTROLUX - TOTAL ASSETS,SE0013747870(WC02999),SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,5752000,7330000,7685000,6953000
"ELECTROLUX - PROPERTY, PLANT & EQUIP - NET",SE0013747870(WC02501),SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101000,1254000,1452000,1465000
ELEKTA AB (PUBL) - TOTAL ASSETS,SE0000163628(WC02999),SK,6308000,7917000,8387000,8756000,15002000,16215000,17749000,20960000,19160000,20575000,22190000,23662000,27907000
"ELEKTA AB (PUBL) - PROPERTY, PLANT & EQUIP - NET",SE0000163628(WC02501),SK,226000,265000,247000,236000,407000,487000,624000,881000,803000,795000,895000,957000,2124000
ELIA GROUP - TOTAL ASSETS,BE0003822393(WC02999),E,4203900,4395000,5895300,5838600,6143900,6503300,5675600,6433800,6240800,6595500,13749300,13889700,15160600
"ELIA GROUP - PROPERTY, PLANT & EQUIP - NET",BE0003822393(WC02501),E,2060400,2089600,3010900,3150500,3319300,3629800,2478900,2687200,2956500,3202400,8456200,9445600,10094400
ELIOR GROUP SA - TOTAL ASSETS,FR0011950732(WC02999),E,NA,NA,NA,3764700,3973400,4374700,4445700,4538900,4901500,5004200,5177200,3559000,3465000
"ELIOR GROUP SA - PROPERTY, PLANT & EQUIP - NET",FR0011950732(WC02501),E,NA,NA,NA,401900,488300,489500,498400,510500,574800,667500,746700,392000,552000
ELIS SERVICES SA - TOTAL ASSETS,FR0012435121(WC02999),E,NA,NA,NA,2950873,3013755,3009701,3116981,3223818,3656702,7781500,7738800,8174200,7824000
"ELIS SERVICES SA - PROPERTY, PLANT & EQUIP - NET",FR0012435121(WC02501),E,NA,NA,NA,623109,699165,631141,705683,774923,896508,1744500,1906300,2405000,2322400
ELISA CORP - TOTAL ASSETS,FI0009007884(WC02999),E,2002200,1938900,1952100,1987500,1999200,2310800,2229900,2223300,2508400,2563500,2652300,2799800,3029500
"ELISA CORP - PROPERTY, PLANT & EQUIP - NET",FI0009007884(WC02501),E,630500,617900,611300,617700,616100,713600,692000,677400,713900,758100,751600,826800,829700
ELKEM ASA - TOTAL ASSETS,NO0010816093(WC02999),NK,NA,NA,NA,NA,NA,NA,15048297,14152884,14745994,16258351,31069000,28938000,30792000
"ELKEM ASA - PROPERTY, PLANT & EQUIP - NET",NO0010816093(WC02501),NK,NA,NA,NA,NA,NA,NA,5183162,5602208,5909087,6568934,12445000,13782000,15006000
ELLAKTOR S.A. - TOTAL ASSETS,GRS191213008(WC02999),E,3857123,4074978,4281228,4324490,4311716,4104413,4097538,3948491,3803064,3459290,3202649,3038973,2806313
"ELLAKTOR S.A. - PROPERTY, PLANT & EQUIP - NET",GRS191213008(WC02501),E,443553,474570,479338,471586,463622,430357,470450,508414,468567,510155,526293,630773,585199
ELMOS SEMICONDUCTOR - TOTAL ASSETS,DE0005677108(WC02999),E,243447,218538,244171,266335,268765,268179,292932,304818,311048,334819,366785,439466,395399
"ELMOS SEMICONDUCTOR - PROPERTY, PLANT & EQUIP - NET",DE0005677108(WC02501),E,80698,72779,69494,71770,71755,72388,82429,90991,86568,100142,129169,137803,130367
